Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Journal of Integrative Environmental Sciences,0.554 ,Q3,17,12,25,https://www.scimagojr.com/journalsearch.php?q=19700200833&tip=sid&clean=0,1943-815X/1943-8168,A2
Biomass Conversion and Biorefinery,0.552 ,Q3,22,213,177,https://link.springer.com/journal/13399,2190-6815/2190-6823,A2
Thermal Science,0.495 ,Q3,38,264,1346,http://thermalscience.vinca.rs/,0354-9836/2334-7163,B
Journal of Renewable and Sustainable Energy,0.483 ,Q3,37,195,773,https://aip.scitation.org/journal/rse,1941-7012,B
Renewable Energy Focus,0.483 ,Q3,20,40,153,https://www.journals.elsevier.com/renewable-energy-focus,Sin informacion,No
Journal of Photonics for Energy,0.482 ,Q3,25,51,186,https://www.scimagojr.com/journalsearch.php?q=21100206268&tip=sid&clean=0,1947-7988,A2
Environmental Progress and Sustainable Energy,0.470 ,Q3,61,387,678,http://www3.interscience.wiley.com/journal/121640218/grouphome/home.html,1944-7442/1944-7450,A2
Materials Today Sustainability,0.468 ,Q3,3,18,3,https://www.scimagojr.com/journalsearch.php?q=21100943537&tip=sid&clean=0,2589-2347,A2
China Ocean Engineering,0.463 ,Q3,23,74,238,http://www.chinaoceanengin.cn/,0890-5487/2191-8945,A2
Biofuels,0.455 ,Q3,37,169,324,https://www.scimagojr.com/journalsearch.php?q=19700201337&tip=sid&clean=0,Sin informacion,No
Journal of Reliable Intelligent Environments,0.441 ,Q3,8,22,58,https://www.scimagojr.com/journalsearch.php?q=21100901156&tip=sid&clean=0,2199-4668/2199-4676,A2
International Journal of Green Energy,0.416 ,Q3,35,142,404,https://www.tandfonline.com/toc/ljge20/current,1543-5075/1543-5083,B
Journal of Oil Palm Research,0.410 ,Q3,20,59,173,http://jopr.mpob.gov.my/,1511-2780,A2
International Journal of Ambient Energy,0.395 ,Q3,23,398,459,https://www.tandfonline.com/toc/taen20/current,0143-0750/2162-8246,A2
EPJ Photovoltaics,0.385 ,Q3,12,7,29,https://www.scimagojr.com/journalsearch.php?q=21100897514&tip=sid&clean=0,2105-0716,A2
Journal of Sustainable Forestry,0.385 ,Q3,28,62,144,http://www.informaworld.com/smpp/title~content=t792306917~db=all,1054-9811/1540-756X,A2
International Journal of Photoenergy,0.376 ,Q3,46,91,296,http://www.hindawi.com/journals/ijp/,1110-662X/1687-529X,A2
Journal of Security and Sustainability Issues,0.375 ,Q3,21,95,179,https://jssidoi.org/jssi/,2029-7017/2029-7025,A2
Asia-Pacific Journal of Chemical Engineering,0.366 ,Q3,31,107,309,http://www.wiley.com/bw/journal.asp?ref=1743-7555,Sin informacion,No
Journal of Applied Engineering Science,0.350 ,Q3,11,82,224,https://www.scimagojr.com/journalsearch.php?q=4100151613&tip=sid&clean=0,1451-4117/1821-3197,A2
International Journal of Prognostics and Health Management,0.340 ,Q3,20,15,65,https://www.scimagojr.com/journalsearch.php?q=21100283367&tip=sid&clean=0,2153-2648,A2
Journal of Nuclear Engineering and Radiation Science,0.338 ,Q3,8,101,279,https://nuclearengineering.asmedigitalcollection.asme.org/journal.aspx,2332-8975/2332-8983,B
Journal of Mechanical Engineering and Sciences,0.331 ,Q3,16,114,202,http://journal.ump.edu.my/jmes/,2231-8380/2289-4659,A2
World Patent Information,0.331 ,Q3,30,36,119,http://www.elsevier.com/wps/find/journaldescription.cws_home/654/description#description,0172-2190,A2
Problemy Ekorozwoju,0.329 ,Q3,18,39,112,https://www.scimagojr.com/journalsearch.php?q=19400157013&tip=sid&clean=0,1895-6912/2080-1971,A2
Applied Solar Energy (English translation of Geliotekhnika),0.327 ,Q3,13,58,198,http://www.springer.com/engineering/energy+technology/journal/11949,Sin informacion,No
