Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
International Journal of Action Research,0.212 ,Q4,11,24,37,https://www.scimagojr.com/journalsearch.php?q=19400156802&tip=sid&clean=0,1861-1303/1861-9916,B
Revista Brasileira de Orientacao Profissional,0.209 ,Q4,8,10,66,http://abopbrasil.org.br/revista/,1679-3390/1984-7270,B
International Journal of Law and Management,0.204 ,Q4,13,31,195,https://www.emeraldgrouppublishing.com/ijlma.htm,1754-243X/1754-2448,B
Leisure/ Loisir,0.203 ,Q4,22,25,72,https://www.scimagojr.com/journalsearch.php?q=19700188161&tip=sid&clean=0,Sin informacion,No
"International Journal of Accounting, Auditing and Performance Evaluation",0.198 ,Q4,13,12,50,https://www.inderscience.com/jhome.php?jcode=ijaape,Sin informacion,No
"International Journal of Services, Economics and Management",0.196 ,Q4,9,19,38,https://www.inderscience.com/jhome.php?jcode=ijsem,Sin informacion,No
Foundations of Management,0.194 ,Q4,5,25,72,https://www.scimagojr.com/journalsearch.php?q=21100437628&tip=sid&clean=0,2080-7279/2300-5661,C
Intertax,0.193 ,Q4,4,68,95,https://www.scimagojr.com/journalsearch.php?q=21100865909&tip=sid&clean=0,0165-2826/1875-8347,B
IZA Journal of Development and Migration,0.193 ,Q4,2,7,25,https://www.scimagojr.com/journalsearch.php?q=21100851350&tip=sid&clean=0,2520-1786,B
Advances in Hospitality and Tourism Research,0.192 ,Q4,2,8,11,https://www.scimagojr.com/journalsearch.php?q=21100889417&tip=sid&clean=0,2147-9100,B
Journal of Environmental Management and Tourism,0.192 ,Q4,11,199,413,https://www.scimagojr.com/journalsearch.php?q=21100317750&tip=sid&clean=0,2068-7729,C
"Periodica Polytechnica, Social and Management Sciences",0.192 ,Q4,10,18,52,https://pp.bme.hu/so,Sin informacion,No
Revista Contabilidade e Financas,0.192 ,Q4,4,27,95,http://www.revistas.usp.br/rcf/issue/view/11236,1519-7077/1808-057X,C
Journal of the Korean Society for Railway,0.191 ,Q4,3,69,202,http://journal.railway.or.kr/,1738-6225/2288-2235,B
"African Journal of Hospitality, Tourism and Leisure",0.189 ,Q4,6,309,411,https://www.ajhtl.com/,Sin informacion,No
International Journal of Disability Management,0.189 ,Q4,8,2,16,https://www.cambridge.org/core/journals/international-journal-of-disability-management,1833-8550/1834-4887,C
Formation Emploi,0.188 ,Q4,6,21,129,https://www.scimagojr.com/journalsearch.php?q=21100268385&tip=sid&clean=0,0759-6340/2107-0946,B
Accounting Perspectives,0.187 ,Q4,16,15,50,http://www.wiley.com/bw/journal.asp?ref=1911-382X&site=1,1911-382X/1911-3838,C
Financial Markets and Portfolio Management,0.182 ,Q4,20,15,49,https://www.springer.com/journal/11408,1555-4961/1555-497X,C
Investigaciones Turisticas,0.181 ,Q4,2,20,17,https://www.scimagojr.com/journalsearch.php?q=21100889434&tip=sid&clean=0,2174-5609,B
