Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Sustainability,0.222 ,Q4,12,40,110,http://www.liebertpub.com/products/product.aspx?pid=252,Sin informacion,No
International Journal of Sustainable Development and Planning,0.219 ,Q4,13,29,314,https://www.scimagojr.com/journalsearch.php?q=5200153101&tip=sid&clean=0,1743-7601/1743-761X,B
"World Review of Entrepreneurship, Management and Sustainable Development",0.218 ,Q4,14,40,112,https://www.inderscience.com/jhome.php?jcode=wremsd,Sin informacion,No
Sustainable Development of Mountain Territories,0.207 ,Q4,4,40,107,http://naukagor.ru/en-gb/,1998-4502/2499-975X,B
Strategic Planning for Energy and the Environment,0.200 ,Q4,8,10,59,https://www.scimagojr.com/journalsearch.php?q=27652&tip=sid&clean=0,1048-5236/1546-0126,B
Harbin Gongcheng Daxue Xuebao/Journal of Harbin Engineering University,0.196 ,Q4,16,291,879,http://hebgcdxxb.periodicals.net.cn/default.html,Sin informacion,No
Journal of Condensed Matter Nuclear Science,0.196 ,Q4,4,50,106,http://www.iscmns.org/CMNS/CMNS.htm,2227-3123,C
Comunicacoes Geologicas,0.195 ,Q4,13,0,40,https://www.scimagojr.com/journalsearch.php?q=21100197359&tip=sid&clean=0,0873-948X/1647-581X,B
Economics and Policy of Energy and the Environment,0.193 ,Q4,6,0,61,https://www.scimagojr.com/journalsearch.php?q=21100228047&tip=sid&clean=0,2280-7659/2280-7667,C
International Journal of Environment and Sustainable Development,0.193 ,Q4,18,21,71,https://www.inderscience.com/jhome.php?jcode=ijesd,1474-6778/1478-7466,B
Nuclear and Radiation Safety,0.191 ,Q4,4,24,100,https://nuclear-journal.com/index.php/journal,2073-6231,B
Radioprotection,0.191 ,Q4,15,12,158,https://www.scimagojr.com/journalsearch.php?q=13192&tip=sid&clean=0,0033-8451/1769-700X,B
Yuanzineng Kexue Jishu/Atomic Energy Science and Technology,0.187 ,Q4,16,343,1089,https://www.scimagojr.com/journalsearch.php?q=13309&tip=sid&clean=0,Sin informacion,No
Science and Technology of Materials,0.186 ,Q4,3,0,36,https://www.scimagojr.com/journalsearch.php?q=21100871294&tip=sid&clean=0,2603-6363,B
Journal of Wind Engineering,0.180 ,Q4,5,2,32,https://www.jstage.jst.go.jp/browse/jwe/,1349-340X/1349-3507,C
Ciencia e Tecnologia dos Materiais,0.179 ,Q4,8,0,97,https://www.sciencedirect.com/journal/ciencia-and-tecnologia-dos-materiais,Sin informacion,No
