Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Russian Journal of Mathematical Physics,0.567 ,Q3,34,50,141,http://www.springer.com/physics/journal/11503,1061-9208/1555-6638,A2
Adsorption Science and Technology,0.499 ,Q3,34,46,214,https://journals.sagepub.com/home/adta,0263-6174/2048-4038,A2
Journal of Nonlinear Mathematical Physics,0.491 ,Q3,37,38,131,http://www.worldscinet.com/jnmp/jnmp.shtml,1402-9251/1776-0852,B
Journal of Statistical Mechanics: Theory and Experiment,0.486 ,Q3,69,354,1005,http://www.iop.org/EJ/journal/JSTAT,Sin informacion,No
Experimental Astronomy,0.485 ,Q3,39,35,136,http://www.springer.com/astronomy/journal/10686,0922-6435/1572-9508,B
Research in Astronomy and Astrophysics,0.480 ,Q3,38,184,477,http://www.iop.org/EJ/journal/RAA,1674-4527,B
Galaxies,0.472 ,Q3,14,86,330,https://www.mdpi.com/journal/galaxies,2075-4434,B
Astronomy Reports,0.467 ,Q3,28,89,316,http://www.springer.com/astronomy/journal/11444,1063-7729/1562-6881,B
Coatings,0.463 ,Q3,30,796,781,https://www.scimagojr.com/journalsearch.php?q=21100872725&tip=sid&clean=0,2079-6412,A2
Astrophysics and Space Science,0.458 ,Q3,65,219,896,https://www.springer.com/journal/10509,0004-640X/1572-946X,B
Applied Radiation and Isotopes,0.455 ,Q3,75,394,1355,http://www.elsevier.com/wps/find/journaldescription.cws_home/228/description#description,0969-8043/1872-9800,A2
Journal of Innovative Optical Health Sciences,0.454 ,Q3,22,62,182,https://www.worldscientific.com/worldscinet/jiohs,1793-5458/1793-7205,A2
Fusion Science and Technology,0.449 ,Q3,48,121,402,http://www.new.ans.org/pubs/journals/fst/,1536-1055/1943-7641,A2
Journal of Low Temperature Physics,0.445 ,Q3,60,211,707,http://www.springer.com/materials/journal/10909,0022-2291/1573-7357,A2
Journal of Thermophysics and Heat Transfer,0.443 ,Q3,64,108,306,https://arc.aiaa.org/loi/jtht,0887-8722/1533-6808,A2
Journal of Astrophysics and Astronomy,0.438 ,Q3,26,50,189,https://www.ias.ac.in/Journals/Journal_of_Astrophysics_and_Astronomy/,0250-6335/0973-7758,B
Chinese Optics,0.433 ,Q3,20,115,257,http://www.chineseoptics.net.cn/EN/volumn/home.shtml,2095-1531,B
Radiation Detection Technology and Methods,0.432 ,Q3,5,62,73,https://www.scimagojr.com/journalsearch.php?q=21100921312&tip=sid&clean=0,2509-9930/2509-9949,A2
Journal of Physics Communications,0.431 ,Q3,9,208,396,https://www.scimagojr.com/journalsearch.php?q=21100943253&tip=sid&clean=0,2399-6528,B
European Physical Journal D,0.427 ,Q3,81,267,837,http://www.springer.com/physics/atomic%2C+molecular%2C+optical+%26+plasma+physics/journal/10053,1434-6060/1434-6079,B
Doklady Physics,0.425 ,Q3,28,114,406,http://www.springer.com/physics/journal/11446,1028-3358/1562-6903,A2
Journal of Analytical Science and Technology,0.425 ,Q3,14,39,79,https://www.scimagojr.com/journalsearch.php?q=21100924897&tip=sid&clean=0,2093-3134/2093-3371,A2
Radiation and Environmental Biophysics,0.425 ,Q3,51,53,140,https://link.springer.com/journal/411,0301-634X/1432-2099,A2
Optical Engineering,0.424 ,Q3,100,567,2100,http://spie.org/x867.xml,0091-3286/1560-2303,A1
Shock and Vibration,0.423 ,Q3,40,512,1241,https://www.hindawi.com/journals/sv/,1070-9622/1875-9203,A2
Journal of the European Optical Society,0.421 ,Q3,29,25,92,https://jeos.springeropen.com/,1990-2573,B
Russian Journal of Nondestructive Testing,0.421 ,Q3,17,111,294,http://www.springer.com/materials/characterization+%26+evaluation/journal/11181,1061-8309/1608-3385,A2
IEEE Transactions on Applied Superconductivity,0.419 ,Q3,79,879,2683,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=77,1051-8223,A2
Solid State Communications,0.419 ,Q3,125,202,723,http://www.elsevier.com/wps/find/journaldescription.cws_home/230/description#description,0038-1098/1879-2766,A2
Journal of Electronic Materials,0.418 ,Q3,93,980,2552,http://www.springer.com/materials/optical+%26+electronic+materials/journal/11664,0361-5235/1543-186X,A2
Journal of Thermal Analysis and Calorimetry,0.415 ,Q3,87,1379,2552,https://www.springer.com/journal/10973,1388-6150/1588-2926,A2
Materials Research,0.415 ,Q3,42,257,789,https://www.scimagojr.com/journalsearch.php?q=100147322&tip=sid&clean=0,1516-1439/1980-5373,A2
Plasma Science and Technology,0.415 ,Q3,30,193,630,http://www.iop.org/EJ/journal/pst,1009-0630,B
Journal of Porous Media,0.414 ,Q3,33,102,230,https://www.begellhouse.com/journals/porous-media.html,1091-028X/1934-0508,A2
IET Optoelectronics,0.413 ,Q3,39,52,128,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4117432,1751-8768/1751-8776,A2
New Space,0.413 ,Q3,8,27,105,https://home.liebertpub.com/publications/new-space/610,2168-0256/2168-0264,A2
Guangxue Jingmi Gongcheng/Optics and Precision Engineering,0.412 ,Q3,36,296,1270,http://www.ceps.com.tw/ec/ecJnlIntro.aspx?Jnliid=1154,Sin informacion,No
Few-Body Systems,0.410 ,Q3,39,66,434,http://www.springer.com/springerwiennewyork/physics/journal/601,Sin informacion,No
Physica B: Condensed Matter,0.409 ,Q3,105,640,1914,http://www.elsevier.com/wps/find/journaldescription.cws_home/505712/description#description,Sin informacion,No
Opto-electronics Review,0.406 ,Q3,39,45,118,http://www.springer.com/physics/optics+%26+lasers/journal/11772,Sin informacion,No
High Energy Density Physics,0.405 ,Q3,34,59,106,http://www.elsevier.com/wps/find/journaldescription.cws_home/704940/description#description,1574-1818/1878-0563,B
Physica C: Superconductivity and its Applications,0.403 ,Q3,80,136,473,http://www.elsevier.com/wps/find/journaldescription.cws_home/505713/description#description,Sin informacion,No
Romanian Journal in Physics,0.403 ,Q3,27,66,279,http://www.nipne.ro/rjp/,1221-146X,B
"Proceedings of the Institution of Mechanical Engineers, Part K: Journal of Multi-body Dynamics",0.401 ,Q3,34,52,162,http://journals.pepublishing.com/content/119776/?p=41e8fc34e4794c04b509e33fe926b80a&pi=12,Sin informacion,No
Structural Chemistry,0.400 ,Q3,46,226,535,http://www.springer.com/chemistry/journal/11224,1040-0400/1572-9001,A2
Journal of Coatings Technology Research,0.399 ,Q3,39,162,370,https://www.springer.com/journal/11998,Sin informacion,No
Journal of Nanophotonics,0.399 ,Q3,37,72,342,http://spiedigitallibrary.aip.org/dbt/dbt.jsp?KEY=JNOACQ,1934-2608,B
Polymer Bulletin,0.396 ,Q3,58,566,942,https://www.springer.com/journal/289,0170-0839/1436-2449,A2
Low Temperature Physics,0.394 ,Q3,37,181,544,http://fnte.ilt.kharkov.ua/fnt_e.html,1063-777X/1090-6517,B
Physics Teacher,0.394 ,Q3,33,244,657,https://www.scimagojr.com/journalsearch.php?q=21100490427&tip=sid&clean=0,0031-921X/1943-4928,A2
Journal of Analytical Methods in Chemistry,0.393 ,Q3,23,115,311,https://www.scimagojr.com/journalsearch.php?q=21100204120&tip=sid&clean=0,2090-8865/2090-8873,A2
Metrology and Measuring Systems,0.392 ,Q3,27,56,173,http://www.metrology.pg.gda.pl/,Sin informacion,No
