Nombre,Enlace,Categoria,CantidadArticulos
Proceedings of the ASIST Annual Meeting,https://www.scimagojr.com/journalsearch.php?q=31428&tip=sid&clean=0,Q4,1
"Modelling, Measurement and Control B (discontinued)",https://www.scimagojr.com/journalsearch.php?q=28515&tip=sid&clean=0,Q4,88
Baghdad Science Journal,http://bsj.uobaghdad.edu.iq/index.php/BSJ,Q4,167
Bulletin of the Technical Committee on Learning Technology,https://www.scimagojr.com/journalsearch.php?q=21100285431&tip=sid&clean=0,Q4,11
Information and Control,http://ic.sia.cn/EN/column/column111.shtml,Q4,92
International Journal of Tomography and Simulation (discontinued),https://www.scimagojr.com/journalsearch.php?q=21100298063&tip=sid&clean=0,Q4,64
Journal of the Institute of Telecommunications Professionals,https://www.scimagojr.com/journalsearch.php?q=11700154352&tip=sid&clean=0,Q4,99
Trends in Bioinformatics (discontinued),https://www.scimagojr.com/journalsearch.php?q=19700175035&tip=sid&clean=0,Q4,19
International Journal of Database Theory and Application,https://nadiapub.com/journals/ijdta/,Q4,63
Journal of Information Systems and Telecommunication,http://www.jist.ir/,Q4,83
Compusoft,https://www.scimagojr.com/journalsearch.php?q=21100868092&tip=sid&clean=0,Q4,51
International Journal of Computer Aided Engineering and Technology,http://www.inderscience.com/jhome.php?jcode=ijcaet,Q4,112
International Journal of Electronic Finance,https://www.inderscience.com/jhome.php?jcode=ijef,Q4,9
International Journal of Multimedia and Ubiquitous Engineering (discontinued),http://gvpress.com/journals/IJMUE/,Q4,479
Jusletter IT,https://www.weblaw.ch/en/competence/editions_weblaw/jusletter_it.html,Q4,249
Telfor Journal,http://journal.telfor.rs/Public/Home.aspx,Q4,69
International Journal of Internet Manufacturing and Services,https://www.scimagojr.com/journalsearch.php?q=19300157106&tip=sid&clean=0,Q4,45
Journal of Electronic Publishing,http://www.journalofelectronicpublishing.org/,Q4,49
EDPACS,https://www.scimagojr.com/journalsearch.php?q=19700190343&tip=sid&clean=0,Q4,66
IAES International Journal of Artificial Intelligence,https://www.scimagojr.com/journalsearch.php?q=21100901206&tip=sid&clean=0,Q4,25
International Journal of Information Technologies and Systems Approach,https://www.scimagojr.com/journalsearch.php?q=21100241217&tip=sid&clean=0,Q4,29
Advances in Modelling and Analysis B,https://www.scimagojr.com/journalsearch.php?q=28044&tip=sid&clean=0,Q4,76
International Journal of COMADEM,http://www.comadem.com/journals.htm,Q4,86
Journal of Information and Organizational Sciences,https://jios.foi.hr/index.php/jios/about,Q4,45
International Journal of Information Technology and Management,http://www.inderscience.com/browse/index.php?journalID=18,Q4,76
VLSI Design,http://www.hindawi.com/journals/vlsi/,Q4,24
International Conference on Geoinformatics,https://www.scimagojr.com/journalsearch.php?q=21100285411&tip=sid&clean=0,Q4,409
International Journal of Humanities and Arts Computing,https://www.scimagojr.com/journalsearch.php?q=21100901130&tip=sid&clean=0,Q4,18
International Journal of Security and Networks,http://www.inderscience.com/browse/index.php?journalID=183,Q4,66
Journal of Enterprise Transformation,https://www.tandfonline.com/toc/ujet20/current,Q4,23
Journal of Flow Visualization and Image Processing,https://www.begellhouse.com/journals/flow-visualization-and-image-processing.html,Q4,59
International Journal of Networked and Distributed Computing,https://www.atlantis-press.com/journals/ijndc,Q4,76
Journal of Computers (Taiwan) (discontinued),http://www.csroc.org.tw/journal/,Q4,348
"Online (Wilton, Connecticut)",https://www.scimagojr.com/journalsearch.php?q=18150&tip=sid&clean=0,Q4,52
"Revista de Direito, Estado e Telecomunicacoes",https://www.scimagojr.com/journalsearch.php?q=21100242828&tip=sid&clean=0,Q4,34
Revista Digital de Biblioteconomia e Ciencia da Informacao,https://www.scimagojr.com/journalsearch.php?q=21100901898&tip=sid&clean=0,Q4,38
TAL Traitement Automatique des Langues,https://www.scimagojr.com/journalsearch.php?q=21100202746&tip=sid&clean=0,Q4,42
International Journal of Advanced Computer Research (discontinued),https://www.accentsjournals.org/journals.php?journalsId=103,Q4,56
International Journal of Customer Relationship Marketing and Management,https://www.scimagojr.com/journalsearch.php?q=21100896465&tip=sid&clean=0,Q4,17
Jiefangjun Ligong Daxue Xuebao/Journal of PLA University of Science and Technology (Natural Science Edition),https://www.scimagojr.com/journalsearch.php?q=7000153253&tip=sid&clean=0,Q4,140
Revue d'Intelligence Artificielle,http://www.iieta.org/Journals/RIA,Q4,100
Systems and Computers in Japan,http://www3.interscience.wiley.com/journal/51986/home,Q4,2
"Transactions on Electrical Engineering, Electronics, and Communications",https://www.scimagojr.com/journalsearch.php?q=20300195016&tip=sid&clean=0,Q4,41
Cognitive Studies,https://www.scimagojr.com/journalsearch.php?q=21100896913&tip=sid&clean=0,Q4,17
Digital Humanities Quarterly,https://www.scimagojr.com/journalsearch.php?q=21100898016&tip=sid&clean=0,Q4,40
International Journal of Software Innovation,https://www.igi-global.com/journal/international-journal-software-innovation/64245,Q4,49
Journal of Management Information and Decision Science,https://www.scimagojr.com/journalsearch.php?q=21100805732&tip=sid&clean=0,Q4,29
NEC Technical Journal,http://www.nec.co.jp/techrep/en/journal/index.html,Q4,137
International Journal for Technology in Mathematics Education,https://www.scimagojr.com/journalsearch.php?q=21100268400&tip=sid&clean=0,Q4,64
International Journal of Applied Systemic Studies,https://www.inderscience.com/jhome.php?jcode=ijass,Q4,47
International Journal of Control Theory and Applications (discontinued),http://www.serialspublications.com/journals/journal-detail.php?jid=258,Q4,1832
International Journal of Reasoning-based Intelligent Systems,https://www.inderscience.com/jhome.php?jcode=ijris,Q4,87
International Journal of Web Portals,https://www.scimagojr.com/journalsearch.php?q=19700186854&tip=sid&clean=0,Q4,21
ITNOW,https://www.scimagojr.com/journalsearch.php?q=145549&tip=sid&clean=0,Q4,192
Journal of Electronic Science and Technology,http://www.keaipublishing.com/en/journals/journal-of-electronic-science-and-technology/,Q4,159
Journal of Geomatics,http://chxg.cbpt.cnki.net/WKC/WebPublication/index.aspx?mid=chxg,Q4,474
Revue Francaise de Photogrammetrie et de Teledetection,https://www.scimagojr.com/journalsearch.php?q=144988&tip=sid&clean=0,Q4,42
In Silico Biology,http://www.bioinfo.de/isb/,Q4,3
International Journal of Engineering and Technology(UAE) (discontinued),https://www.sciencepubco.com/index.php/ijet,Q4,5599
International Journal of Mathematics and Computers in Simulation (discontinued),https://www.scimagojr.com/journalsearch.php?q=17700156720&tip=sid&clean=0,Q4,49
International Journal of Technologies in Learning,https://cgscholar.com/bookstore/cgrn/242/253,Q4,23
Journal of Information Technology Management,https://jitm.ut.ac.ir/,Q4,69
Leonardo Music Journal,http://www.leonardo.info/lmj/,Q4,86
Transactions of the Japanese Society for Artificial Intelligence,https://www.scimagojr.com/journalsearch.php?q=145264&tip=sid&clean=0,Q4,154
Computer Software,http://www.jstage.jst.go.jp/browse/jssst/,Q4,67
International Journal of Cyber Warfare and Terrorism,https://www.scimagojr.com/journalsearch.php?q=21100878578&tip=sid&clean=0,Q4,15
International Journal of Intelligent Information and Database Systems,http://www.inderscience.com/browse/index.php?journalID=209,Q4,42
International Journal of Services Operations and Informatics,https://www.inderscience.com/jhome.php?jcode=ijsoi,Q4,37
"International Journal of Simulation: Systems, Science and Technology (discontinued)",http://ijssst.info/,Q4,1749
International Journal of Soft Computing (discontinued),https://www.scimagojr.com/journalsearch.php?q=17200154704&tip=sid&clean=0,Q4,49
Machine Graphics and Vision,http://www.ipipan.waw.pl/~zkulpa/MGV/MGV.html,Q4,10
Byte,https://www.scimagojr.com/journalsearch.php?q=23613&tip=sid&clean=0,Q4,3
International Journal of Advanced Science and Technology,https://www.scimagojr.com/journalsearch.php?q=21100829147&tip=sid&clean=0,Q4,34
International Journal of Computing and Digital Systems,https://www.scimagojr.com/journalsearch.php?q=21100890383&tip=sid&clean=0,Q4,40
International Journal of Mechatronics and Automation,https://www.scimagojr.com/journalsearch.php?q=21100325719&tip=sid&clean=0,Q4,26
International Journal of Mobile Network Design and Innovation,http://www.inderscience.com/browse/index.php?journalID=154,Q4,65
Journal of Cognitive Science,http://cogsci.snu.ac.kr/jcs/,Q4,64
"Body, Space and Technology",https://www.scimagojr.com/journalsearch.php?q=21100899952&tip=sid&clean=0,Q4,8
Cutter IT Journal,http://www.cutter.com/itjournal.html,Q4,54
Cryptologia (discontinued),http://www.informaworld.com/smpp/title~content=t725304178~db=all,Q4,65
International Journal of Computational Intelligence in Control,https://www.scimagojr.com/journalsearch.php?q=21100902642&tip=sid&clean=0,Q4,4
International Journal of Information Quality,https://www.scimagojr.com/journalsearch.php?q=19900192034&tip=sid&clean=0,Q4,4
IPSJ Transactions on Bioinformatics,https://www.scimagojr.com/journalsearch.php?q=19700201527&tip=sid&clean=0,Q4,9
Lecture Notes of TICMI,https://www.emis.de/journals/TICMI/lnt/lecturen.htm,Q4,4
Logos (Netherlands),https://brill.com/view/journals/logo/24/4/article-p1_1.xml?crawler=true,Q4,62
Research Journal of Information Technology (discontinued),http://scialert.net/jindex.php?issn=1815-7432,Q4,12
Civil-Comp Proceedings,https://www.scimagojr.com/journalsearch.php?q=21100286449&tip=sid&clean=0,Q4,375
CrossTalk,https://www.scimagojr.com/journalsearch.php?q=144797&tip=sid&clean=0,Q4,89
Hitachi Review (discontinued),https://www.scimagojr.com/journalsearch.php?q=25975&tip=sid&clean=0,Q4,131
Information (discontinued),https://www.scimagojr.com/journalsearch.php?q=21100201065&tip=sid&clean=0,Q4,1683
International Journal of eBusiness and eGovernment Studies,https://dergipark.org.tr/en/pub/ijebeg,Q4,16
Masaryk University Journal of Law and Technology,https://www.scimagojr.com/journalsearch.php?q=21100255068&tip=sid&clean=0,Q4,33
"Modelling, Measurement and Control A (discontinued)",https://www.scimagojr.com/journalsearch.php?q=28513&tip=sid&clean=0,Q4,72
Ada User Journal,http://www.ada-europe.org/journal.html,Q4,75
International Journal of Engineering and Advanced Technology (discontinued),https://www.scimagojr.com/journalsearch.php?q=21100899502&tip=sid&clean=0,Q4,280
"International Journal of Signal Processing, Image Processing and Pattern Recognition",https://www.scimagojr.com/journalsearch.php?q=21100853970&tip=sid&clean=0,Q4,11
"International Journal of u- and e- Service, Science and Technology",https://www.scimagojr.com/journalsearch.php?q=21100873118&tip=sid&clean=0,Q4,6
Research Reports on Information Science and Electrical Engineering of Kyushu University,http://kiyou.isee.kyushu-u.ac.jp/rep-isee.old/index-e.html,Q4,6
Technoetic Arts,https://www.scimagojr.com/journalsearch.php?q=6000153223&tip=sid&clean=0,Q4,93
"American, British and Canadian Studies",https://content.sciendo.com/view/journals/abcsj/abcsj-overview.xml,Q4,37
International Journal of Engineering Intelligent Systems for Electrical Engineering and Communications (discontinued),http://ijeis.crlpublishing.com/index.php/eis,Q4,26
International Journal of Systems Signal Control and Engineering Application (discontinued),https://www.scimagojr.com/journalsearch.php?q=19700173022&tip=sid&clean=0,Q4,9
Journal of Information Technology Education: Discussion Cases,https://www.informingscience.org/Journals/JITEDC/Overview,Q4,18
Journal of Software Engineering (discontinued),https://www.scimagojr.com/journalsearch.php?q=19700173025&tip=sid&clean=0,Q4,47
Kyokai Joho Imeji Zasshi/Journal of the Institute of Image Information and Television Engineers,https://www.scimagojr.com/journalsearch.php?q=18800&tip=sid&clean=0,Q4,335
ECTI Transactions on Computer and Information Technology,https://www.scimagojr.com/journalsearch.php?q=21100899864&tip=sid&clean=0,Q4,14
International Journal of Hybrid Information Technology,http://gvpress.com/journals/IJHIT/index.php,Q4,11
International Journal of Innovative Technology and Exploring Engineering (discontinued),https://www.scimagojr.com/journalsearch.php?q=21100889409&tip=sid&clean=0,Q4,254
NII Technical Reports,http://research.nii.ac.jp/TechReports/index.html,Q4,12
Somatechnics,https://www.scimagojr.com/journalsearch.php?q=21100898972&tip=sid&clean=0,Q4,16
Virtual Creativity,https://www.scimagojr.com/journalsearch.php?q=21100898976&tip=sid&clean=0,Q4,14
Bibliothecae.it,https://www.scimagojr.com/journalsearch.php?q=21100897266&tip=sid&clean=0,Q4,29
Computer Graphics World,https://www.scimagojr.com/journalsearch.php?q=25024&tip=sid&clean=0,Q4,41
Connections,https://www.scimagojr.com/journalsearch.php?q=21100901783&tip=sid&clean=0,Q4,19
Digital Textile,http://www.suweco.cz/en/journal-det.asp?id=1287370,Q4,161
ECN Electronic Component News,https://www.scimagojr.com/journalsearch.php?q=5200152610&tip=sid&clean=0,Q4,133
Foundry Trade Journal International,https://www.scimagojr.com/journalsearch.php?q=74292&tip=sid&clean=0,Q4,31
ICGA Journal (discontinued),http://ticc.uvt.nl/icga/journal/,Q4,20
International Journal of Systematic Innovation,https://www.ijosi.org/index.php/IJOSI,Q4,29
"Tekst, Kniga, Knigoizdaniye",https://www.scimagojr.com/journalsearch.php?q=21100900060&tip=sid&clean=0,Q4,27
EContent,https://www.scimagojr.com/journalsearch.php?q=4700152768&tip=sid&clean=0,Q4,130
ITU News,https://www.scimagojr.com/journalsearch.php?q=18952&tip=sid&clean=0,Q4,87
Journal of the Institute of Image Electronics Engineers of Japan,https://www.scimagojr.com/journalsearch.php?q=21100318403&tip=sid&clean=0,Q4,124
Mitsubishi Electric Advance (discontinued),https://www.scimagojr.com/journalsearch.php?q=18584&tip=sid&clean=0,Q4,70
