Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Analitika i Kontrol,0.232 ,Q4,4,41,99,https://journals.urfu.ru/index.php/analitika,2073-1442/2073-1450,C
Polycyclic Aromatic Compounds,0.231 ,Q4,33,196,236,http://www.informaworld.com/smpp/title~content=t713647615~db=all,1040-6638/1563-5333,B
Digest Journal of Nanomaterials and Biostructures,0.229 ,Q4,40,83,387,http://www.chalcogen.ro/index.php/journals/digest-journal-of-nanomaterials-and-biostructures,1842-3582,B
Spectroscopy Europe,0.229 ,Q4,22,14,92,http://www3.interscience.wiley.com/journal/60500248/home,0966-0941,C
Russian Journal of Physical Chemistry A,0.227 ,Q4,28,440,1333,http://www.springer.com/chemistry/physical+chemistry/journal/11504,0036-0244/1531-863X,C
Organic Preparations and Procedures International,0.226 ,Q4,47,48,116,http://www.informaworld.com/smpp/title~content=t902189982~db=all,0030-4948/1945-5453,C
Arkivoc,0.224 ,Q4,55,91,425,https://www.scimagojr.com/journalsearch.php?q=22182&tip=sid&clean=0,1551-7004/1551-7012,C
Journal of Spectral Imaging,0.223 ,Q4,4,21,24,https://www.impopen.com/jsi,2040-4565,C
Journal of Thermodynamics,0.218 ,Q4,10,0,15,https://www.scimagojr.com/journalsearch.php?q=21100217636&tip=sid&clean=0,Sin informacion,No
Russian Journal of Organic Chemistry,0.212 ,Q4,32,313,933,http://www.springer.com/chemistry/organic+chemistry/journal/11178,1070-4280/1608-3393,C
Journal of Structural Chemistry,0.211 ,Q4,28,230,766,http://www.springer.com/chemistry/inorganic+chemistry/journal/10947,0022-4766/1573-8779,C
Letters in Organic Chemistry,0.211 ,Q4,29,130,365,https://benthamscience.com/journals/letters-in-organic-chemistry/,1570-1786/1875-6255,C
Magnetic Resonance in Solids,0.207 ,Q4,7,37,37,https://www.scimagojr.com/journalsearch.php?q=21100223804&tip=sid&clean=0,2072-5981,C
Current Organocatalysis,0.203 ,Q4,8,26,64,https://benthamscience.com/journals/current-organocatalysis/,2213-3372/2213-3380,C
Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis,0.203 ,Q4,29,592,2040,https://www.scimagojr.com/journalsearch.php?q=29686&tip=sid&clean=0,Sin informacion,No
Liquid Crystals Today,0.203 ,Q4,14,15,55,https://www.scimagojr.com/journalsearch.php?q=19700187636&tip=sid&clean=0,1358-314X/1464-5181,C
Journal of Applied Biological Chemistry,0.202 ,Q4,17,58,185,http://www.jabc.or.kr/main.html,1976-0442,C
Papers in Physics,0.200 ,Q4,8,7,25,https://www.papersinphysics.org/index.php/papersinphysics/issue/archive,1852-4249,B
Chinese Journal of Chromatography (Se Pu),0.199 ,Q4,19,170,563,https://www.scimagojr.com/journalsearch.php?q=12894&tip=sid&clean=0,Sin informacion,No
Ranshao Kexue Yu Jishu/Journal of Combustion Science and Technology,0.199 ,Q4,17,78,256,http://rskxyjs.periodicals.net.cn/default.html,Sin informacion,No
Journal of Theoretical and Computational Chemistry,0.198 ,Q4,23,41,211,http://www.worldscinet.com/jtcc/jtcc.shtml,0219-6336/1793-6888,C
Nova Biotechnologica et Chimica,0.198 ,Q4,8,20,60,https://www.scimagojr.com/journalsearch.php?q=21100373285&tip=sid&clean=0,1338-6905/1339-004X,C
European Journal of Nanomedicine,0.195 ,Q4,15,0,39,https://www.degruyter.com/view/j/ejnm,1662-596X,B
Mass Spectrometry Letters,0.195 ,Q4,8,16,60,https://www.scimagojr.com/journalsearch.php?q=21100242238&tip=sid&clean=0,2093-8950/2233-4203,B
SEAISI Quarterly (South East Asia Iron and Steel Institute),0.192 ,Q4,7,0,27,https://www.scimagojr.com/journalsearch.php?q=28361&tip=sid&clean=0,Sin informacion,No
Malaysian Journal of Analytical Sciences,0.189 ,Q4,11,92,463,http://ejournals.ukm.my/mjas,1394-2506,C
Inorganic and Nano-Metal Chemistry,0.187 ,Q4,43,59,666,https://www.tandfonline.com/toc/lsrt21/current,Sin informacion,No
Kuei Suan Jen Hsueh Pao/ Journal of the Chinese Ceramic Society,0.185 ,Q4,26,248,767,http://www.jccsoc.com/EN/,Sin informacion,No
Progress on Chemistry and Application of Chitin and its Derivatives,0.185 ,Q4,9,17,63,"http://www.ptchit.lodz.pl/pl20,o_czasopismie.html",1896-5644,C
LC-GC Europe (discontinued),0.181 ,Q4,27,0,202,http://chromatographyonline.findanalytichem.com/lcgc/issue/issueList.jsp?id=2555,Sin informacion,No
Yuki Gosei Kagaku Kyokaishi/Journal of Synthetic Organic Chemistry,0.180 ,Q4,30,88,344,https://www.scimagojr.com/journalsearch.php?q=25920&tip=sid&clean=0,Sin informacion,No
Rivista Italiana delle Sostanze Grasse,0.179 ,Q4,13,17,78,https://www.scimagojr.com/journalsearch.php?q=7700153229&tip=sid&clean=0,0035-6808,C
"Indian Journal of Chemistry - Section A Inorganic, Physical, Theoretical and Analytical Chemistry",0.178 ,Q4,38,0,186,http://www.niscair.res.in/ScienceCommunication/ResearchJournals/rejour/ijca/ijca0.asp,Sin informacion,No
Organic Communications,0.177 ,Q4,14,21,69,http://www.acgpubs.org/journal/organic-communications,1307-6175,C
High Temperature Material Processes,0.176 ,Q4,18,13,76,https://www.begellhouse.com/journals/high-temperature-material-processes.html,1093-3611/1940-4360,A2
Journal of Applied Spectroscopy,0.174 ,Q4,23,181,549,http://www.springer.com/physics/atomic%2C+molecular%2C+optical+%26+plasma+physics/journal/10812,0021-9037/1573-8647,C
Revista de Metalurgia,0.171 ,Q4,17,18,76,http://revistademetalurgia.revistas.csic.es/index.php/revistademetalurgia,0034-8570/1988-4222,B
Chinese Journal of Inorganic Chemistry,0.169 ,Q4,26,59,779,http://www.ceps.com.tw/ec/ecJnlIntro.aspx?Jnliid=1344,1001-4861,C
Chemical Engineering Education (discontinued),0.168 ,Q4,25,0,74,http://cee.che.ufl.edu/,Sin informacion,No
Chemistry Journal of Moldova,0.168 ,Q4,4,20,84,http://www.cjm.asm.md/,1857-1727/2345-1688,C
Corrosion Science and Protection Technology,0.168 ,Q4,13,81,308,http://www.ceps.com.tw/ec/ecJnlIntro.aspx?Jnliid=2319,1002-6495,B
Educacion Quimica,0.168 ,Q4,8,0,89,https://www.scimagojr.com/journalsearch.php?q=19700188119&tip=sid&clean=0,0187-893X/1870-8404,C
Main Group Chemistry,0.168 ,Q4,20,47,86,https://www.scimagojr.com/journalsearch.php?q=18300156734&tip=sid&clean=0,1024-1221/1745-1167,C
Current Chemistry Letters,0.166 ,Q4,4,20,39,https://www.scimagojr.com/journalsearch.php?q=21100869886&tip=sid&clean=0,1927-7296/1927-730X,C
Journal of Mathematical and Fundamental Sciences,0.166 ,Q4,10,23,72,http://journals.itb.ac.id/index.php/jmfs,2337-5760,B
Eurasian Journal of Analytical Chemistry (discontinued),0.165 ,Q4,11,1,334,http://www.eurasianjournals.com/,Sin informacion,No
Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry,0.165 ,Q4,45,0,170,http://op.niscair.res.in/index.php/IJCB,Sin informacion,No
Journal of Computational and Theoretical Nanoscience,0.165 ,Q4,47,846,2871,https://www.scimagojr.com/journalsearch.php?q=28136&tip=sid&clean=0,1546-1955/1546-1963,C
Kagaku Kogaku Ronbunshu,0.165 ,Q4,18,38,148,http://www.jstage.jst.go.jp/browse/kakoronbunshu,0386-216X,B
Progress in Reaction Kinetics and Mechanism,0.165 ,Q4,24,34,107,http://www.scilet.com/chemistry/kinetics/progress.htm,1468-6783/1471-406X,C
International Journal of ChemTech Research (discontinued),0.164 ,Q4,39,0,724,http://sphinxsai.com/chemtech.php,Sin informacion,No
"Izvestiya Vysshikh Uchebnykh Zavedenii, Seriya Khimiya i Khimicheskaya Tekhnologiya",0.164 ,Q4,3,196,316,https://www.scimagojr.com/journalsearch.php?q=13539&tip=sid&clean=0,Sin informacion,No
Kao Teng Hsueh Hsiao Hua Heush Hsueh Pao/ Chemical Journal of Chinese Universities,0.164 ,Q4,24,314,1029,http://59.72.0.32/hxyj/EN/volumn/current.shtml,Sin informacion,No
Oriental Journal of Chemistry (discontinued),0.164 ,Q4,21,0,1090,http://www.orientjchem.org/,Sin informacion,No
Studia Universitatis Babes-Bolyai Chemia,0.164 ,Q4,11,101,282,https://www.scimagojr.com/journalsearch.php?q=19200157109&tip=sid&clean=0,Sin informacion,No
Membrane Technology,0.161 ,Q4,21,9,38,http://www.elsevier.com/wps/find/journaldescription.cws_home/422864/description#description,0958-2118,B
Oilfield Chemistry,0.161 ,Q4,11,137,395,https://www.scimagojr.com/journalsearch.php?q=20119&tip=sid&clean=0,1000-4092,B
High Temperatures - High Pressures,0.159 ,Q4,27,33,105,http://journals.sfu.ca/hthp/index.php/hthp,Sin informacion,No
IFRF Combustion Journal,0.158 ,Q4,4,0,3,http://www.journal.ifrf.net/index.html,2075-3071,C
Journal of Surface Science and Technology,0.158 ,Q4,16,17,46,http://www.informaticsjournals.com/index.php/jsst,0970-1893/0976-9420,C
Revue Roumaine de Chimie,0.156 ,Q4,20,102,287,http://www.ear.ro/3brevist/rv44/rv44.htm,0035-3930,C
Indian Journal of Chemical Technology,0.155 ,Q4,37,60,210,http://nopr.niscair.res.in/handle/123456789/55,0971-457X/0975-0991,C
Applied Chemistry for Engineering,0.154 ,Q4,11,111,334,https://www.scimagojr.com/journalsearch.php?q=5300152205&tip=sid&clean=0,1225-0112/2288-4505,C
Leather and Footwear Journal,0.153 ,Q4,6,27,85,https://www.scimagojr.com/journalsearch.php?q=19900193838&tip=sid&clean=0,1583-4433,B
Revista Materia,0.153 ,Q4,12,246,599,http://www.materia.coppe.ufrj.br/,1517-7076,C
Trends in Carbohydrate Research,0.153 ,Q4,7,12,65,http://www.trendscarbo.com/,0975-0304,C
Journal of the Chemical Society of Pakistan,0.152 ,Q4,24,125,402,https://jcsp.org.pk/,0253-5106,C
Zeitschrift fur Kristallographie - New Crystal Structures,0.152 ,Q4,35,529,1138,http://www.oldenbourg-wissenschaftsverlag.de/olb/de/1.c.335325.de,Sin informacion,No
Mongolian Journal of Chemistry,0.151 ,Q4,2,6,19,https://www.scimagojr.com/journalsearch.php?q=21100941615&tip=sid&clean=0,2226-6739/2414-0082,C
Science and Technology of Energetic Materials (discontinued),0.150 ,Q4,14,0,35,http://www.jes.or.jp/mag_eng/index.html,Sin informacion,No
Chimica Oggi,0.149 ,Q4,27,104,261,https://www.scimagojr.com/journalsearch.php?q=23447&tip=sid&clean=0,0392-839X/1973-8250,C
Foundations of Chemistry (discontinued),0.149 ,Q4,15,0,23,http://www.springer.com/philosophy/philosophy+of+sciences/journal/10698,Sin informacion,No
Chiang Mai Journal of Science,0.148 ,Q4,18,97,557,http://epg.science.cmu.ac.th/ejournal/,0125-2526,C
Ecletica Quimica,0.148 ,Q4,18,25,50,https://www.scimagojr.com/journalsearch.php?q=23521&tip=sid&clean=0,0100-4670,C
Actualite Chimique,0.147 ,Q4,12,87,372,https://www.scimagojr.com/journalsearch.php?q=22661&tip=sid&clean=0,0151-9093/2105-2409,C
Chemical Engineering Progress,0.147 ,Q4,39,0,271,https://www.aiche.org/resources/publications/cep,Sin informacion,No
"Journal of the Turkish Chemical Society, Section A: Chemistry",0.147 ,Q4,3,54,126,https://www.scimagojr.com/journalsearch.php?q=21100872186&tip=sid&clean=0,Sin informacion,No
Journal of Water Chemistry and Technology (discontinued),0.147 ,Q4,12,0,125,http://www.springer.com/environment/pollution+and+remediation/journal/11962,Sin informacion,No
Current Metabolomics,0.144 ,Q4,3,0,6,https://benthamscience.com/journals/current-metabolomics-and-systems-biology/,Sin informacion,No
X-ray Structure Analysis Online,0.144 ,Q4,7,24,71,https://www.scimagojr.com/journalsearch.php?q=19500157811&tip=sid&clean=0,Sin informacion,No
Bulgarian Chemical Communications,0.142 ,Q4,13,236,516,http://www.bcc.bas.bg/,0861-9808,C
International Journal of Applied Chemistry (discontinued),0.142 ,Q4,7,0,74,https://www.scimagojr.com/journalsearch.php?q=19700173002&tip=sid&clean=0,Sin informacion,No
Revista Colombiana de Quimica,0.142 ,Q4,6,18,62,https://revistas.unal.edu.co/index.php/rcolquim,Sin informacion,No
Bunseki Kagaku,0.141 ,Q4,18,96,254,http://www.jstage.jst.go.jp/browse/bunsekikagaku,0525-1931,C
Chemija,0.141 ,Q4,14,25,90,https://www.lmaleidykla.lt/ojs/index.php/chemija/about,0235-7216,C
Asian Journal of Chemistry,0.140 ,Q4,33,510,1620,http://www.asianjournalofchemistry.co.in/Home.aspx,0970-7077,C
International Journal of Nano and Biomaterials,0.139 ,Q4,11,21,37,https://www.inderscience.com/jhome.php?jcode=ijnbm,1752-8933/1752-8941,C
"Modelling, Measurement and Control C (discontinued)",0.139 ,Q4,7,0,83,http://www.iieta.org/Journals/MMC_C,Sin informacion,No
MolBank,0.139 ,Q4,6,60,153,https://www.mdpi.com/journal/molbank,1422-8599,C
Orbital,0.138 ,Q4,3,60,119,http://www.orbital.ufms.br/index.php/Chemistry,1984-6428,C
Research Journal of Applied Sciences (discontinued),0.137 ,Q4,16,0,202,https://www.scimagojr.com/journalsearch.php?q=17600155110&tip=sid&clean=0,Sin informacion,No
Moroccan Journal of Chemistry,0.134 ,Q4,3,43,73,https://www.scimagojr.com/journalsearch.php?q=21100878668&tip=sid&clean=0,2351-812X,C
Research Journal of Chemistry and Environment,0.134 ,Q4,16,207,362,https://worldresearchersassociations.com/chemistryhome.aspx,0972-0626,C
Indian Journal of Heterocyclic Chemistry,0.133 ,Q4,29,17,115,http://www.connectjournals.com/ijhc,0971-1627,C
Revue Francophone des Laboratoires (discontinued),0.133 ,Q4,7,0,239,http://www.elsevier.com/wps/find/journaldescription.cws_home/706434/description#description,Sin informacion,No
Tropical Journal of Natural Product Research,0.133 ,Q4,2,57,147,https://www.scimagojr.com/journalsearch.php?q=21100933230&tip=sid&clean=0,2616-0684/2616-0692,B
Journal of New Materials for Electrochemical Systems,0.132 ,Q4,42,0,75,http://www.polymtl.ca/newmaterials/eng/index.html,1480-2422,C
Ambix,0.131 ,Q4,10,19,68,http://maney.co.uk/index.php/journals/amb/,0002-6980/1745-8234,B
Hyle,0.130 ,Q4,17,3,20,http://www.hyle.org/,1433-5158/1617-4240,B
Journal of Rubber Research (discontinued),0.130 ,Q4,10,0,37,https://www.springer.com/journal/42464,Sin informacion,No
Afinidad,0.128 ,Q4,15,27,57,http://www.latindex.unam.mx/larga.php?opcion=1&folio=6961,0001-9704/2339-9686,C
Current Topics in Electrochemistry,0.127 ,Q4,2,0,23,https://www.scimagojr.com/journalsearch.php?q=21100904316&tip=sid&clean=0,0972-4443,C
Der Pharma Chemica (discontinued),0.127 ,Q4,27,0,789,https://www.scimagojr.com/journalsearch.php?q=19700188428&tip=sid&clean=0,Sin informacion,No
Huagong Xuebao/CIESC Journal,0.127 ,Q4,26,0,58,http://www.ceps.com.tw/ec/ecJnlIntro.aspx?Jnliid=862,Sin informacion,No
Kemija u industriji/Journal of Chemists and Chemical Engineers (discontinued),0.127 ,Q4,9,0,219,http://knjiznica.irb.hr/hrv/kui/en/index.html,Sin informacion,No
Medicinal Plants - International Journal of Phytomedicines and Related Industries,0.127 ,Q4,8,62,142,https://www.indianjournals.com/ijor.aspx?target=ijor:mpijpri&type=home,Sin informacion,No
Corrosion and Protection,0.126 ,Q4,10,61,222,https://www.scimagojr.com/journalsearch.php?q=25187&tip=sid&clean=0,1005-748X,C
DuPont Magazine,0.125 ,Q4,1,0,1,https://www.scimagojr.com/journalsearch.php?q=19422&tip=sid&clean=0,Sin informacion,No
Journal of Coatings Technology,0.125 ,Q4,34,0,1,https://www.scimagojr.com/journalsearch.php?q=38340&tip=sid&clean=0,Sin informacion,No
Malaysian Journal of Chemistry,0.125 ,Q4,1,33,11,https://www.scimagojr.com/journalsearch.php?q=21100874945&tip=sid&clean=0,1511-2292/2550-1658,C
PACE - Process and Control Engineering,0.125 ,Q4,2,0,1,https://pacetoday.com.au/,Sin informacion,No
Baghdad Science Journal,0.123 ,Q4,4,134,167,http://bsj.uobaghdad.edu.iq/index.php/BSJ,2078-8665/2411-7986,C
European Chemical Bulletin,0.123 ,Q4,3,69,53,https://www.scimagojr.com/journalsearch.php?q=21100898023&tip=sid&clean=0,2063-5346,C
IPPTA: Quarterly Journal of Indian Pulp and Paper Technical Association,0.123 ,Q4,10,24,810,https://publons.com/journal/12467/ippta-quarterly-journal-of-indian-pulp-and-paper-t,Sin informacion,No
Pakistan Journal of Analytical and Environmental Chemistry,0.123 ,Q4,2,23,20,https://www.scimagojr.com/journalsearch.php?q=21100880984&tip=sid&clean=0,1996-918X/2221-5255,C
Photonics Spectra,0.122 ,Q4,17,0,173,https://www.scimagojr.com/journalsearch.php?q=12865&tip=sid&clean=0,Sin informacion,No
AATCC Review,0.121 ,Q4,28,10,57,https://www.scimagojr.com/journalsearch.php?q=15286&tip=sid&clean=0,Sin informacion,No
Corrosion Management,0.120 ,Q4,4,13,36,https://www.scimagojr.com/journalsearch.php?q=20542&tip=sid&clean=0,Sin informacion,No
Man-Made Textiles in India,0.120 ,Q4,9,50,80,http://www.sasmira.org/publication.html,Sin informacion,No
Khimiya Rastitel'nogo Syr'ya,0.117 ,Q4,3,0,185,http://www.chem.asu.ru/chemwood_old/,Sin informacion,No
Yingxiang Kexue yu Guanghuaxue/Imaging Science and Photochemistry,0.116 ,Q4,9,68,206,http://www.csist.org.cn/english/Publications/publication2.htm,Sin informacion,No
Tezhong Zhuzao Ji Youse Hejin/Special Casting and Nonferrous Alloys,0.115 ,Q4,8,325,1108,https://www.scimagojr.com/journalsearch.php?q=28481&tip=sid&clean=0,Sin informacion,No
Chemik,0.114 ,Q4,12,0,52,https://www.scimagojr.com/journalsearch.php?q=21100211769&tip=sid&clean=0,Sin informacion,No
Huaxue Fanying Gongcheng Yu Gongyi/Chemical Reaction Engineering and Technology,0.114 ,Q4,9,11,226,http://hxfygcygy.periodicals.net.cn/default.html,Sin informacion,No
InterCeram: International Ceramic Review,0.114 ,Q4,15,45,90,https://link.springer.com/journal/42411,Sin informacion,No
He-Huaxue yu Fangshe Huaxue/Journal of Nuclear and Radiochemistry,0.113 ,Q4,7,67,181,https://www.scimagojr.com/journalsearch.php?q=63769&tip=sid&clean=0,Sin informacion,No
"INFORM - International News on Fats, Oils and Related Materials",0.113 ,Q4,24,0,176,https://www.scimagojr.com/journalsearch.php?q=78953&tip=sid&clean=0,Sin informacion,No
Methods and Objects of Chemical Analysis,0.113 ,Q4,2,22,35,http://www.moca.net.ua/,1991-0290/2413-6166,C
American Laboratory,0.112 ,Q4,25,39,275,https://www.scimagojr.com/journalsearch.php?q=23908&tip=sid&clean=0,Sin informacion,No
Brazilian Journal of Analytical Chemistry,0.112 ,Q4,6,27,89,www.brjac.com.br,2179-3425/2179-3433,C
Corrosion and Materials,0.112 ,Q4,5,38,95,https://www.scimagojr.com/journalsearch.php?q=19700201648&tip=sid&clean=0,1326-1932,C
Chemist,0.111 ,Q4,5,0,43,https://www.scimagojr.com/journalsearch.php?q=23390&tip=sid&clean=0,Sin informacion,No
Farbe und Lack,0.111 ,Q4,10,72,256,https://www.scimagojr.com/journalsearch.php?q=12680&tip=sid&clean=0,Sin informacion,No
Journal of the Indian Chemical Society,0.111 ,Q4,32,6,316,http://indianchemicalsociety.com/journal/,0019-4522,C
Nachrichten aus der Chemie,0.111 ,Q4,16,307,880,http://www3.interscience.wiley.com/journal/122221737/home,1439-9598,C
Chemistry (discontinued),0.109 ,Q4,10,0,129,http://khimiya.org/index.php,Sin informacion,No
Journal of the Vacuum Society of Japan,0.109 ,Q4,6,0,153,https://www.scimagojr.com/journalsearch.php?q=19700175211&tip=sid&clean=0,Sin informacion,No
Speciality Petrochemicals,0.109 ,Q4,5,101,316,http://en.cnki.com.cn/Journal_en/B-B016-JXSY.htm,1003-9384,C
Latin American Applied Research,0.108 ,Q4,23,34,104,http://laar.plapiqui.edu.ar/OJS/index.php/laar,0327-0793/1851-8796,C
Lizi Jiaohuan Yu Xifu/Ion Exchange and Adsorption,0.108 ,Q4,8,0,155,http://ores.su/en/journals/lizi-jiaohuan-yu-xifuion-exchange-and-adsorption/,Sin informacion,No
Kunststoffe International,0.107 ,Q4,8,111,434,https://www.scimagojr.com/journalsearch.php?q=4400151711&tip=sid&clean=0,Sin informacion,No
Pakistan Journal of Scientific and Industrial Research Series A: Physical Sciences,0.107 ,Q4,4,0,79,https://www.pjsir.org/,Sin informacion,No
Journal of Advanced Oxidation Technologies (discontinued),0.106 ,Q4,24,0,3424,http://www.jaots.net/,Sin informacion,No
Zairyo to Kankyo/ Corrosion Engineering (discontinued),0.106 ,Q4,19,0,167,https://www.scimagojr.com/journalsearch.php?q=76272&tip=sid&clean=0,Sin informacion,No
Chemical Engineering World,0.105 ,Q4,9,0,99,http://www.cewindia.com/index.html,Sin informacion,No
Food Technology,0.105 ,Q4,55,0,294,https://www.ift.org/news-and-publications/food-technology-magazine/about-the-magazine,Sin informacion,No
Avances en Quimica,0.104 ,Q4,4,0,31,https://www.scimagojr.com/journalsearch.php?q=21100204309&tip=sid&clean=0,Sin informacion,No
Revista Latinoamericana de Quimica,0.104 ,Q4,5,0,6,http://fq-unam.org/relaquim/index.php/RLQ,0370-5943,C
Stahl und Eisen,0.104 ,Q4,15,82,322,https://www.scimagojr.com/journalsearch.php?q=28413&tip=sid&clean=0,Sin informacion,No
Tekstil (discontinued),0.104 ,Q4,12,0,7,http://www.tekstil.hist.hr/index.php/tekstil,Sin informacion,No
Textile Asia,0.104 ,Q4,13,0,6,https://www.scimagojr.com/journalsearch.php?q=17114&tip=sid&clean=0,Sin informacion,No
Adhesion Adhesives and Sealants,0.103 ,Q4,0,0,9,https://www.scimagojr.com/journalsearch.php?q=21100884578&tip=sid&clean=0,Sin informacion,No
Review of High Pressure Science and Technology/Koatsuryoku No Kagaku To Gijutsu,0.103 ,Q4,17,33,123,http://www.jstage.jst.go.jp/browse/jshpreview,Sin informacion,No
Chemical Engineering (discontinued),0.102 ,Q4,17,0,636,http://www.chemengonline.com/,Sin informacion,No
Chemistry World,0.102 ,Q4,18,71,161,https://www.scimagojr.com/journalsearch.php?q=23430&tip=sid&clean=0,Sin informacion,No
GAK Gummi Fasern Kunststoffe (discontinued),0.102 ,Q4,8,0,87,https://www.scimagojr.com/journalsearch.php?q=18082&tip=sid&clean=0,Sin informacion,No
Journal of Chemistry and Technologies,0.102 ,Q4,1,10,12,https://www.scimagojr.com/journalsearch.php?q=21100926810&tip=sid&clean=0,2663-2934/2663-2942,C
