Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Historia Agraria,0.18,Q3,14,14,57,http://www.historiaagraria.com/en/,1139-1472/2340-3659,A2
Transactions of Tianjin University,0.177,Q3,15,73,211,http://www.springer.com/engineering/mechanical+eng/journal/12209,1006-4982/1995-8196,B
Archives des Sciences,0.175,Q3,13,0,16,https://www.scimagojr.com/journalsearch.php?q=5400152705&tip=sid&clean=0,1661-464X,B
Shanghai Jiaotong Daxue Xuebao/Journal of Shanghai Jiaotong University,0.175,Q3,22,187,829,http://www.ceps.com.tw/ec/ecJnlIntro.aspx?Jnliid=904,Sin informacion,No
Journal of Shanghai Jiaotong University (Science),0.172,Q3,17,119,335,http://www.springer.com/engineering/electronics/journal/12204,Sin informacion,No
Early Science and Medicine,0.171,Q3,19,12,67,http://www.brill.nl/default.aspx?partid=212&pid=7207,1383-7427/1573-3823,A2
International Journal of Language and Culture,0.17,Q3,5,4,39,https://benjamins.com/catalog/ijolc,2214-3157/2214-3165,B
Chiang Mai University Journal of Natural Sciences,0.16899999999999998,Q3,9,37,81,http://cmuj.cmu.ac.th/cmu_journal/cmu_journal.php,1685-1994,B
"Proceedings of the Latvian Academy of Sciences, Section B: Natural, Exact, and Applied Sciences",0.168,Q3,8,60,189,https://www.scimagojr.com/journalsearch.php?q=19500157417&tip=sid&clean=0,Sin informacion,No
Resonance,0.168,Q3,13,107,318,http://www.springer.com/education+%26+language/science+education/journal/12045,0971-8044/0973-712X,B
Gazi University Journal of Science,0.166,Q3,15,98,218,https://dergipark.org.tr/gujs,1303-9709,B
Journal of Mathematical and Fundamental Sciences,0.166,Q3,10,23,72,http://journals.itb.ac.id/index.php/jmfs,2337-5760,B
Psychotherapy and Politics International,0.165,Q3,5,25,77,https://www.onlinelibrary.wiley.com/journal/15569195,1476-9263/1556-9195,B
Universitas Scientiarum,0.161,Q3,9,20,47,https://www.scimagojr.com/journalsearch.php?q=19700166903&tip=sid&clean=0,Sin informacion,No
ScienceAsia,0.16,Q3,27,76,179,http://www.scienceasia.org/,1513-1874,B
Journal and Proceedings - Royal Society of New South Wales,0.159,Q3,7,29,65,https://royalsoc.org.au/society-publications/the-royal-society-of-nsw-journal,Sin informacion,No
"Journal of Zhejiang University, Science Edition",0.158,Q3,5,86,338,https://www.scimagojr.com/journalsearch.php?q=21100217212&tip=sid&clean=0,Sin informacion,No
Songklanakarin Journal of Science and Technology,0.158,Q3,29,180,360,http://rdo.psu.ac.th/sjstweb/,0125-3395,B
Journal of Applied Science and Engineering,0.157,Q3,25,72,187,http://www2.tku.edu.tw/~tkjse/index-en.htm,1560-6686,B
Scientific African,0.156,Q3,2,152,11,https://www.scimagojr.com/journalsearch.php?q=21100904987&tip=sid&clean=0,2468-2276,B
Scientific Journal of King Faisal University,0.156,Q3,4,21,32,https://www.kfu.edu.sa/en/Departments/Sjournal/Pages/about.aspx,1658-0311,B
Linguistics in the Netherlands,0.155,Q3,13,21,23,https://benjamins.com/catalog/avt,0929-7332,A2
Walailak Journal of Science and Technology,0.154,Q3,13,90,247,http://wjst.wu.ac.th/index.php/wjst,1686-3933/2228-835X,B
"Tapuya: Latin American Science, Technology and Society",0.153,Q3,1,33,19,https://www.scimagojr.com/journalsearch.php?q=21100908534&tip=sid&clean=0,Sin informacion,No
Advances in Systems Science and Applications,0.152,Q3,9,38,85,https://ijassa.ipu.ru/index.php/ijassa,1078-6236,B
Malaysian Journal of Science,0.152,Q3,10,35,48,https://www.scimagojr.com/journalsearch.php?q=5700165166&tip=sid&clean=0,1394-3065,B
Movement and Sports Sciences - Science et Motricite,0.15,Q3,8,19,120,https://www.mov-sport-sciences.org/,Sin informacion,No
Scientific American,0.147,Q3,88,0,1130,http://www.nature.com/scientificamerican/index.html,0036-8733/1946-7087,B
Beijing Daxue Xuebao (Ziran Kexue Ban)/Acta Scientiarum Naturalium Universitatis Pekinensis,0.14400000000000002,Q3,23,131,423,http://www.ceps.com.tw/ec/ecJnlIntro.aspx?Jnliid=778,Sin informacion,No
Wuhan University Journal of Natural Sciences,0.142,Q3,19,73,229,http://www.springer.com/mathematics/journal/11859,1007-1202/1993-4998,B
Journal of the National Science Foundation of Sri Lanka,0.139,Q3,16,47,165,https://jnsfsl.sljol.info/,1391-4588/2362-0161,B
Natures Sciences Societes,0.138,Q3,16,11,131,http://www.nss-journal.org/index.php?lang=en,1240-1307/1765-2979,B
Maejo International Journal of Science and Technology,0.13699999999999998,Q3,15,22,73,https://www.scimagojr.com/journalsearch.php?q=19700170618&tip=sid&clean=0,1905-7873,B
Research Journal of Applied Sciences (discontinued),0.13699999999999998,Q3,16,0,202,https://www.scimagojr.com/journalsearch.php?q=17600155110&tip=sid&clean=0,Sin informacion,No
Asian Journal of Scientific Research (discontinued),0.135,Q3,14,0,145,https://www.scimagojr.com/journalsearch.php?q=16500154707&tip=sid&clean=0,Sin informacion,No
