Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Revue d'Anthropologie des Connaissances,0.228,Q3,12,21,105,https://www.cairn.info/revue-anthropologie-des-connaissances.htm,Sin informacion,No
Journal of the History of the Neurosciences,0.223,Q3,25,31,95,http://www.informaworld.com/smpp/title~content=t713658018~db=all,0964-704X/1744-5213,B
Asclepio,0.217,Q3,10,24,77,https://www.scimagojr.com/journalsearch.php?q=27640&tip=sid&clean=0,0210-4466/1988-3102,B
Journal of Anesthesia History,0.212,Q3,4,25,107,https://www.journals.elsevier.com/journal-of-anesthesia-history,2352-4529,B
Critical Inquiry,0.205,Q3,61,38,112,http://www.journals.uchicago.edu/toc/ci/current,0093-1896/1539-7858,A2
Journal of American Folklore,0.203,Q3,18,22,67,https://www.scimagojr.com/journalsearch.php?q=5700155578&tip=sid&clean=0,0021-8715/1535-1882,A2
Opcion,0.20199999999999999,Q3,14,1018,1304,http://produccioncientificaluz.org/index.php/opcion/issue/archive,Sin informacion,No
Index de Enfermeria,0.201,Q3,9,18,133,http://ciberindex.com/index.php/ie/,1132-1296,B
Revista Criminalidad,0.19899999999999998,Q3,2,19,89,https://www.policia.gov.co/revistacriminalidad,Sin informacion,No
Ceskoslovenska Psychologie,0.19699999999999998,Q3,15,38,128,http://cspsych.psu.cas.cz/index2.html,0009-062X/1804-6436,B
Journal of Education,0.196,Q3,2,20,14,https://www.scimagojr.com/journalsearch.php?q=5200152623&tip=sid&clean=0,0022-0574,B
Journal of Baltic Studies,0.193,Q3,21,26,83,http://www.informaworld.com/smpp/title~content=t759156371~db=all,0162-9778/1751-7877,A2
Earth Sciences History,0.192,Q3,8,22,74,https://www.scimagojr.com/journalsearch.php?q=22582&tip=sid&clean=0,0736-623X/1944-6187,B
Przeglad Wschodnioeuropejski,0.192,Q3,2,34,151,https://www.scimagojr.com/journalsearch.php?q=21100325441&tip=sid&clean=0,2081-1128,B
Tydskrift vir Geesteswetenskappe,0.192,Q3,5,47,199,https://journals.co.za/content/journal/akgees,0041-4751,B
History and Technology,0.188,Q3,22,22,58,http://www.informaworld.com/smpp/title~content=t713643058~db=all,0734-1512/1477-2620,B
Inner Asia,0.187,Q3,15,11,43,http://www.globaloriental.co.uk/journal.asp,1464-8172/2210-5018,B
Ukrainian Geographical Journal,0.187,Q3,1,21,24,https://www.scimagojr.com/journalsearch.php?q=21100905026&tip=sid&clean=0,1561-4980,B
Milli Folklor,0.18600000000000003,Q3,7,60,165,http://www.millifolklor.com/,1300-3984/2146-8087,A2
