Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Helgoland Marine Research,0.47700000000000004,Q3,48,11,69,http://www.springer.com/life+sciences/ecology/journal/10152,Sin informacion,No
Asian Perspectives,0.46799999999999997,Q3,30,17,30,https://uhpress.hawaii.edu/title/ap/,0066-8435/1535-8283,A1
Journal of Parasitology,0.46399999999999997,Q3,89,130,321,http://www.journalofparasitology.org/perlserv/?request=index-html&ct=1,0022-3395/1937-2345,A2
Ichthyological Research,0.45899999999999996,Q3,34,53,163,http://www.springer.com/life+sciences/animal+sciences/journal/10228,1341-8998/1616-3915,B
Fisheries Science,0.45,Q3,61,108,313,https://www.springer.com/journal/12562,0919-9268/1444-2906,B
Bird Study,0.439,Q3,48,49,206,http://www.informaworld.com/smpp/title~content=t904369352~db=all,0006-3657/1944-6705,A2
Journal of Freshwater Ecology,0.436,Q3,34,55,150,https://www.tandfonline.com/loi/tjfe20,0270-5060/2156-6941,B
Polish Polar Research,0.436,Q3,29,17,74,http://www.polish.polar.pan.pl/,0138-0338/2081-8262,A2
Revista Brasileira de Entomologia,0.436,Q3,29,53,162,http://www.scielo.br/scielo.php?script=sci_serial&pid=0085-5626&lng=en&nrm=iso,0085-5626/1806-9665,B
Journal of Crustacean Biology,0.433,Q3,51,93,286,https://www.scimagojr.com/journalsearch.php?q=22543&tip=sid&clean=0,0278-0372/1937-240X,A2
Diatom Research,0.43200000000000005,Q3,33,23,98,https://www.scimagojr.com/journalsearch.php?q=17972&tip=sid&clean=0,0269-249X/2159-8347,B
Fishes,0.431,Q3,6,59,68,https://www.scimagojr.com/journalsearch.php?q=21100934236&tip=sid&clean=0,2410-3888,A2
Journal of Asia-Pacific Entomology,0.426,Q3,32,165,574,http://www.elsevier.com/wps/find/journaldescription.cws_home/715159/description#description,Sin informacion,No
Conservation Genetics Resources,0.423,Q3,21,138,432,https://www.scimagojr.com/journalsearch.php?q=19400158520&tip=sid&clean=0,1877-7252/1877-7260,B
Arthropoda Selecta,0.42100000000000004,Q3,9,55,85,http://kmkjournals.com/journals/AS,0136-006X,B
Revue Suisse de Zoologie,0.42100000000000004,Q3,24,28,67,http://www.ville-ge.ch/mhng/publication03.php,0035-418X,B
Baltic Journal of Coleopterology,0.42,Q3,12,30,70,http://bjc.sggw.waw.pl/,1407-8619,B
Biogeosciences Discussions,0.42,Q3,6,0,5,https://www.biogeosciences.net/10/5421/2013/bg-10-5421-2013-discussion.html,Sin informacion,No
Theory in Biosciences,0.41700000000000004,Q3,36,27,54,http://www.springerlink.com/content/120616/,1431-7613/1611-7530,B
Aquatic Living Resources,0.41600000000000004,Q3,62,21,102,https://www.alr-journal.org/,0990-7440/1765-2952,B
Florida Entomologist,0.41200000000000003,Q3,50,142,454,https://www.scimagojr.com/journalsearch.php?q=20335&tip=sid&clean=0,0015-4040/1938-5102,B
Web Ecology,0.41,Q3,16,5,46,https://www.web-ecology.net/,1399-1183/2193-3081,A2
Journal of Aquatic Animal Health,0.40299999999999997,Q3,51,39,94,http://afsjournals.org/page/aqah/information.html,0899-7659/1548-8667,A2
Lake and Reservoir Management,0.40299999999999997,Q3,36,45,108,http://www.informaworld.com/smpp/title~content=t905619022~db=all,1040-2381/2151-5530,B
SHILAP Revista de lepidopterologia,0.401,Q3,10,55,143,https://dialnet.unirioja.es/servlet/revista?info=nor_estilo&codigo=13171&modo=popup,Sin informacion,No
Journal of Shellfish Research,0.4,Q3,59,49,279,http://shellfish.org/pubs/jsr.htm,0730-8000/1943-6319,B
Journal of Food Biochemistry,0.39899999999999997,Q3,44,383,450,https://onlinelibrary.wiley.com/journal/17454514,0145-8884/1745-4514,B
Journal of the American Mosquito Control Association,0.39899999999999997,Q3,56,52,163,https://mosquito-jamca.org/,1943-6270/8756-971X,B
Paleontological Research,0.39899999999999997,Q3,24,25,88,http://www.jstage.jst.go.jp/browse/prpsj/,1342-8144,B
Ecoscience,0.39799999999999996,Q3,67,38,56,http://www.ecoscience.ulaval.ca/en/page.php?34,1195-6860/2376-7626,A2
Fossil Imprint,0.395,Q3,8,24,73,http://fi.nm.cz/en/,2533-4050/2533-4069,B
Chemistry and Ecology,0.39299999999999996,Q3,33,63,191,https://www.tandfonline.com/loi/gche20,0275-7540/1029-0370,A2
Journal of Nutrition and Intermediary Metabolism,0.392,Q3,8,33,65,https://www.journals.elsevier.com/journal-of-nutrition-and-intermediary-metabolism,2352-3859,B
Rangeland Journal,0.392,Q3,36,41,158,http://www.publish.csiro.au/nid/202.htm,1036-9872/1834-7541,A2
Marine and Freshwater Behaviour and Physiology,0.38799999999999996,Q3,34,19,100,https://www.tandfonline.com/loi/gmfw20,1023-6244/1029-0362,B
African Journal of Aquatic Science,0.387,Q3,26,49,143,https://www.tandfonline.com/toc/taas20/current,1608-5914/1727-9364,B
Biochemical Systematics and Ecology,0.385,Q3,66,112,413,http://www.elsevier.com/wps/find/journaldescription.cws_home/364/description#description,0305-1978/1873-2925,B
Marine Biodiversity Records,0.384,Q3,16,20,157,https://www.scimagojr.com/journalsearch.php?q=19800188076&tip=sid&clean=0,1755-2672,A2
Journal of Aquatic Food Product Technology,0.38299999999999995,Q3,29,99,347,http://www.informaworld.com/smpp/title~content=t792303960~db=all,1049-8850/1547-0636,B
Russian Entomological Journal,0.38299999999999995,Q3,6,64,143,http://kmkjournals.com/journals/REJ,0132-8069,B
African Journal of Ecology,0.382,Q3,51,104,301,http://www.wiley.com/bw/aims.asp?ref=0141-6707&site=1,0141-6707/1365-2028,B
Limnology and Oceanography Bulletin,0.382,Q3,7,55,86,http://www.aslo.org/bulletin/issues.html,1539-607X/1539-6088,A2
Proceedings of the Entomological Society of Washington,0.382,Q3,26,40,191,https://www.scimagojr.com/journalsearch.php?q=19840&tip=sid&clean=0,0013-8797,B
Biota Neotropica,0.38,Q3,32,90,172,http://www.biotaneotropica.org.br/v10n1/en/,1676-0603/1676-0611,B
Mitteilungen aus dem Museum fur Naturkunde in Berlin - Deutsche Entomologische Zeitschrift,0.38,Q3,16,3,35,http://www3.interscience.wiley.com/journal/118902261/grouphome/home.html,Sin informacion,No
Clays and Clay Minerals,0.376,Q3,82,34,124,http://ccm.geoscienceworld.org/,0009-8604/1552-8367,A2
Community Ecology,0.376,Q3,28,23,93,http://www.akademiai.com/content/119710/?p=eacad2189ec44db98a62067ca7e8f571&pi=29,1585-8553,B
Ecological Genetics and Genomics,0.375,Q3,5,14,33,https://www.journals.elsevier.com/ecological-genetics-and-genomics,2405-9854,B
Arid Land Research and Management,0.36700000000000005,Q3,34,33,96,http://www.informaworld.com/smpp/title~content=t713926000~db=all,1521-0405/1532-4982,B
Annals of Agricultural and Environmental Medicine,0.366,Q3,51,112,399,http://www.aaem.pl/,1232-1966/1898-2263,B
Journal of Food Safety,0.366,Q3,39,151,339,https://onlinelibrary.wiley.com/journal/17454565,0149-6085/1745-4565,B
Fundamental and Applied Limnology,0.365,Q3,58,27,137,http://www.schweizerbart.de/journals/fal,1863-9135,B
Journal of Entomological and Acarological Research,0.36200000000000004,Q3,5,10,59,https://www.pagepressjournals.org/index.php/jear/,2038-324X/2279-7084,B
Applied Food Biotechnology,0.358,Q3,9,26,77,http://journals.sbmu.ac.ir/afb,2345-5357/2423-4214,B
