Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Molecular Medicine Reports,0.630 ,Q3,49,1168,5127,https://www.scimagojr.com/journalsearch.php?q=18800156706&tip=sid&clean=0,1791-2997/1791-3004,B
Canadian Journal of Infectious Diseases and Medical Microbiology,0.629 ,Q3,34,58,173,https://www.hindawi.com/journals/cjidmm/,1712-9532/1918-1493,B
Journal of Parasitology Research,0.629 ,Q3,23,24,70,https://www.hindawi.com/journals/jpr/contents/,2090-0023/2090-0031,B
International Journal of Mycobacteriology,0.628 ,Q3,16,78,403,https://www.scimagojr.com/journalsearch.php?q=21100266501&tip=sid&clean=0,2212-5531/2212-554X,B
Journal of Nucleic Acids,0.628 ,Q3,30,4,22,https://www.scimagojr.com/journalsearch.php?q=21100218377&tip=sid&clean=0,2090-0201/2090-021X,B
Meteorology and Atmospheric Physics,0.626 ,Q3,59,147,145,http://www.springer.com/springerwiennewyork/geosciences/journal/703,0177-7971/1436-5065,B
Genetics and Epigenetics,0.625 ,Q3,9,0,12,https://www.scimagojr.com/journalsearch.php?q=19900193510&tip=sid&clean=0,Sin informacion,No
Influenza Research and Treatment,0.625 ,Q3,1,0,1,https://www.hindawi.com/journals/irt/,Sin informacion,No
Nutrition and Dietetics,0.625 ,Q3,28,118,216,http://www.wiley.com/bw/journal.asp?ref=1446-6368,1446-6368/1747-0080,B
Growth Hormone and IGF Research,0.624 ,Q3,58,30,168,http://www.elsevier.com/wps/find/journaldescription.cws_home/623041/description#description,1096-6374/1532-2238,B
Translational Neuroscience,0.623 ,Q3,23,44,83,https://www.scimagojr.com/journalsearch.php?q=19700188483&tip=sid&clean=0,2081-3856/2081-6936,B
Journal of Neurogenetics,0.619 ,Q3,34,27,112,http://informahealthcare.com/loi/neg,0167-7063/1563-5260,B
International Journal of Stem Cells,0.618 ,Q3,20,44,81,https://www.scimagojr.com/journalsearch.php?q=19900193503&tip=sid&clean=0,2005-3606/2005-5447,B
Educational Psychology in Practice,0.616 ,Q3,28,27,85,https://www.scimagojr.com/journalsearch.php?q=5800207890&tip=sid&clean=0,0266-7363/1469-5839,B
Multiple Sclerosis International,0.615 ,Q3,5,0,3,https://www.hindawi.com/journals/msi/,Sin informacion,No
Virology: Research and Treatment,0.615 ,Q3,8,3,10,https://www.scimagojr.com/journalsearch.php?q=19700171308&tip=sid&clean=0,Sin informacion,No
Saudi Journal of Gastroenterology,0.611 ,Q3,29,67,209,http://www.saudijgastro.com/,1319-3767/1998-4049,B
Journal of Cell Death,0.610 ,Q3,14,0,13,https://www.scimagojr.com/journalsearch.php?q=20200195006&tip=sid&clean=0,1179-0660,B
Journal of Immunotoxicology,0.609 ,Q3,34,20,143,http://informahealthcare.com/iht,1547-6901/1547-691X,A2
Autoimmune Diseases,0.607 ,Q3,29,5,18,https://www.scimagojr.com/journalsearch.php?q=21100223559&tip=sid&clean=0,2090-0422/2090-0430,B
Monographs of the Society for Research in Child Development,0.606 ,Q3,62,6,102,http://www.wiley.com/bw/journal.asp?ref=0037-976X,0037-976X/1540-5834,A2
Korean Journal of Parasitology,0.605 ,Q3,38,99,297,https://www.parasitol.kr/index.php,0023-4001/1738-0006,B
Microbial Risk Analysis,0.599 ,Q3,9,30,60,https://www.journals.elsevier.com/microbial-risk-analysis,2352-3522,A2
Hepatic Medicine: Evidence and Research,0.598 ,Q3,2,0,3,https://www.dovepress.com/hepatic-medicine-evidence-and-research-journal,Sin informacion,No
Methods in Molecular Biology,0.597 ,Q3,141,4352,11696,http://www.springer.com/series/7651,Sin informacion,No
Neoplasma,0.595 ,Q3,47,129,360,http://www.neoplasma.sk/,0028-2685/1338-4317,B
Topology and its Applications,0.594 ,Q3,44,367,920,https://www.journals.elsevier.com/topology-and-its-applications,0166-8641/1879-3207,B
Prion,0.593 ,Q3,39,24,137,http://www.landesbioscience.com/journals/prion/,1933-6896/1933-690X,B
Biochemistry Research International,0.589 ,Q3,32,9,62,https://www.hindawi.com/journals/bri/,2090-2247/2090-2255,B
Annals of Neurosciences,0.588 ,Q3,16,22,98,https://www.scimagojr.com/journalsearch.php?q=19900192410&tip=sid&clean=0,0972-7531/0976-3260,B
Current HIV Research,0.588 ,Q3,50,42,162,https://benthamscience.com/journals/current-hiv-research/,1570-162X/1873-4251,B
Journal of Mathematical Neuroscience,0.588 ,Q3,15,9,35,https://www.scimagojr.com/journalsearch.php?q=21100200416&tip=sid&clean=0,2190-8567,B
Neurogenesis,0.588 ,Q3,7,0,29,https://www.tandfonline.com/toc/kngs20/current,Sin informacion,No
Oncology Nursing Forum,0.588 ,Q3,84,86,308,http://ons.metapress.com/content/0190-535X/,0190-535X/1538-0688,A2
Electronic Journal of Differential Equations,0.585 ,Q3,42,131,856,http://ejde.math.txstate.edu/,1072-6691/1550-6150,A2
Monoclonal Antibodies in Immunodiagnosis and Immunotherapy,0.583 ,Q3,36,47,172,https://www.scimagojr.com/journalsearch.php?q=21100238667&tip=sid&clean=0,2167-9436,B
Clinical Neurophysiology Practice,0.582 ,Q3,8,34,82,https://www.journals.elsevier.com/clinical-neurophysiology-practice,2467-981X,B
Current Fungal Infection Reports,0.582 ,Q3,21,34,85,https://www.scimagojr.com/journalsearch.php?q=19600166311&tip=sid&clean=0,1936-3761/1936-377X,B
Open Access Rheumatology: Research and Reviews,0.582 ,Q3,11,35,60,https://www.scimagojr.com/journalsearch.php?q=19700175087&tip=sid&clean=0,Sin informacion,No
Critical Reviews in Oncogenesis,0.580 ,Q3,47,21,101,http://www.begellhouse.com/journals/439f422d0783386a.html,0893-9675,B
Molecular and Cellular Oncology,0.580 ,Q3,21,85,443,https://www.tandfonline.com/loi/kmco20,2372-3556,B
Seminars in Oncology Nursing,0.578 ,Q3,42,77,158,http://www.elsevier.com/wps/find/journaldescription.cws_home/623110/description#description,0749-2081/1878-3449,B
International Microbiology,0.576 ,Q3,63,77,77,http://www.springer.com/life+sciences/microbiology/journal/10123,1139-6709/1618-1905,B
Journal of global oncology,0.576 ,Q3,8,156,264,https://ascopubs.org/journal/jgo,2378-9506,B
Annals of Human Genetics,0.573 ,Q3,74,64,127,http://www.wiley.com/bw/journal.asp?ref=0003-4800&site=1,0003-4800/1469-1809,B
Cytogenetic and Genome Research,0.572 ,Q3,85,88,250,http://content.karger.com/ProdukteDB/produkte.asp?Aktion=JournalHome&ProduktNr=224037,1424-8581/1424-859X,B
ecancermedicalscience,0.572 ,Q3,25,92,283,https://www.scimagojr.com/journalsearch.php?q=19700177321&tip=sid&clean=0,1754-6605,B
JMM Case Reports,0.567 ,Q3,4,0,19,https://www.microbiologyresearch.org/content/journal/jmmcr,Sin informacion,No
Anemia,0.565 ,Q3,22,8,28,https://www.hindawi.com/journals/anemia/,2090-1267/2090-1275,B
Cell Journal,0.565 ,Q3,26,66,246,https://celljournal.org/,2228-5806/2228-5814,B
Thyroid Research,0.565 ,Q3,18,12,28,https://www.scimagojr.com/journalsearch.php?q=19700183044&tip=sid&clean=0,1756-6614,B
Archives of endocrinology and metabolism,0.564 ,Q3,46,93,288,http://www.aem-sbem.com/,2359-3997/2359-4292,B
International Journal of Hypertension,0.563 ,Q3,34,52,89,https://www.hindawi.com/journals/ijhy/,2090-0384/2090-0392,B
Applied neuropsychology. Adult,0.561 ,Q3,47,163,195,https://www.tandfonline.com/toc/hapn21/current,Sin informacion,No
Boundary Value Problems,0.561 ,Q3,33,195,596,https://boundaryvalueproblems.springeropen.com/,1687-2762/1687-2770,A1
AJOB Neuroscience,0.560 ,Q3,25,66,251,https://www.scimagojr.com/journalsearch.php?q=19700187604&tip=sid&clean=0,2150-7740/2150-7759,B
Clinical Respiratory Journal,0.559 ,Q3,29,114,658,https://www.scimagojr.com/journalsearch.php?q=19700175225&tip=sid&clean=0,1752-6981/1752-699X,B
Oncology Research and Treatment,0.558 ,Q3,46,119,433,https://www.scimagojr.com/journalsearch.php?q=21100316070&tip=sid&clean=0,2296-5262/2296-5270,B
Statistica Neerlandica,0.557 ,Q3,37,36,65,http://www.wiley.com/bw/journal.asp?ref=0039-0402,0039-0402/1467-9574,B
Electronic Journal of Linear Algebra,0.555 ,Q3,26,46,160,http://www.emis.de/journals/ELA/,1081-3810/1537-9582,B
Pulmonology,0.555 ,Q3,20,87,272,https://www.journals.elsevier.com/pulmonology,2531-0429/2531-0437,A2
Tropical Parasitology,0.554 ,Q3,8,28,85,http://www.tropicalparasitology.org/,2229-5070/2229-7758,B
Experimental and Translational Stroke Medicine,0.553 ,Q3,22,0,9,https://www.scimagojr.com/journalsearch.php?q=19700174742&tip=sid&clean=0,Sin informacion,No
Journal of Neurodegenerative Diseases,0.553 ,Q3,3,0,2,https://www.hindawi.com/journals/jnd/,Sin informacion,No
Korean Journal of Physiology and Pharmacology,0.553 ,Q3,26,57,230,https://www.scimagojr.com/journalsearch.php?q=23173&tip=sid&clean=0,1226-4512/2093-3827,B
Biomass Conversion and Biorefinery,0.552 ,Q3,22,213,177,https://link.springer.com/journal/13399,2190-6815/2190-6823,A2
Breathe,0.550 ,Q3,17,89,193,https://www.scimagojr.com/journalsearch.php?q=19700183007&tip=sid&clean=0,1810-6838/2073-4735,B
Gastrointestinal Endoscopy Clinics of North America,0.550 ,Q3,55,62,183,http://www.giendo.theclinics.com/,1052-5157/1558-1950,B
Journal of Clinical and Experimental Hepatology,0.548 ,Q3,29,104,201,https://www.scimagojr.com/journalsearch.php?q=20700195025&tip=sid&clean=0,0973-6883/2213-3453,B
International Journal of Endocrinology and Metabolism,0.547 ,Q3,19,29,124,https://endometabol.com/en/index.html,1726-913X/1726-9148,B
Basal Ganglia,0.546 ,Q3,17,0,59,https://www.scimagojr.com/journalsearch.php?q=19800188004&tip=sid&clean=0,2210-5336,B
Growth Factors,0.544 ,Q3,59,18,70,http://informahealthcare.com/loi/grf,0897-7194/1029-2292,B
Journal of Aging Research,0.544 ,Q3,41,28,77,https://www.scimagojr.com/journalsearch.php?q=21100218126&tip=sid&clean=0,2090-2204/2090-2212,B
Anti-Cancer Agents in Medicinal Chemistry,0.543 ,Q3,90,0,420,https://benthamscience.com/journals/anti-cancer-agents-in-medicinal-chemistry/,Sin informacion,No
NeuroReport,0.543 ,Q3,186,207,657,https://journals.lww.com/neuroreport/pages/default.aspx,0959-4965/1473-558X,B
New Microbes and New Infections,0.543 ,Q3,21,116,388,https://www.scimagojr.com/journalsearch.php?q=21100369843&tip=sid&clean=0,2052-2975,B
Journal of Global Infectious Diseases,0.540 ,Q3,22,42,131,http://www.jgid.org/,0974-777X/0974-8245,B
Epilepsy Currents,0.539 ,Q3,19,108,305,https://www.scimagojr.com/journalsearch.php?q=21100199819&tip=sid&clean=0,1535-7511/1535-7597,A2
Neuroepigenetics,0.539 ,Q3,10,0,11,https://www.journals.elsevier.com/neuroepigenetics,Sin informacion,No
eNeurologicalSci,0.538 ,Q3,9,55,134,https://www.journals.elsevier.com/eneurologicalsci/,2405-6502,B
Journal of Arthropod-Borne Diseases,0.538 ,Q3,17,43,168,https://www.scimagojr.com/journalsearch.php?q=21100228953&tip=sid&clean=0,Sin informacion,No
Parasite Epidemiology and Control,0.538 ,Q3,8,48,74,https://www.journals.elsevier.com/parasite-epidemiology-and-control,2405-6731,B
Advances in Geometry,0.537 ,Q3,20,57,112,https://www.degruyter.com/view/j/advg,1615-715X/1615-7168,B
Journal of Human Reproductive Sciences,0.536 ,Q3,28,62,171,http://www.jhrsonline.org/,0974-1208/1998-4766,B
International Journal of Toxicology,0.535 ,Q3,56,55,189,https://journals.sagepub.com/home/ijt,1091-5818/1092-874X,B
Clinical Medicine Insights: Blood Disorders,0.534 ,Q3,8,6,23,https://www.scimagojr.com/journalsearch.php?q=19700173248&tip=sid&clean=0,Sin informacion,No
European Cytokine Network,0.533 ,Q3,62,21,49,http://www.europeancytokinenetwork.com/,1148-5493/1952-4005,B
"Symmetry, Integrability and Geometry: Methods and Applications (SIGMA)",0.532 ,Q3,31,101,354,http://www.emis.de/journals/SIGMA/,Sin informacion,No
Communications in Statistics - Theory and Methods,0.531 ,Q3,52,775,1782,http://www.informaworld.com/smpp/title~content=t713597238~db=all,Sin informacion,No
Journal of Muscle Research and Cell Motility,0.531 ,Q3,63,54,64,http://www.springer.com/life+sciences/cell+biology/journal/10974,0142-4319/1573-2657,B
Revista da Sociedade Brasileira de Medicina Tropical,0.531 ,Q3,51,231,500,https://rsbmt.org.br/,0037-8682/1678-9849,B
Biochemia Medica,0.528 ,Q3,37,59,185,http://www.kbsm.hr/klinkemija/HDMB/BiochMed/,1330-0962/1846-7482,A2
Journal of Applied Statistics,0.528 ,Q3,52,257,545,http://www.informaworld.com/smpp/title~content=t713428038~db=all,0266-4763/1360-0532,B
Timing and Time Perception,0.528 ,Q3,13,16,52,https://brill.com/view/journals/time/time-overview.xml,2213-445X/2213-4468,B
Applied Research in Quality of Life,0.527 ,Q3,28,182,204,http://www.springer.com/sociology/quality+of+life+research/journal/11482,1871-2576/1871-2584,A2
Journal of Musculoskeletal Neuronal Interactions,0.527 ,Q3,59,69,161,http://www.ismni.org/jmni/index.htm,1108-7161,B
Journal of Nonlinear Science and Applications (discontinued),0.527 ,Q3,20,0,544,https://www.isr-publications.com/jnsa,Sin informacion,No
Toxicology Research,0.523 ,Q3,28,99,334,https://academic.oup.com/toxres,2045-452X/2045-4538,B
Toxicon,0.522 ,Q3,123,215,771,http://www.elsevier.com/wps/find/journaldescription.cws_home/259/description#description,0041-0101/1879-3150,B
Electronic Journal of the International Federation of Clinical Chemistry and Laboratory Medicine,0.521 ,Q3,9,37,45,https://www.scimagojr.com/journalsearch.php?q=21100888782&tip=sid&clean=0,1650-3414,B
Photogrammetric Engineering and Remote Sensing,0.521 ,Q3,121,83,258,http://www.asprs.org/publications/pers/,0099-1112/2374-8079,B
Current Breast Cancer Reports,0.520 ,Q3,16,48,100,https://www.scimagojr.com/journalsearch.php?q=19600166305&tip=sid&clean=0,1943-4588/1943-4596,B
Gene Expression Patterns,0.520 ,Q3,62,38,112,http://www.elsevier.com/wps/find/journaldescription.cws_home/628039/description#description,1567-133X/1872-7298,B
Journal of Reproduction and Infertility,0.518 ,Q3,19,39,115,https://www.scimagojr.com/journalsearch.php?q=20100195042&tip=sid&clean=0,2228-5482/2251-676X,B
European Journal of Drug Metabolism and Pharmacokinetics,0.517 ,Q3,36,82,259,http://www.springer.com/biomed/pharmaceutical+science/journal/13318,0398-7639,C
Advances in Hematology,0.516 ,Q3,28,14,37,https://www.hindawi.com/journals/ah/,1687-9104/1687-9112,B
Iranian Journal of Parasitology,0.514 ,Q3,24,92,249,http://journals.tums.ac.ir/description.aspx?org_id=59&culture_var=en&journal_id=17&issue_id=1787&segment=en,1735-7020/2008-238X,B
Expert Review of Endocrinology and Metabolism,0.513 ,Q3,25,40,137,http://www.expert-reviews.com/loi/eem,1744-6651,B
Current Neurovascular Research,0.512 ,Q3,52,63,147,https://benthamscience.com/journals/current-neurovascular-research/,1567-2026/1875-5739,B
Strabismus,0.510 ,Q3,29,42,105,http://informahealthcare.com/str,0927-3972/1744-5132,B
High Blood Pressure and Cardiovascular Prevention,0.509 ,Q3,17,60,157,http://adisonline.com/highbloodpressure/Pages/default.aspx,1120-9879/1179-1985,B
International Journal of Vascular Medicine,0.509 ,Q3,24,6,49,https://www.scimagojr.com/journalsearch.php?q=21100215168&tip=sid&clean=0,2090-2824/2090-2832,B
Journal of Atmospheric Chemistry,0.508 ,Q3,68,13,71,http://www.springer.com/earth+sciences+%26+geography/meteorology+and+climatology/journal/10874,0167-7764/1573-0662,B
Molecular Genetics and Metabolism Reports,0.507 ,Q3,14,107,282,https://www.journals.elsevier.com/molecular-genetics-and-metabolism-reports,2214-4269,B
Mediterranean Journal of Hematology and Infectious Diseases,0.506 ,Q3,27,67,198,https://www.scimagojr.com/journalsearch.php?q=19700190302&tip=sid&clean=0,2035-3006,B
Movement Disorders Clinical Practice,0.506 ,Q3,15,145,407,https://onlinelibrary.wiley.com/journal/23301619,2330-1619,B
Holzforschung,0.505 ,Q3,71,146,366,http://www.degruyter.de/journals/holz/detailEn.cfm,0018-3830/1437-434X,A1
Open Microbiology Journal,0.505 ,Q3,23,53,109,https://openmicrobiologyjournal.com/,1874-2858,B
Brazilian Journal of Probability and Statistics,0.504 ,Q3,14,42,115,https://www.scimagojr.com/journalsearch.php?q=19900192736&tip=sid&clean=0,0103-0752,B
International Journal of Aging and Human Development,0.504 ,Q3,55,83,126,http://www.baywood.com/journals/PreviewJournals.asp?Id=0091-4150,Sin informacion,No
Journal of Membrane Biology,0.504 ,Q3,95,45,204,http://www.springer.com/life+sciences/biochemistry+%26+biophysics/journal/232,0022-2631/1432-1424,B
Statistical Methods and Applications,0.504 ,Q3,25,64,107,https://www.springer.com/journal/10260,1613-981X/1618-2510,B
Translational Gastroenterology and Hepatology,0.504 ,Q3,9,68,301,http://tgh.amegroups.com/,2224-476X/2224-4778,B
BMC Biochemistry,0.502 ,Q3,49,4,46,http://www.biomedcentral.com/bmcbiochem/,1471-2091,B
Journal of Orthopaedics,0.502 ,Q3,14,140,419,https://www.journals.elsevier.com/journal-of-orthopaedics,0972-978X,B
Journal of the Canadian Urological Association,0.502 ,Q3,34,0,189,https://www.scimagojr.com/journalsearch.php?q=19400157207&tip=sid&clean=0,1911-6470/1920-1214,B
Journal of Inverse and Ill-Posed Problems,0.501 ,Q3,30,70,166,http://www.degruyter.de/journals/jiip/detailEn.cfm,Sin informacion,No
Journal of Lie Theory,0.501 ,Q3,24,54,141,http://www.emis.de/journals/JLT/,0949-5932,B
Applied Neuropsychology: Child,0.500 ,Q3,15,77,119,https://www.scimagojr.com/journalsearch.php?q=21100255433&tip=sid&clean=0,Sin informacion,No
BMC Hematology,0.500 ,Q3,18,13,89,https://bmchematol.biomedcentral.com/,2052-1839,B
Clinical Nutrition ESPEN,0.500 ,Q3,12,172,312,https://www.journals.elsevier.com/clinical-nutrition-espen,2405-4577,B
Protein Expression and Purification,0.497 ,Q3,84,164,536,http://www.elsevier.com/wps/find/journaldescription.cws_home/622935/description#description,1046-5928/1096-0279,B
Clinical Nutrition Experimental,0.496 ,Q3,8,51,58,https://www.journals.elsevier.com/clinical-nutrition-experimental,2352-9393,B
Critical Reviews in Eukaryotic Gene Expression,0.496 ,Q3,59,33,94,http://www.begellhouse.com/journals/6dbf508d3b17c437.html,1045-4403/2162-6502,B
Journal of Pseudo-Differential Operators and Applications,0.496 ,Q3,13,65,105,https://www.scimagojr.com/journalsearch.php?q=19700166502&tip=sid&clean=0,Sin informacion,No
Cardiovascular Engineering and Technology,0.495 ,Q3,21,52,139,https://www.scimagojr.com/journalsearch.php?q=19600166325&tip=sid&clean=0,1869-408X/1869-4098,B
Cellular Reprogramming,0.495 ,Q3,58,35,131,https://www.scimagojr.com/journalsearch.php?q=19700173161&tip=sid&clean=0,2152-4971/2152-4998,B
Thermal Science,0.495 ,Q3,38,264,1346,http://thermalscience.vinca.rs/,0354-9836/2334-7163,B
Indian Journal of Endocrinology and Metabolism,0.494 ,Q3,24,134,562,http://www.ijem.in/,2230-8210/2230-9500,B
International Journal of Hematology-Oncology and Stem Cell Research,0.494 ,Q3,14,25,131,https://www.scimagojr.com/journalsearch.php?q=19700190321&tip=sid&clean=0,Sin informacion,No
Taiwanese Journal of Obstetrics and Gynecology,0.493 ,Q3,30,194,622,https://www.journals.elsevier.com/taiwanese-journal-of-obstetrics-and-gynecology,1028-4559,B
Japanese Journal of Radiology,0.492 ,Q3,40,95,285,http://www.springer.com/medicine/radiology/journal/11604,1867-1071/1867-108X,B
Journal of Nonlinear Mathematical Physics,0.491 ,Q3,37,38,131,http://www.worldscinet.com/jnmp/jnmp.shtml,1402-9251/1776-0852,B
Journal of Toxicology,0.491 ,Q3,29,25,77,https://new.hindawi.com/journals/jt/,1687-8191/1687-8205,B
Cardiology Research and Practice,0.490 ,Q3,32,84,108,https://www.scimagojr.com/journalsearch.php?q=19900192104&tip=sid&clean=0,2090-0597/2090-8016,B
Current Hypertension Reviews,0.490 ,Q3,18,23,73,https://benthamscience.com/journals/current-hypertension-reviews/,1573-4021/1875-6506,B
Gastroenterology and Hepatology from Bed to Bench,0.490 ,Q3,22,80,223,http://journals.sbmu.ac.ir/ghfbb/index.php/ghfbb,2008-2258/2008-4234,B
Journal of Experimental Algorithmics,0.490 ,Q3,33,26,45,http://www.jea.acm.org/,1084-6654,B
Journal of Spinal Cord Medicine,0.490 ,Q3,60,220,348,http://physicians.ascipro.org/the-journal-of-spinal-cord-medicine.html,1079-0268/2045-7723,B
