Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Clinical advances in periodontics,0.275,Q4,1,29,8,https://www.scimagojr.com/journalsearch.php?q=21100927361&tip=sid&clean=0,2163-0097/2573-8046,C
Orthodontic Waves,0.18600000000000003,Q4,11,21,70,http://www.elsevier.com/wps/find/journaldescription.cws_home/708304/description#description,1344-0241/1878-1837,C
Annals of Maxillofacial Surgery,0.17300000000000001,Q4,2,85,87,https://www.scimagojr.com/journalsearch.php?q=21100877196&tip=sid&clean=0,2231-0746/2249-3816,C
Journal of Orofacial Sciences,0.16899999999999998,Q4,4,19,77,http://www.jofs.in/,0975-8844/2320-4737,C
"Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology",0.166,Q4,9,108,344,https://www.scimagojr.com/journalsearch.php?q=21100222518&tip=sid&clean=0,Sin informacion,No
Oral and Maxillofacial Surgery Cases,0.163,Q4,3,51,61,https://www.journals.elsevier.com/oral-and-maxillofacial-surgery-cases/,2214-5419,C
Turkish Journal of Orthodontics,0.162,Q4,2,30,25,https://www.scimagojr.com/journalsearch.php?q=21100901151&tip=sid&clean=0,2148-9505/2528-9659,C
Evidence-Based Dentistry,0.153,Q4,16,66,195,http://www.nature.com/ebd/index.html,Sin informacion,No
Journal of Oral Research,0.152,Q4,4,65,243,http://www.joralres.com/index.php/JOR,0719-2479,C
Avances en Odontoestomatologia,0.15,Q4,6,12,73,https://www.scimagojr.com/journalsearch.php?q=52916&tip=sid&clean=0,0213-1285/2340-3152,C
Brazilian Dental Science,0.147,Q4,3,76,145,https://bds.ict.unesp.br/index.php/cob,2178-6011,C
Journal of Long-Term Effects of Medical Implants,0.145,Q4,34,11,114,http://www.begellhouse.com/journals/1bef42082d7a0fdf.html,Sin informacion,No
Dental Cadmos,0.14300000000000002,Q4,8,90,317,http://www.elsevier.it/riviste_descrizione/Dental_Cadmos/default.aspx,0011-8524,C
Swedish Dental Journal,0.141,Q4,32,0,23,http://www.tandlakarforbundet.se/in-english/swedish-dental-journal.aspx,Sin informacion,No
Journal of Medical and Dental Sciences,0.14,Q4,28,8,32,http://www.tmd.ac.jp/english/lib/JMDS/index.html,1342-8810/2185-9132,C
Singapore Dental Journal,0.14,Q4,10,0,11,http://ajws.elsevier.com/ajws3/a260607.asp?journal_issn=0377-5291,Sin informacion,No
"Revista Portuguesa de Estomatologia, Medicina Dentaria e Cirurgia Maxilofacial",0.139,Q4,7,23,110,https://www.scimagojr.com/journalsearch.php?q=21100197926&tip=sid&clean=0,Sin informacion,No
Dentistry Today,0.13699999999999998,Q4,23,102,450,https://www.scimagojr.com/journalsearch.php?q=24986&tip=sid&clean=0,8750-2186,C
Oral Surgery,0.133,Q4,9,78,172,https://www.scimagojr.com/journalsearch.php?q=21100231618&tip=sid&clean=0,1752-2471/1752-248X,C
Bulletin of the International Association for Paleodontology,0.131,Q4,1,4,15,http://www.paleodontology.com/index.php?id=161,1846-6273,C
Journal of Indian Academy of Oral Medicine and Radiology,0.125,Q4,0,0,1,http://www.jiaomr.in/,Sin informacion,No
Journal of Mashhad Dental School,0.125,Q4,1,0,3,https://www.scimagojr.com/journalsearch.php?q=21100854007&tip=sid&clean=0,Sin informacion,No
New York State Dental Journal,0.125,Q4,20,0,1,https://www.nysdental.org/news-publications/nys-dental-journal,Sin informacion,No
World Journal of Dentistry,0.12300000000000001,Q4,5,93,239,https://www.scimagojr.com/journalsearch.php?q=21100317746&tip=sid&clean=0,0976-6006/0976-6014,C
Brazilian Journal of Oral Sciences,0.12,Q4,10,19,146,https://periodicos.sbu.unicamp.br/ojs/index.php/bjos,1677-3217/1677-3225,C
New Zealand Dental Journal,0.11900000000000001,Q4,20,0,19,https://www.nzda.org.nz/about-us/new-zealand-dental-journal-articles,Sin informacion,No
Journal of Stomatology,0.11699999999999999,Q4,5,24,185,https://www.scimagojr.com/journalsearch.php?q=40079&tip=sid&clean=0,0011-4553/2299-551X,C
Stomatologiya,0.11699999999999999,Q4,9,128,283,http://www.mediasphera.aha.ru/journals/stomo/,0039-1735,C
Cumhuriyet Dental Journal,0.115,Q4,4,55,99,https://www.scimagojr.com/journalsearch.php?q=21100211749&tip=sid&clean=0,2146-2852,C
Implantologie,0.115,Q4,6,23,115,https://impl.quintessenz.de/?new_language=en,0943-9692,C
Dentistry 3000,0.113,Q4,0,7,2,https://www.scimagojr.com/journalsearch.php?q=21100899308&tip=sid&clean=0,2167-8677,C
International Journal of Clinical Dentistry,0.113,Q4,5,39,102,https://www.scimagojr.com/journalsearch.php?q=19700166623&tip=sid&clean=0,1939-5833,C
Revista Mexicana de Ortodoncia,0.113,Q4,0,0,2,https://www.medigraphic.com/cgi-bin/new/publicacionesI.cgi?IDREVISTA=304,Sin informacion,No
Medecine Buccale Chirurgie Buccale,0.11199999999999999,Q4,4,0,91,https://www.jomos.org/,Sin informacion,No
Revista Odonto Ciencia,0.111,Q4,6,24,76,http://revistaseletronicas.pucrs.br/ojs/index.php/fo/index,0102-9460/1980-6523,C
Protetyka stomatologiczna,0.11,Q4,1,23,64,"http://www.protetstomatol.pl/About-the-Journal,1546.html",0033-1783,C
Journal of Oral Medicine and Oral Surgery,0.109,Q4,1,14,43,https://www.scimagojr.com/journalsearch.php?q=21100866726&tip=sid&clean=0,2608-1326,C
Oralprophylaxe und Kinderzahnheilkunde,0.109,Q4,2,0,73,https://www.scimagojr.com/journalsearch.php?q=21100201510&tip=sid&clean=0,1614-2217/2190-8036,C
Forum Ortodontyczne,0.10800000000000001,Q4,1,0,3,http://www.forumortodontyczne.pl/en,Sin informacion,No
Journal of IMAB - Annual Proceeding (Scientific Papers),0.10800000000000001,Q4,2,0,13,https://www.journal-imab-bg.org/,Sin informacion,No
International Journal of Dentistry and Oral Science,0.106,Q4,1,8,21,https://www.scimagojr.com/journalsearch.php?q=21100903068&tip=sid&clean=0,2377-8075,C
Revista Cubana de Estomatologia,0.106,Q4,7,60,139,http://www.revestomatologia.sld.cu/index.php/est,0034-7507/1561-297X,C
Oral Therapeutics and Pharmacology,0.105,Q4,5,0,34,https://www.scimagojr.com/journalsearch.php?q=86349&tip=sid&clean=0,0288-1012,C
Journal of Hacettepe Faculty of Dentistry,0.10400000000000001,Q4,1,0,6,http://dishekdergi.hacettepe.edu.tr/english/htdergi/english.php,Sin informacion,No
RGO Revista Gaucha de Odontologia,0.10400000000000001,Q4,3,0,6,https://www.scimagojr.com/journalsearch.php?q=82723&tip=sid&clean=0,Sin informacion,No
Revista Espanola de Cirugia Oral y Maxilofacial,0.10300000000000001,Q4,6,0,139,https://www.revistacirugiaoralymaxilofacial.es/,1130-0558,C
Zeitschrift fur Zahnarztliche Implantologie,0.102,Q4,4,0,65,https://www.scimagojr.com/journalsearch.php?q=21000195001&tip=sid&clean=0,0177-3348,C
Acta Stomatologica Naissi,0.10099999999999999,Q4,8,10,26,https://www.scimagojr.com/journalsearch.php?q=19600157923&tip=sid&clean=0,0352-5252/1820-1202,C
Journal of Japanese Dental Society of Anesthesiology,0.10099999999999999,Q4,5,0,110,http://wwwsoc.nii.ac.jp/jdsa/data/academic.html,Sin informacion,No
