Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Reviews of Geophysics,9.345 ,Q1,145,32,75,https://agupubs.onlinelibrary.wiley.com/journal/19449208?af=R,1944-9208/8755-1209,A1
Annual Review of Marine Science,7.193 ,Q1,87,23,64,https://www.annualreviews.org/journal/marine,1941-0611/1941-1405,A1
Living Reviews in Solar Physics,5.959 ,Q1,47,5,13,https://www.springer.com/journal/41116,1614-4961/2367-3648,A1
Astronomy and Astrophysics Review,5.860 ,Q1,60,8,26,https://www.springer.com/journal/159,0935-4956/1432-0754,A1
Nature Geoscience,5.685 ,Q1,183,221,709,http://www.nature.com/ngeo/index.html,1752-0894/1752-0908,A1
Earth System Science Data,4.532 ,Q1,48,102,231,https://www.earth-system-science-data.net/,1866-3508/1866-3516,A1
Current Climate Change Reports,3.945 ,Q1,25,33,88,https://www.springer.com/journal/40641,2198-6061,A1
Journal of Climate,3.823 ,Q1,270,459,1648,https://www.ametsoc.org/index.cfm/ams/publications/journals/journal-of-climate/,0894-8755/1520-0442,A1
Earth-Science Reviews,3.750 ,Q1,179,251,522,https://www.journals.elsevier.com/earth-science-reviews,Sin informacion,No
Bulletin of the American Meteorological Society,3.654 ,Q1,185,183,557,https://journals.ametsoc.org/toc/bams/current,0003-0007/1520-0477,A1
IEEE Geoscience and Remote Sensing Magazine,3.642 ,Q1,23,34,93,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6245518,Sin informacion,No
Remote Sensing of Environment,3.541 ,Q1,260,479,1351,https://www.journals.elsevier.com/remote-sensing-of-environment/,0034-4257/1879-0704,A1
WIREs Climate Change,3.527 ,Q1,65,55,163,https://onlinelibrary.wiley.com/journal/17577799,1757-7780/1757-7799,A1
"Astrophysical Journal, Supplement Series",3.335 ,Q1,231,147,613,https://iopscience.iop.org/journal/0067-0049,Sin informacion,No
Astrophysical Journal Letters,3.303 ,Q1,142,641,1727,https://iopscience.iop.org/journal/2041-8205,2041-8205/2041-8213,A1
Geoscientific Model Development,3.180 ,Q1,71,234,689,https://www.geoscientific-model-development.net/,1991-959X/1991-9603,A1
Transactions of the Institute of British Geographers,3.171 ,Q1,101,91,147,https://rgs-ibg.onlinelibrary.wiley.com/journal/14755661,0020-2754/1475-5661,A1
ISPRS Journal of Photogrammetry and Remote Sensing,3.122 ,Q1,126,221,632,https://www.journals.elsevier.com/isprs-journal-of-photogrammetry-and-remote-sensing,0924-2716/1872-8235,A1
Gondwana Research,3.033 ,Q1,124,155,608,https://www.journals.elsevier.com/gondwana-research,1342-937X/1878-0571,A1
Fish and Fisheries,3.001 ,Q1,100,75,211,https://onlinelibrary.wiley.com/journal/14672979#pane-01cbe741-499a-4611-874e-1061f1f4679e01,1467-2960/1467-2979,A1
Space Science Reviews,2.991 ,Q1,143,56,382,https://www.springer.com/journal/11214,0038-6308/1572-9672,A1
Earth and Planetary Science Letters,2.942 ,Q1,232,511,1769,https://www.journals.elsevier.com/earth-and-planetary-science-letters,0012-821X/1385-013X,A1
Global Biogeochemical Cycles,2.922 ,Q1,177,99,318,https://agupubs.onlinelibrary.wiley.com/journal/19449224,0886-6236/1944-9224,A1
Journal of Metamorphic Geology,2.784 ,Q1,108,52,162,https://onlinelibrary.wiley.com/journal/15251314,0263-4929/1525-1314,A1
Geology,2.754 ,Q1,205,309,906,https://pubs.geoscienceworld.org/geology,0091-7613/1943-2682,A1
Journal of Advances in Modeling Earth Systems,2.741 ,Q1,45,217,422,https://agupubs.onlinelibrary.wiley.com/journal/19422466,1942-2466,A1
Earth's Future,2.680 ,Q1,30,102,261,https://agupubs.onlinelibrary.wiley.com/journal/23284277,Sin informacion,No
IEEE Transactions on Geoscience and Remote Sensing,2.616 ,Q1,236,792,1704,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=36,0196-2892/1558-0644,A1
Atmospheric Chemistry and Physics,2.601 ,Q1,191,822,2674,https://www.atmospheric-chemistry-and-physics.net/,1680-7316/1680-7324,A1
Geochemical Perspectives Letters,2.573 ,Q1,18,16,104,https://www.geochemicalperspectivesletters.org/,2410-339X/2410-3403,A1
Journals of the Atmospheric Sciences,2.511 ,Q1,163,205,739,https://www.ametsoc.org/index.cfm/ams/publications/journals/journal-of-the-atmospheric-sciences/,0022-4928/1520-0469,A1
Precambrian Research,2.497 ,Q1,153,312,736,https://www.sciencedirect.com/journal/precambrian-research,0301-9268/1872-7433,A1
Geophysical Research Letters,2.442 ,Q1,259,1585,4383,https://agupubs.onlinelibrary.wiley.com/journal/19448007,0094-8276/1944-8007,A1
Geotechnique,2.408 ,Q1,126,93,256,https://www.icevirtuallibrary.com/loi/jgeot,0016-8505/1751-7656,A1
Astronomical Journal,2.374 ,Q1,229,424,1479,https://iopscience.iop.org/journal/1538-3881,0004-6256/1538-3881,A1
Cryosphere,2.353 ,Q1,71,191,602,https://www.the-cryosphere.net/,1994-0416/1994-0424,A1
International Journal of Coal Geology,2.352 ,Q1,123,151,568,https://www.sciencedirect.com/journal/international-journal-of-coal-geologyn,0166-5162/1872-7840,A1
Geobiology,2.336 ,Q1,67,46,133,https://onlinelibrary.wiley.com/journal/14724669,1472-4669/1472-4677,A1
Climate Dynamics,2.320 ,Q1,155,866,1513,http://www.springer.com/earth+sciences+%26+geography/geophysics/journal/382,0930-7575/1432-0894,A1
Geochimica et Cosmochimica Acta,2.302 ,Q1,229,523,1495,https://www.sciencedirect.com/journal/geochimica-et-cosmochimica-acta,0016-7037/0046-564X,A1
Journal of Petrology,2.302 ,Q1,159,64,254,https://academic.oup.com/petrology,0022-3530/1460-2415,A1
Journal of Physical Oceanography,2.292 ,Q1,136,189,561,https://www.ametsoc.org/ams/index.cfm/publications/journals/journal-of-physical-oceanography/,0022-3670/1520-0485,A1
Journal of Geodesy,2.285 ,Q1,87,166,258,https://www.springer.com/journal/190,0949-7714/1432-1394,A1
Monthly Weather Review,2.264 ,Q1,170,228,732,https://www.ametsoc.org/ams/index.cfm/publications/journals/monthly-weather-review/,0027-0644/1520-0493,A1
Journal of Geotechnical and Geoenvironmental Engineering - ASCE,2.254 ,Q1,142,194,610,https://ascelibrary.org/journal/jggefk,Sin informacion,No
Tectonics,2.249 ,Q1,128,200,506,http://www.agu.org/journals/tc/,0278-7407/1944-9194,A1
Surveys in Geophysics,2.236 ,Q1,70,76,151,https://www.springer.com/journal/10712,0169-3298/1573-0956,A1
Quaternary Science Reviews,2.235 ,Q1,173,432,1102,https://www.journals.elsevier.com/quaternary-science-reviews,0277-3791,A1
Acta Geotechnica,2.226 ,Q1,43,176,279,https://www.springer.com/journal/11440,1861-1125/1861-1133,A1
Geotextiles and Geomembranes,2.225 ,Q1,77,93,244,https://www.journals.elsevier.com/geotextiles-and-geomembranes,0266-1144/1879-3584,A1
Computers and Geotechnics,2.217 ,Q1,89,327,742,https://www.journals.elsevier.com/computers-and-geotechnics,0266-352X/1873-7633,A1
Earthquake Engineering and Structural Dynamics,2.204 ,Q1,115,84,428,https://onlinelibrary.wiley.com/journal/10969845,0098-8847/1096-9845,A1
Quarterly Journal of the Royal Meteorological Society,2.189 ,Q1,134,263,780,https://rmets.onlinelibrary.wiley.com/journal/1477870X,0035-9009/1477-870X,A1
Climate of the Past,2.185 ,Q1,71,111,352,https://www.clim-past.net/,1814-9324/1814-9332,A1
Astronomy and Astrophysics,2.174 ,Q1,272,1379,5535,http://www.aanda.org/,Sin informacion,No
Astrophysical Journal,2.144 ,Q1,400,3189,9077,http://iopscience.iop.org/journal/0004-637X,0004-637X/1538-4357,A1
Rock Mechanics and Rock Engineering,2.124 ,Q1,79,407,805,https://www.springer.com/journal/603,0723-2632,A1
Antipode,2.115 ,Q1,95,91,234,https://onlinelibrary.wiley.com/journal/14678330,0066-4812/1467-8330,A1
Journal of Hydrometeorology,2.101 ,Q1,114,132,457,https://www.ametsoc.org/index.cfm/ams/publications/journals/journal-of-hydrometeorology/,1525-7541/1525-755X,A1
Contributions to Mineralogy and Petrology,2.097 ,Q1,143,102,316,https://www.springer.com/journal/410,0010-7999/1432-0967,A1
Hydrology and Earth System Sciences,2.092 ,Q1,123,278,1026,https://www.hydrology-and-earth-system-sciences.net/,1027-5606/1607-7938,A1
Journal of Geophysical Research: Solid Earth,2.078 ,Q1,220,714,1625,https://agupubs.onlinelibrary.wiley.com/journal/21699356,Sin informacion,No
Engineering Geology,2.065 ,Q1,123,304,797,https://www.sciencedirect.com/journal/engineering-geology,0013-7952/1872-6917,A1
Lithos,2.045 ,Q1,155,388,1114,https://www.journals.elsevier.com/lithos,0024-4937/1872-6143,A1
New Astronomy Reviews,2.030 ,Q1,55,7,26,https://www.journals.elsevier.com/new-astronomy-reviews/,1387-6473/1872-9630,A1
Weather and Climate Extremes,2.025 ,Q1,28,43,80,https://www.journals.elsevier.com/weather-and-climate-extremes/,2212-0947,A1
Tunnelling and Underground Space Technology,1.969 ,Q1,86,369,817,http://www.elsevier.com/wps/find/journaldescription.cws_home/799/description#description,0886-7798,A1
Lithosphere,1.964 ,Q1,38,49,161,https://pubs.geoscienceworld.org/lithosphere,1941-8264/1947-4253,A1
Monthly Notices of the Royal Astronomical Society: Letters,1.964 ,Q1,93,109,491,https://academic.oup.com/mnrasl,Sin informacion,No
Bulletin of the Geological Society of America,1.943 ,Q1,144,90,316,https://pubs.geoscienceworld.org/gsabulletin,0016-7606/1943-2674,A1
Climate Services,1.942 ,Q1,13,29,66,https://www.journals.elsevier.com/climate-services,2405-8807,A1
Monthly Notices of the Royal Astronomical Society,1.937 ,Q1,301,3366,8865,https://academic.oup.com/mnras,0035-8711/1365-2966,A1
Canadian Geotechnical Journal,1.934 ,Q1,109,165,480,http://www.nrcresearchpress.com/journal/cgj,0008-3674/1208-6010,A1
"Geochemistry, Geophysics, Geosystems",1.933 ,Q1,129,326,835,https://agupubs.onlinelibrary.wiley.com/journal/15252027,Sin informacion,No
Publications of the Astronomical Society of Australia,1.933 ,Q1,53,36,165,https://www.cambridge.org/core/journals/publications-of-the-astronomical-society-of-australia,1323-3580/1448-6083,A1
Paleoceanography and Paleoclimatology,1.927 ,Q1,124,127,267,https://agupubs.onlinelibrary.wiley.com/journal/25724525,2572-4517/2572-4525,A1
American Journal of Science,1.911 ,Q1,106,27,96,http://www.ajsonline.org/,0002-9599/1945-452X,A1
Limnology and Oceanography,1.910 ,Q1,189,250,615,https://aslopubs.onlinelibrary.wiley.com/journal/19395590,0024-3590/1939-5590,A1
Climatic Change,1.908 ,Q1,175,259,813,https://www.springer.com/journal/10584/,0165-0009/1573-1480,A1
Quaternary Geochronology,1.895 ,Q1,61,88,200,https://www.sciencedirect.com/journal/quaternary-geochronology,1871-1014/1878-0350,A1
Climate Policy,1.889 ,Q1,62,132,269,https://www.tandfonline.com/loi/tcpo20,1469-3062/1752-7457,A1
Earth System Dynamics,1.883 ,Q1,33,49,209,https://www.earth-system-dynamics.net/,2190-4979/2190-4987,A1
GSA Today,1.883 ,Q1,73,8,58,https://www.geosociety.org/GSA/Publications/GSA_Today/GSA/GSAToday/Home.aspx,1052-5173,A1
Landslides,1.880 ,Q1,72,202,469,https://www.springer.com/journal/10346,1612-510X/1612-5118,A1
Icarus,1.837 ,Q1,142,468,1205,https://www.sciencedirect.com/journal/icarus,0019-1035/1090-2643,A1
Agricultural and Forest Meteorology,1.836 ,Q1,155,381,888,https://www.journals.elsevier.com/agricultural-and-forest-meteorology,0168-1923/1873-2240,A1
Georisk,1.822 ,Q1,23,52,69,https://www.tandfonline.com/toc/ngrk20/current,1749-9518/1749-9526,A1
International Journal of Rock Mechanics and Minings Sciences,1.810 ,Q1,143,202,616,https://www.sciencedirect.com/journal/international-journal-of-rock-mechanics-and-mining-sciences,1365-1609/1873-4545,A1
Progress in Oceanography,1.803 ,Q1,127,180,350,https://www.sciencedirect.com/journal/progress-in-oceanography,0079-6611,A1
Soil and Tillage Research,1.791 ,Q1,128,330,579,https://www.journals.elsevier.com/soil-and-tillage-research,0167-1987/1879-3444,A1
Shiyou Kantan Yu Kaifa/Petroleum Exploration and Development,1.783 ,Q1,46,120,350,http://syktykf.alljournals.ac.cn/syktykfen/ch/chttp://www.cpedm.com/CN/volumn/home.shtml,Sin informacion,No
International Journal of Geomechanics,1.774 ,Q1,56,196,839,https://ascelibrary.org/journal/ijgnai,1532-3641/1943-5622,A1
Biogeosciences,1.761 ,Q1,118,273,1191,https://www.biogeosciences.net/,1726-4170/1726-4189,A1
Global and Planetary Change,1.756 ,Q1,124,187,484,https://www.sciencedirect.com/journal/global-and-planetary-change,0921-8181/1872-6364,A1
Journal of Geophysical Research,1.734 ,Q1,316,2606,7902,https://agupubs.onlinelibrary.wiley.com/journal/21562202,0148-0227/2156-2202,A1
Weather and Forecasting,1.734 ,Q1,97,109,326,https://www.ametsoc.org/ams/index.cfm/publications/journals/weather-and-forecasting/,0882-8156/1520-0434,A1
Ocean Modelling,1.709 ,Q1,78,84,316,https://www.journals.elsevier.com/ocean-modelling,1463-5003/1463-5011,A1
Geosphere,1.690 ,Q1,55,95,314,https://www.geosociety.org/GSA/Publications/Journals/Geosphere/GSA/Pubs/geosphere/home.aspx,1553-040X,A1
Annals of the American Association of Geographers,1.689 ,Q1,110,162,312,https://www.tandfonline.com/toc/raag20/current,2469-4452/2469-4460,A1
