Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
International Journal of Leadership in Education,0.740 ,Q2,34,110,143,https://www.tandfonline.com/loi/tedl20,1360-3124/1464-5092,A1
Career Development and Transition for Exceptional Individuals,0.739 ,Q2,9,33,87,https://journals.sagepub.com/home/cde,2165-1434/2165-1442,A1
Journal of Macromarketing,0.736 ,Q2,51,33,95,http://jmk.sagepub.com/,0276-1467/1552-6534,A2
Journal of Education and Work,0.731 ,Q2,32,45,153,http://www.informaworld.com/smpp/title~content=t713430545~db=all,1363-9080/1469-9435,A1
International Journal of Management Science and Engineering Management,0.729 ,Q2,22,39,85,https://www.tandfonline.com/toc/tmse20/current,1750-9653/1750-9661,A1
School Leadership and Management,0.727 ,Q2,42,37,91,https://www.tandfonline.com/toc/cslm20/current,1363-2434/1364-2626,A1
International Journal of Design,0.720 ,Q2,35,18,55,http://www.ijdesign.org/index.php/IJDesign,1991-3761/1994-036X,A1
"Journal of Law, Finance, and Accounting",0.720 ,Q2,4,0,18,https://www.scimagojr.com/journalsearch.php?q=21100945159&tip=sid&clean=0,Sin informacion,No
Asia Pacific Journal of Tourism Research,0.719 ,Q2,33,91,265,https://www.tandfonline.com/loi/rapt20,1094-1665/1741-6507,A1
Journal of Pension Economics and Finance,0.719 ,Q2,26,51,68,https://www.scimagojr.com/journalsearch.php?q=19400158573&tip=sid&clean=0,1474-7472/1475-3022,A2
Quarterly Journal of Finance,0.709 ,Q2,16,22,61,https://www.worldscientific.com/worldscinet/qjf,2010-1392/2010-1406,A2
"Journal of Accounting, Auditing and Finance",0.701 ,Q2,47,21,89,https://journals.sagepub.com/home/jaf,Sin informacion,No
International Journal of Sport Policy and Politics,0.693 ,Q2,26,46,140,https://www.scimagojr.com/journalsearch.php?q=19700201530&tip=sid&clean=0,1940-6940/1940-6959,A1
Research and Practice in Technology Enhanced Learning,0.691 ,Q2,11,26,67,https://www.scimagojr.com/journalsearch.php?q=21100899309&tip=sid&clean=0,1793-7078,A1
Journal of Brand Management,0.685 ,Q2,44,59,132,https://www.palgrave.com/gp/journal/41262,1350-231X/1479-1803,A2
Human Performance,0.684 ,Q2,69,13,56,https://www.tandfonline.com/loi/hhup20,0895-9285/1532-7043,A2
Cooperation and Conflict,0.680 ,Q2,38,33,89,https://journals.sagepub.com/home/cac,0010-8367/1460-3691,A1
European Journal of Innovation Management,0.678 ,Q2,57,89,91,https://www.emeraldgrouppublishing.com/ejim.htm,1460-1060/1758-7115,A2
International Journal of Consumer Studies,0.678 ,Q2,64,54,244,https://onlinelibrary.wiley.com/journal/14706431,Sin informacion,No
Operational Research,0.670 ,Q2,18,129,202,http://www.springer.com/business+%26+management/operations+research/journal/12351,1109-2858/1866-1505,A2
Journal of Communication Management,0.663 ,Q2,35,27,82,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=jcom,1363-254X/1478-0852,A1
National Tax Journal,0.656 ,Q2,55,0,69,https://ntanet.org/publications/ntj/,0028-0283/1944-7477,A2
Journal of Forecasting,0.654 ,Q2,55,70,171,http://www3.interscience.wiley.com/journal/2966/home,0277-6693/1099-131X,A2
Negotiation and Conflict Management Research,0.653 ,Q2,12,34,58,https://www.scimagojr.com/journalsearch.php?q=21100255510&tip=sid&clean=0,1750-4708/1750-4716,A1
Journal of Promotion Management,0.650 ,Q2,24,53,149,http://www.informaworld.com/smpp/title~content=t792306911~db=all,1049-6491,A2
Tourism and Hospitality Research,0.647 ,Q2,36,59,104,http://journals.sagepub.com/home/thr,1467-3584/1742-9692,A1
Advanced Manufacturing: Polymer and Composites Science,0.642 ,Q2,9,20,33,https://www.scimagojr.com/journalsearch.php?q=21100901154&tip=sid&clean=0,Sin informacion,No
Big Data Research,0.640 ,Q2,21,17,78,https://www.journals.elsevier.com/big-data-research,2214-5796,A1
International Journal of Conflict Management,0.634 ,Q2,50,49,86,https://www.emeraldgrouppublishing.com/ijcma.htm,1044-4068/1758-8545,A1
Journal of Real Estate Finance and Economics,0.634 ,Q2,58,80,145,http://www.springer.com/economics/regional+science/journal/11146,0895-5638/1573-045X,A1
Journal of Outdoor Recreation and Tourism,0.632 ,Q2,17,48,108,https://www.journals.elsevier.com/journal-of-outdoor-recreation-and-tourism,2213-0780/2213-0799,A2
Journal of Political Marketing,0.632 ,Q2,23,29,81,http://www.informaworld.com/smpp/title~content=t792306945~db=all,1537-7857/1537-7865,A1
Service Industries Journal,0.629 ,Q2,62,90,176,https://www.tandfonline.com/toc/fsij20/current,0264-2069/1743-9507,A2
Corporate Communications,0.627 ,Q2,52,51,105,https://www.emeraldgrouppublishing.com/ccij.htm,1356-3289/1758-6046,A2
Technology Analysis and Strategic Management,0.627 ,Q2,64,124,271,https://www.tandfonline.com/loi/ctas20,0953-7325/1465-3990,A2
Journal of Marketing Theory and Practice,0.623 ,Q2,41,28,80,https://www.tandfonline.com/loi/mmtp20,1069-6679,A2
Advances in Production Engineering And Management,0.622 ,Q2,14,38,102,http://apem-journal.org/,1854-6250/1855-6531,A1
International Journal of Accounting Information Systems,0.619 ,Q2,48,16,55,https://www.journals.elsevier.com/international-journal-of-accounting-information-systems,1467-0895/1873-4723,A2
"Journal of Management, Spirituality and Religion",0.617 ,Q2,21,24,71,https://www.tandfonline.com/loi/rmsr20,Sin informacion,No
Marketing Intelligence and Planning,0.616 ,Q2,64,92,163,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=mip,0263-4503/1758-8049,A2
International Journal of Heritage Studies,0.613 ,Q2,39,113,205,https://www.tandfonline.com/toc/rjhs20/current,1352-7258/1470-3610,A1
Tourism Economics,0.611 ,Q2,55,144,276,http://www.ippublishing.com/te.htm,1354-8166/2044-0375,A1
Accounting History,0.610 ,Q2,27,47,83,https://journals.sagepub.com/home/ach,1032-3732/1749-3374,A1
Interfaces,0.609 ,Q2,62,33,124,https://pubsonline.informs.org/journal/inte,0092-2102/1526-551X,A2
Journal of Quality Assurance in Hospitality and Tourism,0.602 ,Q2,26,48,79,https://www.tandfonline.com/loi/wqah20,1528-008X,A2
Review of International Business and Strategy,0.599 ,Q2,25,22,74,http://emeraldgrouppublishing.com/products/journals/journals.htm?id=ribs,2059-6014,A2
Journal of Place Management and Development,0.598 ,Q2,25,42,92,https://www.emeraldgrouppublishing.com/journal/jpmd,1753-8335/1753-8343,A1
Leisure Sciences,0.597 ,Q2,62,78,131,http://www.informaworld.com/smpp/title~content=t713773100~db=all,0149-0400/1521-0588,A1
Journal of Ecotourism,0.595 ,Q2,33,42,59,http://www.informaworld.com/smpp/title~content=t794297788~db=all,1472-4049/1747-7638,A1
World Economy,0.592 ,Q2,64,168,375,http://www.wiley.com/bw/journal.asp?ref=0378-5920,0378-5920/1467-9701,A1
Business and Politics,0.588 ,Q2,28,22,63,http://www.bepress.com/bap/,1369-5258/1469-3569,A1
Journal of Social Marketing,0.588 ,Q2,22,29,72,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=jsocm,2042-6763/2042-6771,A2
European Management Review,0.586 ,Q2,29,102,92,http://www.palgrave-journals.com/emr/index.html,1740-4754/1740-4762,A2
Scandinavian Journal of Management,0.585 ,Q2,54,26,75,https://www.journals.elsevier.com/scandinavian-journal-of-management,0956-5221/1873-3387,A2
Journal of Contemporary Accounting and Economics,0.581 ,Q2,18,24,60,https://www.scimagojr.com/journalsearch.php?q=19500157013&tip=sid&clean=0,1815-5669,A2
Journal of Organizational Effectiveness,0.581 ,Q2,10,16,66,https://www.scimagojr.com/journalsearch.php?q=21100872102&tip=sid&clean=0,2051-6614/2051-6622,A2
Journal of Global Fashion Marketing,0.579 ,Q2,17,26,69,https://www.tandfonline.com/toc/rgfm20/current,2093-2685/2325-4483,A1
Journal of Risk Research,0.579 ,Q2,55,173,278,http://www.informaworld.com/smpp/title~content=t713685794~db=all,1366-9877/1466-4461,A1
Journal of Contextual Behavioral Science,0.578 ,Q2,21,84,143,https://www.scimagojr.com/journalsearch.php?q=21100222556&tip=sid&clean=0,2212-1447/2212-1455,A2
Group Decision and Negotiation,0.577 ,Q2,57,49,159,http://www.springer.com/business+%26+management/operations+research/journal/10726#,0926-2644/1572-9907,A1
JMM International Journal on Media Management,0.575 ,Q2,18,10,40,https://www.scimagojr.com/journalsearch.php?q=19400158466&tip=sid&clean=0,1424-1250/1424-1277,A2
Corporate Governance (Bingley),0.574 ,Q2,53,83,163,https://www.emeraldgrouppublishing.com/cg.htm,Sin informacion,No
Journal of Entrepreneurship,0.574 ,Q2,15,12,33,https://journals.sagepub.com/home/joe,0971-3557/0973-0745,A2
International Journal of Construction Management,0.571 ,Q2,19,179,156,https://www.tandfonline.com/toc/tjcm20/current,1562-3599,A2
International Journal of Quality and Reliability Management,0.569 ,Q2,82,129,281,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=ijqrm,0265-671X,A2
Journal of Advanced Transportation,0.569 ,Q2,38,214,592,https://www.hindawi.com/journals/jat/contents/,0197-6729/2042-3195,A1
Agricultural Finance Review,0.568 ,Q2,21,59,104,https://www.emeraldinsight.com/loi/afr,0002-1466/2041-6326,A1
International Journal of Educational Management,0.567 ,Q2,47,159,245,https://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=IJEM,0951-354X,A2
Journal of Modelling in Management,0.566 ,Q2,24,59,130,https://www.emeraldinsight.com/journal/jm2,1746-5664/1746-5672,A2
Technology in Society,0.566 ,Q2,47,105,177,https://www.journals.elsevier.com/technology-in-society,0160-791X/1879-3274,A1
Journal of Workplace Learning,0.565 ,Q2,47,34,105,https://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=JWL,1366-5626/1758-7859,A2
Leisure Studies,0.565 ,Q2,61,86,171,https://www.tandfonline.com/toc/rlst20/current,0261-4367/1466-4496,A2
Journal of Career Development,0.564 ,Q2,41,104,128,http://jcd.sagepub.com/,0894-8453/1556-0856,A2
Journal of Interactive Advertising,0.564 ,Q2,4,21,13,https://www.scimagojr.com/journalsearch.php?q=21100886545&tip=sid&clean=0,1525-2019,A2
Applied Stochastic Models in Business and Industry,0.563 ,Q2,36,108,216,http://www3.interscience.wiley.com/journal/117943444/grouphome/home.html,1524-1904/1526-4025,A2
International Journal of Hospitality and Tourism Administration,0.557 ,Q2,26,38,83,http://www.informaworld.com/smpp/title~content=t792306898~db=all,1525-6480/1525-6499,A2
Journal of Management and Governance,0.555 ,Q2,47,67,117,https://link.springer.com/journal/10997,1385-3457/1572-963X,A2
Public Personnel Management,0.555 ,Q2,42,41,60,https://www.scimagojr.com/journalsearch.php?q=25468&tip=sid&clean=0,0091-0260/1945-7421,A2
International Journal of Event and Festival Management,0.554 ,Q2,22,22,59,https://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=IJEFM,1758-2954/1758-2962,A2
Transfer,0.554 ,Q2,20,35,127,https://www.scimagojr.com/journalsearch.php?q=21100197939&tip=sid&clean=0,1024-2589/1996-7284,A2
Benchmarking,0.553 ,Q2,57,189,393,https://www.emeraldgrouppublishing.com/journal/bij?id=bij,1463-5771,A2
Evaluation and Program Planning,0.553 ,Q2,58,113,349,http://www.elsevier.com/wps/find/journaldescription.cws_home/593/description#description,0149-7189/1873-7870,A2
NanoEthics,0.552 ,Q2,26,27,76,http://www.springer.com/sociology/applied+ethics/journal/11569,1871-4757/1871-4765,A1
IZA Journal of Labor Policy,0.551 ,Q2,13,8,49,https://izajolp.springeropen.com/,2193-9004,A2
"Human Service Organizations Management, Leadership and Governance",0.549 ,Q2,12,33,126,https://www.tandfonline.com/loi/wasw21,Sin informacion,No
Asian Journal of Shipping and Logistics,0.544 ,Q2,16,34,102,https://www.scimagojr.com/journalsearch.php?q=21100235632&tip=sid&clean=0,2092-5212,A2
Construction Economics and Building,0.543 ,Q2,18,11,71,https://epress.lib.uts.edu.au/journals/index.php/AJCEB,2204-9029,A2
Journal of Civil Engineering and Management,0.543 ,Q2,43,49,268,https://journals.vgtu.lt/index.php/JCEM,1392-3730/1822-3605,A2
Journal of International Studies,0.541 ,Q2,15,88,238,https://www.jois.eu/,2071-8330/2306-3483,A2
Qualitative Market Research,0.541 ,Q2,51,46,79,https://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=QMR,Sin informacion,No
Tourism Recreation Research,0.541 ,Q2,41,63,139,https://www.tandfonline.com/toc/rtrr20/current,0250-8281/2320-0308,A1
Annals of Leisure Research,0.540 ,Q2,19,76,114,https://www.scimagojr.com/journalsearch.php?q=21100331602&tip=sid&clean=0,1174-5398/2159-6816,A1
Learning Organization,0.540 ,Q2,54,55,110,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=tlo,0969-6474,A2
International Labour Review,0.537 ,Q2,45,29,81,http://www.wiley.com/bw/journal.asp?ref=0020-7780,0020-7780/1564-913X,A2
Business Economics,0.535 ,Q2,12,32,97,http://www.springer.com/economics/journal/11369,0007-666X/1554-432X,A2
Journal of Co-operative Organization and Management,0.534 ,Q2,11,12,37,https://www.scimagojr.com/journalsearch.php?q=21100247045&tip=sid&clean=0,Sin informacion,No
Asia and the Pacific Policy Studies,0.533 ,Q2,12,22,140,https://onlinelibrary.wiley.com/journal/20502680,2050-2680,A1
Journal of Health Organization and Management,0.532 ,Q2,38,68,186,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=jhom,1477-7266/1758-7247,A2
Journal of Internet Commerce,0.532 ,Q2,24,20,57,http://www.informaworld.com/smpp/title~content=t792306872~db=all,1533-2861/1533-287X,A2
Journal of Media Business Studies,0.531 ,Q2,17,26,52,https://www.scimagojr.com/journalsearch.php?q=21100218042&tip=sid&clean=0,1652-2354,A2
Sport Mont,0.529 ,Q2,9,60,80,http://www.sportmont.ucg.ac.me/,1451-7485/2337-0351,A2
Records Management Journal,0.527 ,Q2,19,27,57,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=rmj,0956-5698,A1
Journal of Social Entrepreneurship,0.521 ,Q2,23,45,52,https://www.scimagojr.com/journalsearch.php?q=19700201531&tip=sid&clean=0,1942-0676/1942-0684,A2
Tourism Planning and Development,0.521 ,Q2,27,58,105,https://www.tandfonline.com/loi/rthp21,2156-8316/2156-8324,A2
Accounting Education,0.520 ,Q2,35,31,88,https://www.tandfonline.com/loi/raed20,0963-9284/1468-4489,A2
China Journal of Accounting Research,0.520 ,Q2,11,21,54,https://www.journals.elsevier.com/china-journal-of-accounting-research,1755-3091,A2
Journal of Family Business Management,0.518 ,Q2,13,44,54,https://www.scimagojr.com/journalsearch.php?q=21100890158&tip=sid&clean=0,2043-6238/2043-6246,A1
Journal of Management Development,0.516 ,Q2,55,65,223,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=jmd,0262-1711/1758-7492,A1
Current Issues in Auditing,0.515 ,Q2,9,11,36,https://www.scimagojr.com/journalsearch.php?q=19900193667&tip=sid&clean=0,1936-1270,A2
Spanish Journal of Marketing - ESIC,0.512 ,Q2,7,21,48,http://www.emeraldgrouppublishing.com/services/publishing/sjme/index.htm,Sin informacion,No
Management Research Review,0.510 ,Q2,47,111,213,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=mrr,2040-8269,A2
Asia Pacific Journal of Marketing and Logistics,0.508 ,Q2,42,153,193,https://www.emeraldgrouppublishing.com/apjml.htm,1355-5855/1758-4248,A2
Journal of Multi-Criteria Decision Analysis,0.508 ,Q2,46,32,55,https://onlinelibrary.wiley.com/journal/10991360,Sin informacion,No
Supply Chain Forum,0.506 ,Q2,10,25,77,https://www.scimagojr.com/journalsearch.php?q=21100299408&tip=sid&clean=0,1624-6039/1625-8312,A2
Journal of Enterprising Communities,0.505 ,Q2,22,47,90,https://www.scimagojr.com/journalsearch.php?q=19200156950&tip=sid&clean=0,1750-6204,A2
Journal of Management and Organization,0.505 ,Q2,30,129,192,https://www.cambridge.org/core/journals/journal-of-management-and-organization,1833-3672/1839-3527,A2
Sport Marketing Quarterly,0.505 ,Q2,5,0,46,http://fitpublishing.com/journals/SMQ/about-smq,1061-6934/1557-2528,A2
Journal of Human Resources in Hospitality and Tourism,0.503 ,Q2,23,24,73,https://www.tandfonline.com/loi/whrh20,1533-2845/1533-2853,A2
Journal of Industrial Engineering and Management,0.503 ,Q2,27,28,141,http://www.jiem.org/index.php/jiem,2013-0953/2013-8423,A2
Journal of Business Economics,0.502 ,Q2,17,57,123,https://www.springer.com/journal/11573,0044-2372,A2
International Journal of Knowledge-Based Development,0.498 ,Q2,18,15,66,https://www.scimagojr.com/journalsearch.php?q=21100220467&tip=sid&clean=0,Sin informacion,No
International Journal of Shipping and Transport Logistics,0.495 ,Q2,20,26,99,https://www.scimagojr.com/journalsearch.php?q=19700187506&tip=sid&clean=0,1756-6517/1756-6525,A2
International Journal of Accounting and Information Management,0.494 ,Q2,19,33,73,https://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=IJAIM,1758-9037/1834-7649,A1
Journal of Business Strategy,0.493 ,Q2,36,76,129,https://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=JBS,0275-6668,A2
Asia Pacific Management Review,0.491 ,Q2,15,42,87,https://www.journals.elsevier.com/asia-pacific-management-review,1029-3132,A2
International Journal of Innovation Management,0.491 ,Q2,39,137,258,http://www.worldscinet.com/ijim/ijim.shtml,1363-9196,A2
Journal of Business Cycle Research,0.490 ,Q2,3,7,29,https://www.springer.com/journal/41549,2509-7962/2509-7970,A2
Journal of Emerging Technologies in Accounting,0.490 ,Q2,11,12,73,https://www.scimagojr.com/journalsearch.php?q=19900193217&tip=sid&clean=0,1554-1908/1558-7940,A2
Management (France),0.490 ,Q2,21,41,86,https://www.management-aims.com/index.php?l=en,Sin informacion,No
Logistics Research,0.489 ,Q2,18,10,47,https://www.scimagojr.com/journalsearch.php?q=19400158510&tip=sid&clean=0,1865-035X/1865-0368,A2
Publishing Research Quarterly,0.487 ,Q2,14,48,120,https://www.scimagojr.com/journalsearch.php?q=5700153460&tip=sid&clean=0,1053-8801/1936-4792,A1
Economics and Sociology,0.485 ,Q2,17,83,254,https://www.economics-sociology.eu/,2071-789X/2306-3459,A1
Journal of Entrepreneurship in Emerging Economies,0.483 ,Q2,13,43,59,https://www.emerald.com/insight/publication/issn/2053-4604,2053-4604/2053-4612,A1
Journal of Property Investment and Finance,0.483 ,Q2,33,58,122,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=jpif,1463-578X,A1
Strategic Change,0.483 ,Q2,12,51,154,https://onlinelibrary.wiley.com/journal/10991697,1086-1718/1099-1697,A2
System Dynamics Review,0.483 ,Q2,55,20,51,https://onlinelibrary.wiley.com/journal/10991727,0883-7066/1099-1727,A2
Journal of Management Control,0.482 ,Q2,15,15,53,https://www.springer.com/journal/187,2191-4761/2191-477X,A2
Journal of Accounting Education,0.481 ,Q2,32,26,69,https://www.journals.elsevier.com/journal-of-accounting-education/,0748-5751,A2
International Journal of Public Administration,0.480 ,Q2,41,181,335,https://www.tandfonline.com/toc/lpad20/current,0190-0692/1532-4265,A2
"International Journal of Mining, Reclamation and Environment",0.479 ,Q2,19,54,104,http://www.informaworld.com/smpp/title~content=t713658227~db=all,Sin informacion,No
Australasian Marketing Journal,0.478 ,Q2,32,42,143,http://www.marketing.unsw.edu.au/nps/servlet/portalservice?GI_ID=System.LoggedOutInheritableArea&maxWnd=_News_AustralasianMarketingJournal,1441-3582/1839-3349,A2
Accounting History Review,0.477 ,Q2,19,17,41,https://www.tandfonline.com/loi/rabf21,2155-2851/2155-286X,A1
Business Information Review,0.477 ,Q2,14,21,85,http://bir.sagepub.com/,0266-3821,A1
Journal of Food Products Marketing,0.477 ,Q2,22,45,161,http://www.informaworld.com/smpp/title~content=t792304003~db=all,1045-4446/1540-4102,A2
Management Review Quarterly,0.477 ,Q2,16,28,30,https://www.springer.com/business+%26+management/journal/11301,2198-1620/2198-1639,A2
International Journal of Gender and Entrepreneurship,0.476 ,Q2,25,24,59,https://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=IJGE,1756-6266/1756-6274,A2
Journal of International Consumer Marketing,0.473 ,Q2,42,39,88,http://www.informaworld.com/smpp/title~content=t792306871~db=all,0896-1530/1528-7068,A2
Baltic Journal of Management,0.470 ,Q2,25,46,83,https://www.emeraldgrouppublishing.com/journal/bjm,1746-5265/1746-5273,A2
Journal of Teaching and Learning for Graduate Employability,0.470 ,Q2,3,20,7,https://www.scimagojr.com/journalsearch.php?q=21100901479&tip=sid&clean=0,1838-3815,A2
Tourism Analysis,0.470 ,Q2,33,36,149,https://cognizantcommunication.com/publication/tourism-analysis-an-interdisciplinary-tourism-hospitality-journal/,1083-5423/1943-3999,A2
Innovation,0.469 ,Q2,32,42,109,http://www.informaworld.com/smpp/title~content=t713424882~db=all,1351-1610/1469-8412,A2
Managerial Auditing Journal,0.468 ,Q2,52,69,118,https://www.emeraldgrouppublishing.com/maj.htm,0268-6902/1758-7735,A1
"International Journal of Culture, Tourism, and Hospitality Research",0.466 ,Q2,28,43,104,https://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=IJCTHR,Sin informacion,No
Journal of European Real Estate Research,0.466 ,Q2,13,24,63,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=jerer,1753-9269/1753-9277,A2
Journal of International Financial Management and Accounting,0.466 ,Q2,35,15,35,http://www.wiley.com/bw/journal.asp?ref=0954-1314,0954-1314/1467-646X,A2
Space and Culture,0.466 ,Q2,34,70,139,http://sac.sagepub.com/,1206-3312/1552-8308,A1
Evidence-based HRM,0.464 ,Q2,9,31,58,https://www.emeraldinsight.com/loi/ebhrm,Sin informacion,No
Human Resource Development International,0.464 ,Q2,45,39,87,https://www.tandfonline.com/toc/rhrd20/current,1367-8868/1469-8374,A2
Labour,0.463 ,Q2,33,27,65,http://www.wiley.com/bw/journal.asp?ref=1121-7081,1121-7081/1467-9914,A1
Security Journal,0.463 ,Q2,20,62,141,http://www.palgrave-journals.com/sj/index.html,0955-1662/1743-4645,A1
Journal of Heritage Tourism,0.462 ,Q2,27,58,105,https://www.tandfonline.com/toc/rjht20/current,1743-873X/1747-6631,A1
Knowledge Management Research and Practice,0.462 ,Q2,34,68,129,http://www.palgrave-journals.com/kmrp/index.html,1477-8238/1477-8246,A2
Harvard Business Review,0.461 ,Q2,170,89,383,https://hbr.org/magazine,0017-8012,A1
Service Oriented Computing and Applications,0.460 ,Q2,24,29,76,http://www.springer.com/computer+science/communication+networks/journal/11761,1863-2386/1863-2394,A2
International Food and Agribusiness Management Review,0.459 ,Q2,33,50,164,https://www.wageningenacademic.com/loi/ifamr,1096-7508/1559-2448,A2
European Journal of Law and Economics,0.458 ,Q2,28,40,136,http://www.springer.com/economics/law+%26+economics/journal/10657,0929-1261/1572-9990,A1
Journal of Business Economics and Management,0.458 ,Q2,33,62,192,https://journals.vgtu.lt/index.php/JBEM,1611-1699/2029-4433,A2
Management and Organizational History,0.458 ,Q2,21,23,65,https://www.tandfonline.com/toc/rmor20/current,1744-9359/1744-9367,A1
Asian Business and Management,0.457 ,Q2,18,49,48,http://www.palgrave-journals.com/abm/index.html,1472-4782/1476-9328,A2
International Journal of Arts Management,0.456 ,Q2,11,26,57,https://www.gestiondesarts.com/fr/ijam/#.XdAvotVKi01,1480-8986,A1
Disaster Prevention & Management,0.455 ,Q2,49,92,138,https://www.emerald.com/insight/publication/issn/0965-3562,Sin informacion,No
Journal of Management Analytics,0.454 ,Q2,13,22,55,https://www.scimagojr.com/journalsearch.php?q=21100886542&tip=sid&clean=0,2327-0012/2327-0039,A2
International Journal of Entrepreneurship and Innovation,0.453 ,Q2,14,34,79,https://www.scimagojr.com/journalsearch.php?q=21100286465&tip=sid&clean=0,1465-7503/2043-6882,A2
Autex Research Journal,0.452 ,Q2,30,87,134,http://www.autexrj.org/,1470-9589/2300-0929,A2
