Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Statistical Papers,1.077 ,Q2,33,168,259,https://www.springer.com/journal/362,0932-5026/1613-9798,A1
Quality and Reliability Engineering International,1.028 ,Q2,56,173,569,https://onlinelibrary.wiley.com/journal/10991638,0748-8017/1099-1638,A1
Decision,1.024 ,Q2,13,22,78,https://www.apa.org/pubs/journals/dec/,2325-9965/2325-9973,A1
Random Matrices: Theory and Application,1.023 ,Q2,14,45,53,https://www.worldscientific.com/worldscinet/rmta,Sin informacion,No
Mathematics and Financial Economics,1.022 ,Q2,19,26,70,http://www.springer.com/mathematics/quantitative+finance/journal/11579,1862-9660/1862-9679,A1
International Transactions in Operational Research,1.018 ,Q2,48,165,247,https://onlinelibrary.wiley.com/journal/14753995,0969-6016/1475-3995,A1
Journal of the Royal Statistical Society. Series C: Applied Statistics,1.014 ,Q2,69,82,158,http://www.wiley.com/bw/journal.asp?ref=0035-9254,Sin informacion,No
Journal of Mixed Methods Research,1.007 ,Q2,42,46,81,https://journals.sagepub.com/home/mmr,1558-6898/1558-6901,A1
Electronic Communications in Probability,1.003 ,Q2,31,77,257,https://projecteuclid.org/euclid.ecp,1083-589X,A2
Biometrical Journal,0.966 ,Q2,59,122,275,http://www3.interscience.wiley.com/journal/117861849/grouphome/home.html,0323-3847/1521-4036,A1
International Journal of Biostatistics,0.960 ,Q2,33,24,68,https://www.degruyter.com/view/j/ijb?lang=en,1557-4679/2194-573X,A1
Journal of Survey Statistics and Methodology,0.953 ,Q2,12,12,73,https://academic.oup.com/jssam,2325-0984/2325-0992,A1
Journal of the Operational Research Society,0.951 ,Q2,101,281,403,https://www.tandfonline.com/loi/tjor20,0160-5682/1476-9360,A1
International Journal of Lean Six Sigma,0.938 ,Q2,31,56,77,http://www.emeraldgrouppublishing.com/products/journals/journals.htm?id=ijlss,2040-4166/2040-4174,A1
Journal of Global Optimization,0.938 ,Q2,80,144,376,http://www.springer.com/business+%26+management/operations+research/journal/10898,0925-5001/1573-2916,A1
MIT Sloan Management Review,0.925 ,Q2,95,61,226,http://sloanreview.mit.edu/the-magazine/2010-winter/,1532-9194,A1
