Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Karbala International Journal of Modern Science,0.334 ,Q2,13,32,108,https://www.scimagojr.com/journalsearch.php?q=21100897136&tip=sid&clean=0,2405-609X/2405-6103,A2
Arabian Journal for Science and Engineering,0.327 ,Q2,37,854,1487,https://www.springer.com/engineering/journal/13369,2191-4281/2193-567X,A2
Hunan Daxue Xuebao/Journal of Hunan University Natural Sciences,0.317 ,Q2,15,209,794,https://www.scimagojr.com/journalsearch.php?q=22386&tip=sid&clean=0,Sin informacion,No
Transactions of the Royal Society of South Africa,0.309 ,Q2,22,37,71,https://www.tandfonline.com/loi/ttrs20,0035-919X/2154-0098,A2
Kuwait Journal of Science,0.308 ,Q2,10,38,165,https://journalskuwait.org/kjs/index.php/KJS,2307-4108/2307-4116,A2
Acta Polytechnica Hungarica,0.298 ,Q2,28,113,294,http://www.uni-obuda.hu/journal/,1785-8860/2064-2687,A2
Sadhana - Academy Proceedings in Engineering Sciences,0.282 ,Q2,46,243,514,https://www.springer.com/journal/12046,Sin informacion,No
Advances in Complex Systems,0.275 ,Q2,30,22,60,http://www.worldscinet.com/acs/acs.shtml,0219-5259/1793-6802,A2
Science Progress,0.271 ,Q2,33,73,81,https://journals.sagepub.com/home/scia,0036-8504/2047-7163,A2
Foundations of Science,0.269 ,Q2,23,71,177,http://www.springer.com/philosophy/philosophy+of+sciences/journal/10699,1233-1821/1572-8471,A2
Perspectives on Science,0.256 ,Q2,22,24,99,https://www.scimagojr.com/journalsearch.php?q=5600155094&tip=sid&clean=0,1063-6145/1530-9274,A2
Sains Malaysiana,0.250 ,Q2,26,298,860,http://www.ukm.my/jsm/,0126-6039,A2
"International Journal of Service Science, Management, Engineering, and Technology",0.245 ,Q2,5,14,46,https://www.scimagojr.com/journalsearch.php?q=21100896466&tip=sid&clean=0,Sin informacion,No
Bulletin of the Georgian National Academy of Sciences,0.239 ,Q2,9,110,289,http://www.science.org.ge/moambe/moambe.html,0132-1447,A2
Current Science,0.238 ,Q2,110,649,2245,http://www.currentscience.ac.in/,0011-3891,A2
"Science, Technology and Society",0.236 ,Q2,20,29,79,https://journals.sagepub.com/home/sts,Sin informacion,No
Brazilian Archives of Biology and Technology,0.232 ,Q2,45,108,223,http://www.scielo.br/scielo.php?pid=1516-8913&script=sci_serial,1516-8913/1678-4324,A2
Informacion Tecnologica,0.232 ,Q2,13,193,423,http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-0764&lng=en&nrm=iso,0716-8756/0718-0764,A2
"Xi'an Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of Xi'an Shiyou University, Natural Sciences Edition",0.225 ,Q2,13,96,352,https://www.scimagojr.com/journalsearch.php?q=145055&tip=sid&clean=0,Sin informacion,No
Tongji Daxue Xuebao/Journal of Tongji University,0.221 ,Q2,30,239,852,http://tjxb.cnjournals.cn/ch/index.aspx,Sin informacion,No
Comptes Rendus de L'Academie Bulgare des Sciences,0.218 ,Q2,16,109,633,http://www.proceedings.bas.bg/,Sin informacion,No
Jilin Daxue Xuebao (Gongxueban)/Journal of Jilin University (Engineering and Technology Edition),0.215 ,Q2,18,252,816,http://www.ceps.com.tw/ec/ecJnlIntro.aspx?Jnliid=1156,Sin informacion,No
Tianjin Daxue Xuebao (Ziran Kexue yu Gongcheng Jishu Ban)/Journal of Tianjin University Science and Technology,0.214 ,Q2,19,200,601,http://tianjdxxb.periodicals.net.cn/default.html,Sin informacion,No
Theology and Science,0.211 ,Q2,12,54,135,https://www.scimagojr.com/journalsearch.php?q=6500153124&tip=sid&clean=0,1474-6700/1474-6719,A1
Liaoning Gongcheng Jishu Daxue Xuebao (Ziran Kexue Ban)/Journal of Liaoning Technical University (Natural Science Edition),0.210 ,Q2,15,94,667,http://lngcjsdxxb.periodicals.net.cn/default.html,Sin informacion,No
Zhongshan Daxue Xuebao/Acta Scientiarum Natralium Universitatis Sunyatseni,0.208 ,Q2,11,111,406,http://xuebao.sysu.edu.cn/Jweb_zrb/CN/volumn/current.shtml,Sin informacion,No
Journal of the Indian Institute of Science,0.207 ,Q2,28,46,102,https://www.springer.com/journal/41745,0019-4964/0970-4140,A2
Journal of Scientific and Industrial Research,0.204 ,Q2,49,10,162,https://www.niscair.res.in/sciencecommunication/researchjournals/rejour/jsir/jsir0.asp,0022-4456/0975-1084,A2
"World Review of Science, Technology and Sustainable Development",0.193 ,Q2,13,19,57,https://www.inderscience.com/jhome.php?jcode=wrstsd,Sin informacion,No
"Kexue tongbao, Scientia",0.192 ,Q2,19,399,1169,https://ores.su/en/journals/kexue-tongbao-scientia/,Sin informacion,No
Indian Journal of Pure and Applied Physics,0.191 ,Q2,38,1286,287,http://op.niscair.res.in/index.php/IJPAP/index,0019-5596/0975-1041,A2
Interciencia,0.187 ,Q2,34,100,354,https://www.interciencia.net/,0378-1844,A2
Philippine Journal of Science,0.183 ,Q2,13,98,168,https://www.scimagojr.com/journalsearch.php?q=19700175735&tip=sid&clean=0,0031-7683,A2
Shenyang Jianzhu Daxue Xuebao (Ziran Kexue Ban)/Journal of Shenyang Jianzhu University (Natural Science),0.181 ,Q2,13,137,404,https://www.scimagojr.com/journalsearch.php?q=144725&tip=sid&clean=0,Sin informacion,No
