Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Jordan Journal of Civil Engineering,0.202 ,Q4,13,49,142,http://oldwww.just.edu.jo/~jjce/,1993-0461/2225-157X,C
Yiyong Shengwu Lixue/Journal of Medical Biomechanics,0.202 ,Q4,11,102,277,https://www.scimagojr.com/journalsearch.php?q=19700186864&tip=sid&clean=0,Sin informacion,No
e-Journal of Surface Science and Nanotechnology,0.200 ,Q4,21,26,159,https://www.jstage.jst.go.jp/browse/ejssnt/,Sin informacion,No
Open Biotechnology Journal,0.199 ,Q4,9,20,79,https://benthamopen.com/TOBIOTJ/home/,1874-0707,B
Series on Biomechanics,0.197 ,Q4,4,25,81,http://jsb.imbm.bas.bg/page/en-topmenu/home.php,1313-2458,C
European Journal of Nanomedicine,0.195 ,Q4,15,0,39,https://www.degruyter.com/view/j/ejnm,1662-596X,B
Tecnologia y Ciencias del Agua,0.195 ,Q4,11,68,195,https://www.scimagojr.com/journalsearch.php?q=20500195022&tip=sid&clean=0,0187-8336/2007-2422,B
ICIC Express Letters,0.194 ,Q4,20,128,798,https://www.scimagojr.com/journalsearch.php?q=17300154986&tip=sid&clean=0,1881-803X,B
Guti Lixue Xuebao/Acta Mechanica Solida Sinica,0.193 ,Q4,13,45,145,http://www.elsevier.com/wps/find/journaldescription.authors/718159/description#description,Sin informacion,No
Open Biomedical Engineering Journal,0.193 ,Q4,19,18,35,https://www.scimagojr.com/journalsearch.php?q=19700175072&tip=sid&clean=0,1874-1207,B
"Biomedical Engineering - Applications, Basis and Communications",0.192 ,Q4,21,48,145,https://www.worldscientific.com/worldscinet/bme,Sin informacion,No
International Journal of Biology and Biomedical Engineering,0.191 ,Q4,5,11,86,http://www.naun.org/cms.action?id=3041,1998-4510,B
Transactions of Nanjing University of Aeronautics and Astronautics,0.191 ,Q4,13,101,286,https://www.scimagojr.com/journalsearch.php?q=145727&tip=sid&clean=0,1005-1120,C
Computer Systems Science and Engineering,0.190 ,Q4,25,22,122,https://www.scimagojr.com/journalsearch.php?q=12324&tip=sid&clean=0,0267-6192,B
Journal of the South African Institution of Civil Engineering,0.190 ,Q4,14,17,77,https://saice.org.za/journal/,1021-2019,C
WSEAS Transactions on Systems and Control,0.190 ,Q4,15,53,119,https://www.scimagojr.com/journalsearch.php?q=17700155820&tip=sid&clean=0,1991-8763/2224-2856,C
Praktische Metallographie/Practical Metallography,0.186 ,Q4,16,44,179,http://www.practical-metallography.com/web/o_archiv.asp?task=04&o_id=2008100911513-122&navid=0,Sin informacion,No
International Journal of Information and Computer Security,0.185 ,Q4,11,33,65,http://www.inderscience.com/jhome.php?jcode=ijics,1744-1765/1744-1773,C
Xitong Fangzhen Xuebao / Journal of System Simulation,0.184 ,Q4,27,309,1410,https://www.scimagojr.com/journalsearch.php?q=13608&tip=sid&clean=0,Sin informacion,No
Journal of the Serbian Society for Computational Mechanics,0.183 ,Q4,7,1,59,http://www.sscm.kg.ac.rs/jsscm/,1820-6530,C
Metallurgia Italiana,0.181 ,Q4,13,85,241,https://www.scimagojr.com/journalsearch.php?q=27349&tip=sid&clean=0,Sin informacion,No
"International Journal of Aviation, Aeronautics, and Aerospace",0.180 ,Q4,7,27,94,https://commons.erau.edu/ijaaa/,Sin informacion,No
"Transactions of the Korean Society of Mechanical Engineers, B",0.177 ,Q4,8,92,298,http://www.koreascience.or.kr/browse/browseresult.jsp?no=291378&minyear=1996&maxyear=2010&subjcode=62&searchtype=JJB,Sin informacion,No
"Journal of Biomimetics, Biomaterials and Biomedical Engineering",0.176 ,Q4,9,30,133,https://www.scientific.net/JBBBE,Sin informacion,No
International Journal of Nanoparticles,0.174 ,Q4,13,20,44,https://www.scimagojr.com/journalsearch.php?q=19400157268&tip=sid&clean=0,1753-2507/1753-2515,C
Jingangshi yu Moliao Moju Gongcheng/Diamond and Abrasives Engineering,0.174 ,Q4,10,108,307,http://www.ceps.com.tw/ec/ecJnlIntro.aspx?Jnliid=1078,Sin informacion,No
Journal of Applied Security Research,0.174 ,Q4,11,35,101,https://www.scimagojr.com/journalsearch.php?q=19600157915&tip=sid&clean=0,1936-1610/1936-1629,B
Fenmo Yejin Jishu/Powder Metallurgy Technology,0.173 ,Q4,11,71,227,http://fmyjjs.periodicals.net.cn/default.html,Sin informacion,No
Gerontechnology,0.172 ,Q4,16,21,139,https://www.scimagojr.com/journalsearch.php?q=19900193807&tip=sid&clean=0,1569-1101/1569-111X,C
"Discontinuity, Nonlinearity, and Complexity",0.171 ,Q4,10,37,107,https://www.lhscientificpublishing.com/journals/DNC-Default.aspx,Sin informacion,No
International Journal of Quality Engineering and Technology,0.171 ,Q4,6,10,27,https://www.inderscience.com/jhome.php?jcode=ijqet,1757-2177/1757-2185,C
Oilfield Review,0.170 ,Q4,34,0,9,http://www.slb.com/resources/publications/oilfield_review.aspx,Sin informacion,No
International Journal of Critical Infrastructures,0.169 ,Q4,24,17,54,http://www.inderscience.com/browse/index.php?journalID=58,1475-3219/1741-8038,B
"Journal of Automation, Mobile Robotics and Intelligent Systems",0.169 ,Q4,6,30,101,http://www.jamris.org/,Sin informacion,No
Materials Evaluation,0.168 ,Q4,32,0,93,https://www.asnt.org/me,Sin informacion,No
Complex Systems and Complexity Science,0.167 ,Q4,8,36,152,https://www.scimagojr.com/journalsearch.php?q=21100242624&tip=sid&clean=0,1672-3813,C
Journal of Quality,0.167 ,Q4,8,17,78,http://www.airitilibrary.com/Publication/alPublicationJournal?PublicationID=10220690,1022-0690,C
"Vytapeni, Vetrani, Instalace",0.167 ,Q4,3,49,151,https://www.scimagojr.com/journalsearch.php?q=21100332448&tip=sid&clean=0,Sin informacion,No
Journal of Biomaterials and Tissue Engineering (discontinued),0.165 ,Q4,20,0,297,https://www.scimagojr.com/journalsearch.php?q=21100278103&tip=sid&clean=0,Sin informacion,No
Journal of Computational and Theoretical Nanoscience,0.165 ,Q4,47,846,2871,https://www.scimagojr.com/journalsearch.php?q=28136&tip=sid&clean=0,1546-1955/1546-1963,C
Journal of Hygienic Engineering and Design,0.165 ,Q4,3,84,150,http://www.jhed.mk/,1857-8489,C
Journal of Optical Communications,0.165 ,Q4,14,180,325,https://www.degruyter.com/view/j/joc,0173-4911/2191-6322,C
Revista Ingenieria de Construccion,0.165 ,Q4,10,19,68,https://www.ricuc.cl/index.php/ric,0716-2952/0718-5073,C
"Strength, Fracture and Complexity",0.165 ,Q4,11,4,39,http://www.iospress.nl/loadtop/load.php?isbn=15672069,Sin informacion,No
Acta Cybernetica,0.164 ,Q4,17,5,74,http://www.inf.u-szeged.hu/actacybernetica/,0324-721X,B
Applied Computational Electromagnetics Society Newsletter,0.164 ,Q4,14,2,22,https://www.scimagojr.com/journalsearch.php?q=13216&tip=sid&clean=0,Sin informacion,No
Far East Journal of Electronics and Communications (discontinued),0.164 ,Q4,10,0,312,http://www.pphmj.com/journals/fjec.htm,Sin informacion,No
International Journal of Autonomous and Adaptive Communications Systems,0.164 ,Q4,13,17,64,https://www.scimagojr.com/journalsearch.php?q=20400195011&tip=sid&clean=0,1754-8632/1754-8640,C
Nano Biomedicine,0.164 ,Q4,7,5,42,https://www.scimagojr.com/journalsearch.php?q=19900193603&tip=sid&clean=0,1883-5198/2185-4734,C
Powder Metallurgy Progress,0.164 ,Q4,1,0,14,https://www.scimagojr.com/journalsearch.php?q=21100873941&tip=sid&clean=0,1335-8987/1339-4533,C
International Journal of Medical Engineering and Informatics,0.163 ,Q4,11,21,74,https://www.inderscience.com/jhome.php?jcode=ijmei,1755-0653/1755-0661,C
"Mathematics in Engineering, Science and Aerospace",0.163 ,Q4,4,44,36,https://www.scimagojr.com/journalsearch.php?q=21100889407&tip=sid&clean=0,Sin informacion,No
SAMPE Journal,0.163 ,Q4,26,0,87,http://www.sampe.org/store/subscribejournal.aspx,Sin informacion,No
Journal of Biophysics,0.162 ,Q4,9,0,10,https://www.scimagojr.com/journalsearch.php?q=19700190350&tip=sid&clean=0,1687-8000/1687-8019,C
Journal of Microelectronics and Electronic Packaging,0.162 ,Q4,17,10,43,http://www.imaps.org/jmep/index.htm,1551-4897/1555-8037,C
"UPB Scientific Bulletin, Series D: Mechanical Engineering",0.162 ,Q4,15,90,264,https://www.scientificbulletin.upb.ro/SeriaD_-_Inginerie_Mecanica.php,Sin informacion,No
INCAS Bulletin,0.161 ,Q4,4,105,124,http://bulletin.incas.ro/,2066-8201/2247-4528,C
International Journal of High Speed Electronics and Systems,0.161 ,Q4,22,13,83,http://www.worldscinet.com/ijhses/ijhses.shtml,0129-1564,C
Welding International,0.161 ,Q4,21,1,406,https://www.tandfonline.com/loi/twld20,0950-7116/1754-2138,C
Zhongguo Kexue Jishu Kexue/Scientia Sinica Technologica,0.161 ,Q4,7,0,98,http://engine.scichina.com/publisher/scp/journal/SST?slug=abstracts,Sin informacion,No
Canadian Biosystems Engineering / Le Genie des biosystems au Canada,0.160 ,Q4,32,7,17,https://journal.csbe-scgab.ca/index.php/CBE,Sin informacion,No
International Journal of Performability Engineering,0.160 ,Q4,21,348,525,https://www.scimagojr.com/journalsearch.php?q=17500155116&tip=sid&clean=0,0973-1318,C
Dams and Reservoirs,0.159 ,Q4,3,24,72,https://www.icevirtuallibrary.com/toc/jdare/current,1368-1494/1756-8404,C
High Temperatures - High Pressures,0.159 ,Q4,27,33,105,http://journals.sfu.ca/hthp/index.php/hthp,Sin informacion,No
International Journal of Wireless and Mobile Computing,0.159 ,Q4,17,88,267,http://www.inderscience.com/browse/index.php?journalID=46,1741-1084/1741-1092,C
Journal of the Korea Concrete Institute,0.159 ,Q4,2,55,65,https://www.scimagojr.com/journalsearch.php?q=21100874708&tip=sid&clean=0,1229-5515/2234-2842,C
Kung Cheng Je Wu Li Hsueh Pao/Journal of Engineering Thermophysics,0.159 ,Q4,22,426,1342,https://www.scimagojr.com/journalsearch.php?q=28516&tip=sid&clean=0,Sin informacion,No
Majlesi Journal of Electrical Engineering,0.159 ,Q4,5,39,103,http://mjee.iaumajlesi.ac.ir/index/index.php/ee,2345-377X/2345-3796,C
Malaysian Construction Research Journal,0.159 ,Q4,9,77,182,https://www.cream.my/main/index.php/publication/about-malaysian-construction-research-journal,1985-3807,C
Sensor Letters (discontinued),0.159 ,Q4,32,0,284,https://www.scimagojr.com/journalsearch.php?q=19201&tip=sid&clean=0,Sin informacion,No
Guangdianzi Jiguang/Journal of Optoelectronics Laser,0.158 ,Q4,23,187,599,https://www.springer.com/journal/10854?gclid=CjwKCAjw-YT1BRAFEiwAd2WRttDV2j7qX0NT1thEQfxO9I3yJGR8L3IqMqH21Q2I2ZnPE_is3XSO4RoCgXsQAvD_BwE,Sin informacion,No
"International Journal of Circuits, Systems and Signal Processing",0.158 ,Q4,12,86,226,https://naun.org/cms.action?id=3029,Sin informacion,No
International Journal of Electronics Letters,0.158 ,Q4,7,84,139,https://www.tandfonline.com/toc/tetl20/current,2168-1724/2168-1732,C
International Journal of Fluid Mechanics Research,0.158 ,Q4,18,37,109,https://www.begellhouse.com/journals/71cb29ca5b40f8f8,1064-2277/2152-5102,C
International Journal of Vehicle Autonomous Systems,0.158 ,Q4,23,8,23,http://www.inderscience.com/browse/index.php?journalID=30,1471-0226/1741-5306,C
"International Journal of Sensors, Wireless Communications and Control",0.157 ,Q4,5,45,72,https://benthamscience.com/journals/international-journal-of-sensors-wireless-communications-and-control/,Sin informacion,No
International Journal of Vehicle Noise and Vibration,0.157 ,Q4,15,4,50,https://www.inderscience.com/jhome.php?jcode=ijvnv,1479-1471/1479-148X,C
International Journal of Vehicle Performance,0.157 ,Q4,4,18,64,https://www.scimagojr.com/journalsearch.php?q=21100872775&tip=sid&clean=0,1745-3194/1745-3208,C
Energy Engineering: Journal of the Association of Energy Engineers,0.156 ,Q4,13,16,107,http://www.informaworld.com/smpp/title~content=t792816021~db=all,Sin informacion,No
IEIE Transactions on Smart Processing and Computing,0.156 ,Q4,3,40,60,http://journal.auric.kr/ieiespc,2287-5255,C
International Journal of Vehicular Technology,0.156 ,Q4,16,0,13,https://www.scimagojr.com/journalsearch.php?q=19900193948&tip=sid&clean=0,Sin informacion,No
Journal of Fluid Science and Technology,0.156 ,Q4,4,16,58,https://www.jsme.or.jp/publish/jfst/,1880-5558,C
Elektrotehniski Vestnik/Electrotechnical Review,0.155 ,Q4,10,42,123,https://www.scimagojr.com/journalsearch.php?q=16651&tip=sid&clean=0,Sin informacion,No
Geotechnical Engineering,0.155 ,Q4,19,64,202,http://www.seags.ait.ac.th/,0046-5828,C
International Journal of Microwave Science and Technology,0.155 ,Q4,10,0,8,https://www.scimagojr.com/journalsearch.php?q=19900193584&tip=sid&clean=0,Sin informacion,No
Eurasip Journal on Embedded Systems,0.154 ,Q4,25,2,64,http://www.hindawi.com/journals/es/,Sin informacion,No
Fujitsu Scientific and Technical Journal,0.154 ,Q4,21,51,183,https://www.scimagojr.com/journalsearch.php?q=16740&tip=sid&clean=0,0016-2523,C
Iranian Journal of Electrical and Electronic Engineering,0.154 ,Q4,12,52,114,http://ijeee.iust.ac.ir/,1735-2827/2383-3890,C
Iranian Journal of Science and Technology - Transactions of Electrical Engineering,0.154 ,Q4,7,172,78,https://www.springer.com/journal/40998,Sin informacion,No
Journal of Communications,0.154 ,Q4,32,160,334,http://www.jocm.us/,1796-2021,C
Mendel,0.154 ,Q4,13,24,111,https://www.scimagojr.com/journalsearch.php?q=21100255064&tip=sid&clean=0,Sin informacion,No
Transactions of the Korean Institute of Electrical Engineers,0.154 ,Q4,10,236,845,http://ksci.kisti.re.kr/browse/subjVolume.ksci?browseBean.titSeq=DHJGII,1975-8359,C
"Journal of Telecommunication, Electronic and Computer Engineering (discontinued)",0.152 ,Q4,12,0,1839,http://journal.utem.edu.my/index.php/jtec/,Sin informacion,No
WSEAS Transactions on Applied and Theoretical Mechanics,0.152 ,Q4,10,26,48,https://www.scimagojr.com/journalsearch.php?q=19700186869&tip=sid&clean=0,1991-8747/2224-3429,C
Electronic Journal of Structural Engineering,0.151 ,Q4,20,0,29,http://www.ejse.org/,1443-9255,C
Indian Concrete Journal,0.151 ,Q4,20,83,241,https://www.icjonline.com/,Sin informacion,No
Active and Passive Electronic Components,0.150 ,Q4,21,10,51,https://www.hindawi.com/journals/apec/,0882-7516/1563-5031,C
Computer Assisted Methods in Engineering and Science,0.150 ,Q4,7,4,36,https://www.scimagojr.com/journalsearch.php?q=21100904261&tip=sid&clean=0,2299-3649,C
Dianzi Keji Daxue Xuebao/Journal of the University of Electronic Science and Technology of China,0.150 ,Q4,16,141,454,http://www.ceps.com.tw/ec/ecJnlIntro.aspx?Jnliid=1658,Sin informacion,No
Transactions of the Canadian Society for Mechanical Engineering,0.149 ,Q4,18,59,173,https://www.nrcresearchpress.com/tcsme/,0315-8977,C
Journal of Mathematics and Computer Science,0.148 ,Q4,4,47,42,https://www.scimagojr.com/journalsearch.php?q=21100898958&tip=sid&clean=0,2008-949X,C
Dianbo Kexue Xuebao/Chinese Journal of Radio Science,0.147 ,Q4,21,109,380,http://dbkxxb.periodicals.net.cn/default.html,Sin informacion,No
Renewable Energy and Power Quality Journal,0.147 ,Q4,19,103,352,https://www.scimagojr.com/journalsearch.php?q=21100916460&tip=sid&clean=0,2172-038X,C
Keikinzoku/Journal of Japan Institute of Light Metals,0.146 ,Q4,24,48,176,http://www.jstage.jst.go.jp/browse/jilm/,Sin informacion,No
Microwave Journal,0.146 ,Q4,26,76,189,http://www.mwjournal.com/,Sin informacion,No
Serbian Journal of Electrical Engineering,0.146 ,Q4,4,26,84,http://www.journal.ftn.kg.ac.rs/,1451-4869/2217-7183,C
Tribologia: Finnish Journal of Tribology,0.146 ,Q4,7,0,14,https://www.scimagojr.com/journalsearch.php?q=70859&tip=sid&clean=0,Sin informacion,No
Advanced Materials and Processes,0.145 ,Q4,34,33,100,https://www.scimagojr.com/journalsearch.php?q=19882&tip=sid&clean=0,Sin informacion,No
International Journal of Electrical and Computer Engineering Systems,0.145 ,Q4,2,10,29,http://www.etfos.unios.hr/ijeces/,1847-6996/1847-7003,C
Journal of Long-Term Effects of Medical Implants,0.145 ,Q4,34,11,114,http://www.begellhouse.com/journals/1bef42082d7a0fdf.html,Sin informacion,No
"Research Report - University of Sydney, Department of Civil Engineering",0.145 ,Q4,7,0,3,https://www.scimagojr.com/journalsearch.php?q=86539&tip=sid&clean=0,Sin informacion,No
Electrical Engineering in Japan (English translation of Denki Gakkai Ronbunshi),0.144 ,Q4,26,75,321,http://www3.interscience.wiley.com/journal/35377/home,Sin informacion,No
Advances in Military Technology,0.143 ,Q4,10,26,62,http://aimt.unob.cz/,1802-2308/2533-4123,C
International Journal of Power Electronics,0.142 ,Q4,11,21,39,https://www.scimagojr.com/journalsearch.php?q=21100202505&tip=sid&clean=0,1756-638X/1756-6398,C
Journal of Reports in Pharmaceutical Sciences,0.142 ,Q4,6,43,73,http://www.jrpsjournal.com/aboutus.asp,2322-1232/2322-5106,B
High Technology Letters,0.141 ,Q4,10,58,177,https://www.scimagojr.com/journalsearch.php?q=12667&tip=sid&clean=0,1006-6748,B
Infocommunications Journal,0.141 ,Q4,6,22,54,https://www.scimagojr.com/journalsearch.php?q=19900191878&tip=sid&clean=0,2061-2079/2061-2125,C
Journal of Low Power Electronics,0.141 ,Q4,15,39,169,https://www.scimagojr.com/journalsearch.php?q=13000154722&tip=sid&clean=0,1546-1998/1546-2005,C
"Journal of Metals, Materials and Minerals",0.141 ,Q4,2,43,49,http://ojs.materialsconnex.com/index.php/jmmm,Sin informacion,No
Journal of Physical Agents,0.141 ,Q4,13,0,6,https://www.scimagojr.com/journalsearch.php?q=17300154721&tip=sid&clean=0,Sin informacion,No
Disaster Advances,0.140 ,Q4,15,81,137,https://worldresearchjournal.com/disaster.aspx,0974-262X/2278-4543,C
Informacije MIDEM,0.140 ,Q4,17,6,89,http://journal.midem-drustvo.si/,0352-9045,C
International Agricultural Engineering Journal,0.140 ,Q4,13,179,402,http://www.iaej.cn/EN/volumn/home.shtml,0858-2114,C
International Journal of Automotive Engineering,0.140 ,Q4,5,6,70,https://www.jsae.or.jp/ijae/,2185-0984/2185-0992,C
International Journal of Sustainable Construction Engineering and Technology,0.140 ,Q4,2,17,12,https://www.scimagojr.com/journalsearch.php?q=21100900062&tip=sid&clean=0,2180-3242/2600-7959,C
Transactions of Japanese Society for Medical and Biological Engineering,0.140 ,Q4,6,24,201,https://www.scimagojr.com/journalsearch.php?q=19600157311&tip=sid&clean=0,1881-4379,C
Vibrations in Physical Systems,0.140 ,Q4,5,30,96,https://www.scimagojr.com/journalsearch.php?q=21100218015&tip=sid&clean=0,0860-6897,C
European Transport - Trasporti Europei,0.139 ,Q4,18,25,82,https://www.scimagojr.com/journalsearch.php?q=19900192538&tip=sid&clean=0,Sin informacion,No
International Journal of Nano and Biomaterials,0.139 ,Q4,11,21,37,https://www.inderscience.com/jhome.php?jcode=ijnbm,1752-8933/1752-8941,C
IPSJ Transactions on System LSI Design Methodology,0.139 ,Q4,12,9,21,https://www.scimagojr.com/journalsearch.php?q=19700201512&tip=sid&clean=0,1882-6687,C
Istanbul University - Journal of Electrical and Electronics Engineering,0.139 ,Q4,10,0,119,http://ee.istanbul.edu.tr/jeee/,Sin informacion,No
Journal of Integrated Circuits and Systems,0.138 ,Q4,11,11,52,http://www.sbmicro.org.br/jics/,1807-1953/1872-0234,C
Journal of Structural Engineering (Madras),0.138 ,Q4,11,16,174,https://serc.res.in/jose,Sin informacion,No
"UPB Scientific Bulletin, Series C: Electrical Engineering",0.138 ,Q4,12,89,217,https://www.scientificbulletin.upb.ro/SeriaC_-_Inginerie_Electrica_si_Stiinta_Calculatoarelor.php,Sin informacion,No
Ericsson Review (English Edition),0.136 ,Q4,19,19,39,https://www.scimagojr.com/journalsearch.php?q=21258&tip=sid&clean=0,Sin informacion,No
International Journal of Thin Film Science and Technology,0.136 ,Q4,2,21,13,https://www.scimagojr.com/journalsearch.php?q=21100900149&tip=sid&clean=0,2090-9519/2090-9527,C
Seimitsu Kogaku Kaishi/Journal of the Japan Society for Precision Engineering,0.136 ,Q4,18,171,532,https://www.scimagojr.com/journalsearch.php?q=14421&tip=sid&clean=0,Sin informacion,No
International Journal of Automation and Smart Technology,0.135 ,Q4,8,16,74,https://www.ausmt.org/index.php/AUSMT,2223-9766,C
International Journal of Electrical and Electronic Engineering and Telecommunications,0.135 ,Q4,3,57,56,http://www.ijeetc.com/,2319-2518,C
"International Journal of Gas Turbine, Propulsion and Power Systems",0.135 ,Q4,7,0,22,https://www.scimagojr.com/journalsearch.php?q=19700201674&tip=sid&clean=0,Sin informacion,No
International Journal of Smart Grid and Clean Energy,0.135 ,Q4,3,104,68,http://www.ijsgce.com/,Sin informacion,No
Journal of Biorheology,0.135 ,Q4,9,11,29,https://www.scimagojr.com/journalsearch.php?q=19400158812&tip=sid&clean=0,1867-0466/1867-0474,C
Journal of Water Management Modeling,0.135 ,Q4,2,3,26,https://www.scimagojr.com/journalsearch.php?q=21100889432&tip=sid&clean=0,2292-6062,C
Microwave Review,0.135 ,Q4,6,16,42,https://www.scimagojr.com/journalsearch.php?q=21100218075&tip=sid&clean=0,1450-5835,B
Applied and Computational Mechanics,0.134 ,Q4,3,10,37,https://www.kme.zcu.cz/acm/acm/index,1802-680X/2336-1182,C
Journal of Graphic Engineering and Design,0.134 ,Q4,1,4,12,https://www.scimagojr.com/journalsearch.php?q=21100900144&tip=sid&clean=0,2217-379X/2217-9860,C
Ship Building of China,0.134 ,Q4,6,137,449,https://www.scimagojr.com/journalsearch.php?q=21100239237&tip=sid&clean=0,1000-4882,C
Cement International,0.133 ,Q4,6,33,95,http://www.verlagbt.de/verlag/ci/index.en.php,1610-6199,C
International Journal of Vehicle Safety,0.133 ,Q4,13,11,41,https://www.inderscience.com/jhome.php?jcode=ijvs,1479-3105/1479-3113,C
Tribologie und Schmierungstechnik,0.133 ,Q4,9,46,154,https://www.scimagojr.com/journalsearch.php?q=14370&tip=sid&clean=0,0724-3472,C
Bandaoti Guangdian/Semiconductor Optoelectronics,0.132 ,Q4,11,179,572,https://www.scimagojr.com/journalsearch.php?q=13218&tip=sid&clean=0,Sin informacion,No
Materials China,0.132 ,Q4,10,138,365,https://www.scimagojr.com/journalsearch.php?q=21100287593&tip=sid&clean=0,1674-3962,C
Metall,0.132 ,Q4,12,60,115,http://www.giesel-verlag.de/english/metall.htm,0026-0746,C
Beijing Youdian Xueyuan Xuebao/Journal of Beijing University of Posts And Telecommunications,0.131 ,Q4,15,79,438,https://www.scimagojr.com/journalsearch.php?q=17751&tip=sid&clean=0,Sin informacion,No
EAI Endorsed Transactions on Energy Web,0.131 ,Q4,4,36,98,https://eudl.eu/journal/ew,2032-944X,C
Journal of Bionanoscience,0.131 ,Q4,19,0,272,https://www.scimagojr.com/journalsearch.php?q=13000154719&tip=sid&clean=0,1557-7910/1557-7929,C
Biometric Technology Today,0.130 ,Q4,9,22,87,https://www.scimagojr.com/journalsearch.php?q=24144&tip=sid&clean=0,Sin informacion,No
Canadian Aeronautics and Space Journal,0.130 ,Q4,18,0,2,http://pubservices.nrc-cnrc.ca/rp-ps/journalDetail.jsp?jcode=casj&lang=eng,1712-8005,C
Electronics and Communications in Japan,0.130 ,Q4,12,83,306,https://www.scimagojr.com/journalsearch.php?q=19700188800&tip=sid&clean=0,1942-9533/1942-9541,C
International Journal of Vehicle Information and Communication Systems,0.130 ,Q4,8,24,15,https://www.inderscience.com/jhome.php?jcode=ijvics,1471-0242/1741-8208,C
