Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Journal of Periodontal Research,1.078 ,Q2,79,82,298,https://onlinelibrary.wiley.com/journal/16000765,0022-3484/1600-0765,A1
Dental Traumatology,0.805 ,Q2,77,64,224,https://onlinelibrary.wiley.com/journal/16009657,1600-4469/1600-9657,A2
International Journal of Prosthodontics,0.773 ,Q2,94,99,338,https://ijp.quintessenz.de/,0893-2174/1139-9791,A2
International Journal of Periodontics and Restorative Dentistry,0.754 ,Q2,80,116,376,http://www.quintpub.com/journals/prd/gp.php?journal_name=PRD,0198-7569/1945-3388,A2
Journal of Periodontal and Implant Science,0.747 ,Q2,22,41,126,https://www.jpis.org/,2093-2278/2093-2286,A2
Implant Dentistry,0.743 ,Q2,62,81,352,http://journals.lww.com/implantdent/pages/default.aspx,1056-6163/1538-2982,A2
Cleft Palate-Craniofacial Journal,0.735 ,Q2,74,215,443,https://journals.sagepub.com/home/cpc,Sin informacion,No
Journal of Oral and Maxillofacial Surgery,0.735 ,Q2,116,453,1347,http://www.joms.org/,0278-2391/1531-5053,A2
Journal of Orofacial Orthopedics,0.700 ,Q2,41,37,136,https://www.springer.com/journal/56,1434-5293/1615-6714,A2
Dental Materials Journal,0.642 ,Q2,53,129,361,http://wwwsoc.nii.ac.jp/jsdmd/abst-eng-e.html,0287-4547/1881-1361,A2
International Journal of Computerized Dentistry,0.631 ,Q2,28,36,90,http://www.quintpub.com/journals/jcd/gp.php?journal_name=IJCD&name_abbr=IJCD,1463-4201,A2
"Medicina Oral, Patologia Oral y Cirugia Bucal",0.621 ,Q2,51,106,328,http://www.medicinaoral.com/,Sin informacion,No
Iranian Endodontic Journal,0.614 ,Q2,20,54,273,http://www.journals.sbmu.ac.ir/iej,1735-7497/2008-2746,A2
Brazilian Dental Journal,0.612 ,Q2,48,84,329,http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-6440&lng=en&nrm=iso,0103-6440,A2
Odontology / the Society of the Nippon Dental University,0.610 ,Q2,29,83,177,http://www.springer.com/medicine/dentistry/journal/10266,Sin informacion,No
Journal of Advanced Prosthodontics,0.581 ,Q2,27,44,200,https://www.scimagojr.com/journalsearch.php?q=21100255399&tip=sid&clean=0,2005-7806/2005-7814,A2
International Journal of Dental Hygiene,0.578 ,Q2,35,49,202,https://onlinelibrary.wiley.com/journal/16015037,1601-5029/1601-5037,A2
International Journal of Dentistry,0.573 ,Q2,29,65,246,https://www.hindawi.com/journals/ijd/,1687-8728/1687-8736,A2
Journal of the American Dental Association,0.563 ,Q2,112,320,922,https://jada.ada.org/,0002-8177/1943-4723,A1
Orthodontics and Craniofacial Research,0.562 ,Q2,53,91,130,https://onlinelibrary.wiley.com/journal/16016343,1601-6335/1601-6343,A2
Journal of Clinical Dentistry,0.555 ,Q2,39,6,64,https://www.scimagojr.com/journalsearch.php?q=25664&tip=sid&clean=0,0895-8831,A2
Gerodontology,0.549 ,Q2,51,62,207,http://www.wiley.com/bw/journal.asp?ref=0734-0664&site=1,0734-0664/1741-2358,A2
Journal of Oral Implantology,0.543 ,Q2,49,79,244,http://allenpress.com/publications/journals/orim,Sin informacion,No
JDR Clinical and Translational Research,0.534 ,Q2,8,60,141,https://journals.sagepub.com/home/jct,2380-0844/2380-0852,A2
British Journal of Oral and Maxillofacial Surgery,0.529 ,Q2,70,275,912,http://www.elsevier.com/wps/find/journaldescription.cws_home/623007/description#description,0266-4356/1532-1940,A2
Dental Press Journal of Orthodontics,0.517 ,Q2,18,69,224,https://www.dentalpresspub.com/br/dpjo/v24n5,2176-9451/2177-6709,A2
European Journal of Dentistry,0.484 ,Q2,26,102,300,https://www.thieme.in/European-Journal-of-Dentistry,1305-7456/1305-7464,A2
Journal of oral science,0.482 ,Q2,48,83,252,http://jos.dent.nihon-u.ac.jp/,1343-4934/1880-4926,A2
"Journal of Indian Prosthodontic Society, The",0.478 ,Q2,16,58,180,https://www.scimagojr.com/journalsearch.php?q=145517&tip=sid&clean=0,Sin informacion,No
European archives of paediatric dentistry : official journal of the European Academy of Paediatric Dentistry,0.469 ,Q2,36,103,173,http://www.eapd.gr/EAPDJournal/EAPD%20Front.htm,Sin informacion,No
American Journal of Dentistry,0.463 ,Q2,74,54,191,https://www.amjdent.com/index.htm,0894-8275,A2
"Clinical, Cosmetic and Investigational Dentistry",0.461 ,Q2,19,40,67,https://www.scimagojr.com/journalsearch.php?q=20000195083&tip=sid&clean=0,Sin informacion,No
Journal of Orthodontics,0.461 ,Q2,45,71,166,https://www.tandfonline.com/loi/yjor20,1465-3125/1465-3133,A2
European Journal of Paediatric Dentistry,0.460 ,Q2,31,60,186,https://www.ejpd.eu/index.asp,1591-996X/2035-648X,A2
Imaging Science in Dentistry,0.446 ,Q2,19,42,123,https://isdent.org/,2233-7822/2233-7830,A2
Journal of Lasers in Medical Sciences,0.446 ,Q2,18,75,146,http://journals.sbmu.ac.ir/jlms,2008-9783/2228-6721,A2
Journal of Oral Biology and Craniofacial Research,0.444 ,Q2,14,84,159,https://www.journals.elsevier.com/journal-of-oral-biology-and-craniofacial-research,2212-4268/2212-4276,A2
Journal of Dental Education,0.437 ,Q2,66,195,528,https://onlinelibrary.wiley.com/journal/19307837,0022-0337/1930-7837,A2
Community Dental Health,0.433 ,Q2,49,47,143,http://www.cdhjournal.org/,0265-539X,A2
Journal of Clinical and Experimental Dentistry,0.432 ,Q2,19,147,551,http://www.medicinaoral.com/odo/indice.htm,1989-5488,A2
British Dental Journal,0.414 ,Q2,77,1202,1994,http://www.nature.com/bdj/index.html,0007-0610/1476-5373,A2
Saudi Dental Journal,0.411 ,Q2,18,108,118,https://www.journals.elsevier.com/saudi-dental-journal,1013-9052,A2
Clinical and Experimental Dental Research,0.407 ,Q2,6,104,108,https://onlinelibrary.wiley.com/journal/20574347,2057-4347,A2
Journal of Oral and Facial Pain and Headache,0.403 ,Q2,38,53,158,https://www.scimagojr.com/journalsearch.php?q=21100307455&tip=sid&clean=0,2333-0376/2333-0384,A2
Journal of Conservative Dentistry,0.402 ,Q2,24,81,322,http://www.jcd.org.in/,0972-0707/0974-5203,A2
Journal of International Society of Preventive and Community Dentistry,0.393 ,Q2,10,79,325,http://www.jispcd.org/,2231-0762/2250-1002,A2
Open Dentistry Journal,0.393 ,Q2,21,77,293,https://opendentistryjournal.com/,1874-2106,A2
