Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
"Journal of Sciences, Islamic Republic of Iran",0.133,Q4,9,29,85,https://jsciences.ut.ac.ir/,Sin informacion,No
Acta Scientiae,0.131,Q4,1,61,64,https://www.scimagojr.com/journalsearch.php?q=21100902661&tip=sid&clean=0,1517-4492/2178-7727,C
Asian Journal of Applied Sciences (discontinued),0.131,Q4,14,0,26,https://www.scimagojr.com/journalsearch.php?q=21100201062&tip=sid&clean=0,Sin informacion,No
American Scientist,0.128,Q4,58,0,31,https://www.scimagojr.com/journalsearch.php?q=19298&tip=sid&clean=0,Sin informacion,No
Caribbean Journal of Science,0.128,Q4,31,1,9,https://bioone.org/journals/caribbean-journal-of-science/,0008-6452,C
Journal of Scientific Exploration (discontinued),0.128,Q4,17,0,69,https://www.scimagojr.com/journalsearch.php?q=23650&tip=sid&clean=0,Sin informacion,No
Papers and Proceedings - Royal Society of Tasmania,0.126,Q4,11,0,27,https://www.scimagojr.com/journalsearch.php?q=37052&tip=sid&clean=0,Sin informacion,No
World Applied Sciences Journal (discontinued),0.125,Q4,32,0,1,https://www.scimagojr.com/journalsearch.php?q=20500195146&tip=sid&clean=0,Sin informacion,No
ASM Science Journal,0.124,Q4,4,86,116,https://www.akademisains.gov.my/asmsj/,1823-6782,C
Bulletin de la Societe Vaudoise des Sciences Naturelles,0.124,Q4,11,10,29,http://www.unil.ch/svsn/page31731.html,0037-9603,C
Bulletin de la Societe Royale des Sciences de Liege,0.12300000000000001,Q4,10,3,19,http://www.srsl-ulg.net/,0037-9565,C
American Journal of Applied Sciences (discontinued),0.122,Q4,41,0,164,https://www.scimagojr.com/journalsearch.php?q=6400153122&tip=sid&clean=0,Sin informacion,No
Revista Lasallista de Investigacion,0.12,Q4,7,1,101,http://repository.lasallista.edu.co:8080/ojs/index.php/rldi,Sin informacion,No
Journal of the Royal Society of Western Australia,0.11900000000000001,Q4,26,6,3,http://www.rswa.org.au/,0035-922X,C
Science and Technology Asia,0.11900000000000001,Q4,2,33,32,https://www.scimagojr.com/journalsearch.php?q=21100902543&tip=sid&clean=0,2586-9000/2586-9027,C
Metode,0.11699999999999999,Q4,4,22,90,https://ojs.uv.es/index.php/Metode/index,2174-3487/2174-9221,C
Interdisciplinary Science Reviews,0.115,Q4,22,30,92,http://maney.co.uk/index.php/journals/isr/,0308-0188/1743-2790,C
Ohio Journal of Sciences,0.114,Q4,16,9,22,http://www.ohiosci.org/ojs.htm,0030-0950,C
Indian Journal of Science and Technology (discontinued),0.113,Q4,41,0,3027,http://www.indjst.org/,Sin informacion,No
"Science, Engineering and Health Studies",0.11199999999999999,Q4,1,10,16,https://www.scimagojr.com/journalsearch.php?q=21100934560&tip=sid&clean=0,Sin informacion,No
Arabic Sciences and Philosophy,0.111,Q4,17,11,29,http://journals.cambridge.org/action/displayJournal?jid=ASP,0957-4239/1474-0524,B
Ciencia and Engenharia/ Science and Engineering Journal,0.11,Q4,6,0,45,https://www.scimagojr.com/journalsearch.php?q=67311&tip=sid&clean=0,Sin informacion,No
Synthesiology,0.107,Q4,9,11,53,https://www.scimagojr.com/journalsearch.php?q=19700166523&tip=sid&clean=0,1883-0978/1883-2318,C
Data in Brief,0.105,Q4,23,1262,3134,https://www.journals.elsevier.com/data-in-brief,2352-3409,C
Information (discontinued),0.105,Q4,20,0,1683,https://www.scimagojr.com/journalsearch.php?q=21100201065&tip=sid&clean=0,Sin informacion,No
New Scientist,0.10300000000000001,Q4,17,279,924,http://www.newscientist.com/,0262-4079,C
Scientist (discontinued),0.10300000000000001,Q4,18,0,694,https://www.scimagojr.com/journalsearch.php?q=24221&tip=sid&clean=0,Sin informacion,No
Journal of Interdisciplinary and Multidisciplinary Research (discontinued),0.102,Q4,5,0,10,https://www.scimagojr.com/journalsearch.php?q=19300157108&tip=sid&clean=0,Sin informacion,No
Journal of Science and Technology in the Tropics,0.10099999999999999,Q4,4,0,18,https://www.scimagojr.com/journalsearch.php?q=18800156734&tip=sid&clean=0,Sin informacion,No
Radovi Zavoda za Znanstvenoistrazivacki i Umjetnicki Rad u Bjelovaru,0.10099999999999999,Q4,0,0,19,https://www.scimagojr.com/journalsearch.php?q=21100903489&tip=sid&clean=0,1846-9787/1848-7912,C
"Research and Development (Barrington, Illinois)",0.10099999999999999,Q4,3,0,82,http://www.rdmag.com/,Sin informacion,No
Smithsonian,0.10099999999999999,Q4,7,0,381,https://www.scimagojr.com/journalsearch.php?q=25966&tip=sid&clean=0,0037-7333,C
Studies in Spanish and Latin American Cinemas,0.1,Q4,4,9,62,http://www.intellectbooks.com/studies-in-spanish-latin-american-cinemas,2050-4837/2050-4845,C
Taiwan Review,0.1,Q4,2,41,222,https://www.taiwantoday.tw/index.php,1727-5148/1727-5199,C
