Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Climate,0.706,Q3,17,143,252,https://www.mdpi.com/journal/climate,2225-1154,B
ATMOSPHERE,0.698,Q3,29,797,932,https://www.scimagojr.com/journalsearch.php?q=15838&tip=sid&clean=0,2073-4433,A2
Geo: Geography and Environment,0.6659999999999999,Q3,10,7,33,https://rgs-ibg.onlinelibrary.wiley.com/journal/20544049,Sin informacion,No
IEEE Aerospace and Electronic Systems Magazine,0.664,Q3,56,80,253,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=62,0885-8985/1557-959X,A1
Journal of the Air and Waste Management Association,0.642,Q3,95,116,340,https://www.tandfonline.com/toc/uawm20/current,1096-2247/2162-2906,A2
Meteorology and Atmospheric Physics,0.626,Q3,59,147,145,http://www.springer.com/springerwiennewyork/geosciences/journal/703,0177-7971/1436-5065,B
Origins of Life and Evolution of Biospheres,0.6,Q3,61,17,112,https://www.springer.com/journal/11084,0169-6149/1573-0875,A2
Astronomische Nachrichten,0.588,Q3,52,155,389,https://onlinelibrary.wiley.com/journal/15213994,0004-6337/1521-3994,A2
Journal of the Korean Astronomical Society,0.586,Q3,16,17,67,https://www.scimagojr.com/journalsearch.php?q=12100154807&tip=sid&clean=0,1225-4614/2288-890X,A2
Astronomy Letters,0.5539999999999999,Q3,38,63,216,http://www.springer.com/astronomy/journal/11443,1063-7737/1562-6873,A2
CEAS Space Journal,0.5429999999999999,Q3,13,64,111,https://www.scimagojr.com/journalsearch.php?q=19700170911&tip=sid&clean=0,1868-2502/1868-2510,A2
Photogrammetric Engineering and Remote Sensing,0.521,Q3,121,83,258,http://www.asprs.org/publications/pers/,0099-1112/2374-8079,B
"International Journal of Minerals, Metallurgy and Materials",0.511,Q3,34,169,500,http://www.sciencedirect.com/science/journal/16744799,Sin informacion,No
Journal of Atmospheric Chemistry,0.508,Q3,68,13,71,http://www.springer.com/earth+sciences+%26+geography/meteorology+and+climatology/journal/10874,0167-7764/1573-0662,B
Experimental Astronomy,0.485,Q3,39,35,136,http://www.springer.com/astronomy/journal/10686,0922-6435/1572-9508,B
Research in Astronomy and Astrophysics,0.48,Q3,38,184,477,http://www.iop.org/EJ/journal/RAA,1674-4527,B
Helgoland Marine Research,0.47700000000000004,Q3,48,11,69,http://www.springer.com/life+sciences/ecology/journal/10152,Sin informacion,No
J. AGRICULTURAL METEOROLOGY,0.474,Q3,19,26,67,https://www.scimagojr.com/journalsearch.php?q=30706&tip=sid&clean=0,Sin informacion,No
Astronomy Reports,0.467,Q3,28,89,316,http://www.springer.com/astronomy/journal/11444,1063-7729/1562-6881,B
China Ocean Engineering,0.46299999999999997,Q3,23,74,238,http://www.chinaoceanengin.cn/,0890-5487/2191-8945,A2
Annals of Geophysics,0.462,Q3,57,59,270,http://www.annalsofgeophysics.eu/index.php/annals,1593-5213/2037-416X,B
Atmosfera,0.461,Q3,27,24,73,https://www.revistascca.unam.mx/atm/index.php/atm,0187-6236,B
Astrophysics and Space Science,0.45799999999999996,Q3,65,219,896,https://www.springer.com/journal/10509,0004-640X/1572-946X,B
Acta Geophysica Sinica,0.45399999999999996,Q3,53,374,1248,https://www.springer.com/journal/11600/,Sin informacion,No
Weather,0.45299999999999996,Q3,38,127,313,https://www.scimagojr.com/journalsearch.php?q=14762&tip=sid&clean=0,0043-1656/1477-8696,B
JBIS - Journal of the British Interplanetary Society,0.45,Q3,23,49,182,https://www.scimagojr.com/journalsearch.php?q=13750&tip=sid&clean=0,Sin informacion,No
"Journal of Astronomical Telescopes, Instruments, and Systems",0.449,Q3,20,113,199,https://www.spiedigitallibrary.org/journals/journal-of-astronomical-telescopes-instruments-and-systems,Sin informacion,No
Journal of Thermophysics and Heat Transfer,0.44299999999999995,Q3,64,108,306,https://arc.aiaa.org/loi/jtht,0887-8722/1533-6808,A2
Exploration Geophysics,0.441,Q3,40,72,172,https://www.tandfonline.com/toc/texg20/current,0812-3985/1834-7533,B
New Astronomy,0.441,Q3,66,77,304,https://www.journals.elsevier.com/new-astronomy,1384-1076/1384-1092,A2
Journal of Southern Hemisphere Earth Systems Science,0.439,Q3,5,0,46,http://www.bom.gov.au/jshess/,2206-5865,B
Journal of Spatial Science,0.439,Q3,23,60,89,https://www.scimagojr.com/journalsearch.php?q=62444&tip=sid&clean=0,1449-8596/1836-5655,A2
Journal of Astrophysics and Astronomy,0.43799999999999994,Q3,26,50,189,https://www.ias.ac.in/Journals/Journal_of_Astrophysics_and_Astronomy/,0250-6335/0973-7758,B
Clay Minerals,0.428,Q3,65,42,153,http://claymin.geoscienceworld.org/,0009-8558/1471-8030,B
Geophysica,0.428,Q3,19,13,16,http://www.geophysica.fi/,0367-4231/2324-0741,B
Bollettino della Societa Paleontologica Italiana,0.42700000000000005,Q3,29,20,73,https://www.scimagojr.com/journalsearch.php?q=55870&tip=sid&clean=0,0375-7633,B
Boreal Environment Research,0.426,Q3,54,15,81,http://www.borenv.net/,1239-6095/1797-2469,A2
Oceanology,0.425,Q3,26,122,308,http://www.springer.com/earth+sciences+%26+geography/oceanography/journal/11491,0001-4370/1531-8508,B
Acta Geochimica,0.423,Q3,19,77,209,https://link.springer.com/journal/11631,2096-0956/2365-7499,B
Annales de Paleontologie,0.423,Q3,23,34,69,http://www.elsevier.com/wps/find/journaldescription.cws_home/600780/description#description,0753-3969/1778-3666,B
Aquatic Geochemistry,0.42200000000000004,Q3,50,16,73,http://www.springer.com/earth+sciences+%26+geography/journal/10498,1380-6165/1573-1421,B
Geochemistry International,0.42100000000000004,Q3,27,116,324,https://www.springer.com/journal/11476,0016-7029/1556-1968,B
Journal of Spatial Information Science,0.42100000000000004,Q3,17,9,32,https://www.scimagojr.com/journalsearch.php?q=21100332424&tip=sid&clean=0,1948-660X,A2
Tree-Ring Research,0.42,Q3,23,7,42,https://www.scimagojr.com/journalsearch.php?q=4400151611&tip=sid&clean=0,Sin informacion,No
Chinese Journal of Atmospheric Sciences,0.414,Q3,7,98,288,https://www.oriprobe.com/journals/daqikx.html,1006-9895,B
Russian Meteorology and Hydrology,0.414,Q3,16,102,322,http://www.springer.com/earth+sciences+%26+geography/meteorology+and+climatology/journal/11983,1068-3739/1934-8096,A2
