Nombre,Factor,Categoria,IndiceH,CantidadArticulosUltimo,CantidadArticulosUltimosTres,Enlace,ISSN,Homologacion
Pesquisa Operacional,0.256,Q4,17,15,82,http://www.scielo.br/scielo.php?script=sci_serial&pid=0101-7438&lng=en&nrm=iso,0101-7438,C
Statistics in Transition,0.254,Q4,4,31,127,https://www.exeley.com/journal/statistics_in_transition,1234-7655,C
International Journal on Food System Dynamics,0.25,Q4,6,18,87,http://centmapress.ilb.uni-bonn.de/ojs/index.php/fsd,1869-6945,A2
Game Studies,0.24,Q4,25,0,38,https://www.scimagojr.com/journalsearch.php?q=27205&tip=sid&clean=0,1604-7982,A1
Sao Paulo Journal of Mathematical Sciences,0.231,Q4,4,60,81,https://www.scimagojr.com/journalsearch.php?q=21100901061&tip=sid&clean=0,1982-6907/2316-9028,B
Statistical Theory and Related Fields,0.231,Q4,2,47,57,https://www.scimagojr.com/journalsearch.php?q=21100923463&tip=sid&clean=0,2475-4269/2475-4277,C
WSEAS Transactions on Mathematics,0.23,Q4,19,55,99,https://www.scimagojr.com/journalsearch.php?q=144884&tip=sid&clean=0,1109-2769,B
International Journal of Advanced Operations Management,0.22899999999999998,Q4,7,16,48,https://www.inderscience.com/jhome.php?jcode=ijaom,1758-938X/1758-9398,B
International Review of Applied Sciences and Engineering,0.22899999999999998,Q4,4,47,35,https://akademiai.com/loi/1848,2062-0810/2063-4269,A2
"Law, Probability and Risk",0.218,Q4,12,15,57,https://www.scimagojr.com/journalsearch.php?q=21100195305&tip=sid&clean=0,Sin informacion,No
Espacios,0.215,Q4,16,952,4598,https://www.scimagojr.com/journalsearch.php?q=11200153556&tip=sid&clean=0,Sin informacion,No
International Journal of Sport Management and Marketing,0.212,Q4,21,23,57,http://www.inderscience.com/browse/index.php?journalID=102,1475-8962/1740-2808,B
Journal of Statistical Distributions and Applications,0.212,Q4,11,13,35,https://www.scimagojr.com/journalsearch.php?q=21100901137&tip=sid&clean=0,2195-5832,C
Journal of Applied Analysis,0.205,Q4,15,21,58,https://www.degruyter.com/view/j/jaa?lang=en,1425-6908/1869-6082,C
Yugoslav Journal of Operations Research,0.198,Q4,19,32,94,https://www.scimagojr.com/journalsearch.php?q=23492&tip=sid&clean=0,0354-0243,C
Advances in Operations Research,0.19399999999999998,Q4,12,8,40,https://www.hindawi.com/journals/aor/,1687-9147/1687-9155,C
Risk and Decision Analysis,0.193,Q4,8,0,32,https://www.scimagojr.com/journalsearch.php?q=20300195019&tip=sid&clean=0,1569-7371/1875-9173,C
Stochastics and Quality Control,0.192,Q4,2,11,18,https://www.scimagojr.com/journalsearch.php?q=21100843362&tip=sid&clean=0,2367-2390/2367-2404,B
Communications for Statistical Applications and Methods,0.18899999999999997,Q4,3,46,95,http://www.csam.or.kr/main.html,2287-7843/2383-4757,C
Sankhya B,0.18600000000000003,Q4,6,43,59,https://www.springer.com/statistics/journal/13571,0976-8386/0976-8394,C
Journal of Transportation Security,0.185,Q4,12,8,35,http://www.springer.com/business+%26+management/production/journal/12198,1938-7741/1938-775X,B
Vikalpa,0.185,Q4,22,19,65,https://www.scimagojr.com/journalsearch.php?q=23830&tip=sid&clean=0,0256-0909/2395-3799,B
International Journal of Business Process Integration and Management,0.182,Q4,18,19,27,https://www.inderscience.com/jhome.php?jcode=ijbpim,1741-8763/1741-8771,B
Journal of ICT Research and Applications,0.18100000000000002,Q4,9,18,54,http://journals.itb.ac.id/index.php/jictra/index,2337-5787,B
Webology,0.17800000000000002,Q4,15,28,41,http://www.webology.org/,1735-188X,B
Advances in Decision Sciences,0.177,Q4,12,0,10,http://journal.asia.edu.tw/ADS/,Sin informacion,No
International Journal of Management and Enterprise Development,0.174,Q4,25,19,54,https://www.inderscience.com/jhome.php?jcode=ijmed,1468-4330/1741-8127,B
International Journal of Multicriteria Decision Making,0.174,Q4,9,6,32,https://www.inderscience.com/jhome.php?jcode=ijmcdm,2040-106X/2040-1078,C
South African Statistical Journal,0.168,Q4,9,10,53,https://sastat.org.za/journal,0038-271X,C
Journal of Quality,0.16699999999999998,Q4,8,17,78,http://www.airitilibrary.com/Publication/alPublicationJournal?PublicationID=10220690,1022-0690,C
TEM Journal,0.16699999999999998,Q4,5,205,239,https://www.temjournal.com/,2217-8309/2217-8333,B
International Journal of Business Intelligence and Data Mining,0.166,Q4,18,48,73,https://www.inderscience.com/jhome.php?jcode=ijbidm,1743-8187/1743-8195,C
International Journal of Information Science and Management,0.166,Q4,10,16,53,https://www.scimagojr.com/journalsearch.php?q=21100200830&tip=sid&clean=0,2008-8302/2008-8310,B
Transactional Analysis Journal,0.165,Q4,1,26,33,https://www.scimagojr.com/journalsearch.php?q=21100899503&tip=sid&clean=0,0362-1537/2329-5244,C
Acta Cybernetica,0.16399999999999998,Q4,17,5,74,http://www.inf.u-szeged.hu/actacybernetica/,0324-721X,B
International Journal of Information and Management Sciences,0.16399999999999998,Q4,20,22,69,http://ijims.ms.tku.edu.tw/index.htm,1017-1819,B
British Actuarial Journal,0.162,Q4,1,8,11,https://www.scimagojr.com/journalsearch.php?q=21100890652&tip=sid&clean=0,1357-3217/2044-0456,C
Annals of Economics and Statistics,0.157,Q4,1,24,25,https://www.scimagojr.com/journalsearch.php?q=21100888787&tip=sid&clean=0,1968-3863/2115-4430,B
INFORMS Transactions on Education,0.157,Q4,3,17,15,https://www.scimagojr.com/journalsearch.php?q=21100894767&tip=sid&clean=0,Sin informacion,No
Croatian Operational Research Review,0.156,Q4,3,27,65,https://hrcak.srce.hr/ojs/index.php/crorr,1848-0225/1848-9931,C
ETS Research Report Series,0.154,Q4,2,45,47,https://www.scimagojr.com/journalsearch.php?q=21100896490&tip=sid&clean=0,2330-8516,C
Mendel,0.154,Q4,13,24,111,https://www.scimagojr.com/journalsearch.php?q=21100255064&tip=sid&clean=0,Sin informacion,No
Utilitas Mathematica,0.154,Q4,26,48,267,http://www.combinatorialmath.ca/Utilitas/,0315-3681,C
International Journal of Business Intelligence Research,0.149,Q4,2,9,9,https://www.scimagojr.com/journalsearch.php?q=21100896488&tip=sid&clean=0,1947-3591/1947-3605,C
Journal of Marketing Analytics,0.149,Q4,8,20,47,https://www.springer.com/business+%26+management/journal/41270,2050-3318/2050-3326,B
International Journal of Ecological Economics and Statistics (discontinued),0.14800000000000002,Q4,6,0,84,https://www.scimagojr.com/journalsearch.php?q=21100408983&tip=sid&clean=0,Sin informacion,No
International Journal of Operations and Quantitative Management,0.147,Q4,11,8,52,http://www.ijoqm.org/,1082-1910,C
International Journal of Risk Assessment and Management,0.147,Q4,22,17,57,http://www.inderscience.com/browse/index.php?journalID=24,1466-8297/1741-5241,C
Journal of Cases on Information Technology,0.146,Q4,13,20,54,http://www.igi-global.com/Bookstore/TitleDetails.aspx?TitleId=1075,1548-7717/1548-7725,C
International Journal of Sociotechnology and Knowledge Development,0.14400000000000002,Q4,10,10,48,https://www.scimagojr.com/journalsearch.php?q=21100207616&tip=sid&clean=0,1941-6253/1941-6261,C
Asia Pacific Journal of Information Systems,0.142,Q4,2,41,19,https://www.scimagojr.com/journalsearch.php?q=21100889702&tip=sid&clean=0,2288-5404/2288-6818,B
Journal of Operations and Supply Chain Management,0.139,Q4,2,0,15,https://www.scimagojr.com/journalsearch.php?q=21100871681&tip=sid&clean=0,1984-3046,C
Journal of Payments Strategy and Systems,0.138,Q4,2,31,35,https://www.scimagojr.com/journalsearch.php?q=21100892782&tip=sid&clean=0,1750-1806/1750-1814,C
Journal of Risk Management in Financial Institutions,0.138,Q4,2,18,36,https://www.scimagojr.com/journalsearch.php?q=21100893243&tip=sid&clean=0,1752-8887/1752-8895,C
International Journal of the Analytic Hierarchy Process,0.13699999999999998,Q4,1,27,30,http://www.ijahp.org/index.php/IJAHP,Sin informacion,No
Quality Progress,0.13699999999999998,Q4,32,58,505,http://www.asq.org/qualityprogress/,0033-524X,B
International Journal of Applied Metaheuristic Computing,0.136,Q4,2,29,16,https://www.scimagojr.com/journalsearch.php?q=21100858129&tip=sid&clean=0,1947-8283/1947-8291,C
Sankhya: The Indian Journal of Statistics,0.136,Q4,17,22,63,http://sankhya.isical.ac.in/,Sin informacion,No
International Journal of Enterprise Network Management,0.128,Q4,9,25,81,https://www.scimagojr.com/journalsearch.php?q=19400157401&tip=sid&clean=0,1748-1252/1748-1260,C
International Journal of Information Systems and Change Management,0.128,Q4,10,10,56,https://www.scimagojr.com/journalsearch.php?q=19700186887&tip=sid&clean=0,1479-3121/1479-313X,C
Transplant Research and Risk Management,0.127,Q4,5,8,13,https://www.scimagojr.com/journalsearch.php?q=19700190357&tip=sid&clean=0,1179-1616,C
Boletin de Estadistica e Investigacion Operativa,0.124,Q4,3,19,56,https://www.scimagojr.com/journalsearch.php?q=21100313916&tip=sid&clean=0,1889-3805,C
International Journal of Technology Intelligence and Planning,0.12300000000000001,Q4,15,5,24,http://www.inderscience.com/browse/index.php?journalID=105,1740-2832/1740-2840,C
Applied Marketing Analytics,0.12,Q4,1,35,18,https://www.scimagojr.com/journalsearch.php?q=21100892891&tip=sid&clean=0,2054-7544/2054-7552,C
International Journal of Internet Manufacturing and Services,0.12,Q4,8,24,45,https://www.scimagojr.com/journalsearch.php?q=19300157106&tip=sid&clean=0,1751-6048/1751-6056,C
IAES International Journal of Artificial Intelligence,0.11900000000000001,Q4,3,51,25,https://www.scimagojr.com/journalsearch.php?q=21100901206&tip=sid&clean=0,2089-4872/2252-8938,C
Journal of Japan Industrial Management Association,0.11800000000000001,Q4,8,23,86,https://www.scimagojr.com/journalsearch.php?q=144786&tip=sid&clean=0,0386-4812/1342-2618,C
Military Operations Research,0.11800000000000001,Q4,13,16,53,https://www.mors.org/Publications/MOR-Journal,1082-5983/2163-2758,C
Journal of Statistics Applications and Probability,0.11599999999999999,Q4,2,20,40,https://www.scimagojr.com/journalsearch.php?q=21100898973&tip=sid&clean=0,2090-8423/2090-8431,C
Revue Europeenne d' Economie et Management des Services,0.11599999999999999,Q4,2,6,32,https://www.scimagojr.com/journalsearch.php?q=21100936539&tip=sid&clean=0,Sin informacion,No
